src_account_id,employee_src_id,system_code,system_name,account_login,account_type_code,account_type_name,privileged_flag,admin_flag,account_status,created_at,disabled_at,source_system,load_dttm,batch_id
ACC-0002009,E00618,VPN,VPN Gateway,e00618_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2022-11-20 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002010,E00618,FILE,File Storage,e00618_file,STORAGE,Файловая учётная запись,N,N,ACTIVE,2023-01-21 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002011,E00619,AD,Active Directory,e00619_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2022-01-08 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002012,E00619,MAIL,Corporate Mail,e00619_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2021-11-29 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002013,E00619,VPN,VPN Gateway,e00619_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2022-02-21 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002014,E00619,ERP,ERP Platform,e00619_erp,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2021-11-22 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002015,E00620,AD,Active Directory,e00620_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2024-06-07 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002016,E00620,MAIL,Corporate Mail,e00620_mail,MAILBOX,Почтовая учётная запись,N,N,DISABLED,2024-04-13 00:00:00,2024-11-30 00:00:00,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002017,E00620,VPN,VPN Gateway,e00620_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2024-04-17 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002018,E00620,ERP,ERP Platform,e00620_erp,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2024-04-20 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002019,E00621,AD,Active Directory,e00621_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2021-06-04 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002020,E00621,MAIL,Corporate Mail,e00621_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2021-06-28 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002021,E00621,ERP,ERP Platform,e00621_erp,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2021-03-23 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002022,E00621,FILE,File Storage,e00621_file,STORAGE,Файловая учётная запись,N,N,ACTIVE,2021-03-28 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002023,E00622,AD,Active Directory,e00622_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2020-03-25 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002024,E00622,MAIL,Corporate Mail,e00622_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2020-06-07 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002025,E00622,VPN,VPN Gateway,e00622_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2020-04-28 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002026,E00622,ERP,ERP Platform,e00622_erp,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2020-03-20 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002027,E00623,AD,Active Directory,e00623_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2022-09-18 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002028,E00623,MAIL,Corporate Mail,e00623_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2022-06-26 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002029,E00623,DWH,Data Warehouse,e00623_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2022-08-28 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002030,E00623,CRM,CRM Platform,e00623_crm,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2022-09-03 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002031,E00624,AD,Active Directory,e00624_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2023-12-07 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002032,E00624,MAIL,Corporate Mail,e00624_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2023-12-12 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002033,E00624,VPN,VPN Gateway,e00624_vpn,REMOTE,Удалённый доступ,N,N,DISABLED,2023-10-30 00:00:00,2024-07-30 00:00:00,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002034,E00625,AD,Active Directory,e00625_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2022-06-03 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002035,E00625,MAIL,Corporate Mail,e00625_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2022-05-22 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002036,E00625,VPN,VPN Gateway,e00625_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2022-04-29 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002037,E00625,ERP,ERP Platform,e00625_erp,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2022-03-17 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002038,E00626,AD,Active Directory,e00626_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2024-04-01 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002039,E00626,VPN,VPN Gateway,e00626_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2024-01-25 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002040,E00626,DWH,Data Warehouse,e00626_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2024-03-30 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002041,E00627,AD,Active Directory,e00627_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2019-12-24 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002042,E00627,MAIL,Corporate Mail,e00627_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2020-02-21 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002043,E00627,VPN,VPN Gateway,e00627_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2020-02-13 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002044,E00627,CRM,CRM Platform,e00627_crm,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2020-01-08 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002045,E00627,ERP,ERP Platform,e00627_erp,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2020-02-17 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002046,E00628,AD,Active Directory,e00628_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2020-01-26 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002047,E00628,MAIL,Corporate Mail,e00628_mail,MAILBOX,Почтовая учётная запись,N,N,DISABLED,2019-12-10 00:00:00,2020-07-07 00:00:00,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002048,E00628,VPN,VPN Gateway,e00628_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2020-01-04 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002049,E00628,CRM,CRM Platform,e00628_crm,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2019-11-05 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002050,E00629,AD,Active Directory,e00629_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2021-07-30 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002051,E00629,MAIL,Corporate Mail,e00629_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2021-05-31 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002052,E00629,VPN,VPN Gateway,e00629_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2021-06-09 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002053,E00629,ERP,ERP Platform,e00629_erp,BUSINESS,Бизнес-учётная запись,Y,N,ACTIVE,2021-08-02 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002054,E00630,AD,Active Directory,e00630_ad,DOMAIN,Доменная учётная запись,Y,N,ACTIVE,2023-02-21 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002055,E00630,MAIL,Corporate Mail,e00630_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2023-05-11 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002056,E00630,VPN,VPN Gateway,e00630_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2023-05-27 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002057,E00630,DWH,Data Warehouse,e00630_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2023-05-31 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002058,E00631,AD,Active Directory,e00631_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2024-09-14 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002059,E00631,MAIL,Corporate Mail,e00631_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2024-12-11 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002060,E00631,DWH,Data Warehouse,e00631_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2024-10-07 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002061,E00632,AD,Active Directory,e00632_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2021-02-28 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002062,E00632,MAIL,Corporate Mail,e00632_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2021-02-19 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002063,E00632,VPN,VPN Gateway,e00632_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2021-02-01 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002064,E00632,DWH,Data Warehouse,e00632_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2020-11-11 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002065,E00633,AD,Active Directory,e00633_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2020-11-18 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002066,E00633,VPN,VPN Gateway,e00633_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2020-11-29 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002067,E00633,CRM,CRM Platform,e00633_crm,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2020-10-10 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002068,E00634,AD,Active Directory,e00634_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2021-08-18 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002069,E00634,MAIL,Corporate Mail,e00634_mail,MAILBOX,Почтовая учётная запись,N,N,DISABLED,2021-10-05 00:00:00,2022-05-14 00:00:00,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002070,E00634,VPN,VPN Gateway,e00634_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2021-08-21 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002071,E00634,DWH,Data Warehouse,e00634_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2021-10-20 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002072,E00635,AD,Active Directory,e00635_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2023-04-30 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002073,E00635,MAIL,Corporate Mail,e00635_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2023-04-27 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002074,E00636,AD,Active Directory,e00636_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2025-02-24 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002075,E00636,MAIL,Corporate Mail,e00636_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2024-11-08 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002076,E00636,VPN,VPN Gateway,e00636_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2024-11-21 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002077,E00636,ERP,ERP Platform,e00636_erp,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2025-01-30 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002078,E00636,DWH,Data Warehouse,e00636_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2025-01-26 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002079,E00637,AD,Active Directory,e00637_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2021-03-24 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002080,E00637,MAIL,Corporate Mail,e00637_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2021-02-28 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002081,E00637,CRM,CRM Platform,e00637_crm,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2021-03-23 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002082,E00638,AD,Active Directory,e00638_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2025-01-14 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002083,E00638,MAIL,Corporate Mail,e00638_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2024-12-05 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002084,E00638,VPN,VPN Gateway,e00638_vpn,REMOTE,Удалённый доступ,N,N,DISABLED,2025-02-02 00:00:00,2025-07-28 00:00:00,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002085,E00638,CRM,CRM Platform,e00638_crm,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2024-11-21 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002086,E00639,AD,Active Directory,e00639_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2024-07-30 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002087,E00639,MAIL,Corporate Mail,e00639_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2024-09-02 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002088,E00639,VPN,VPN Gateway,e00639_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2024-09-04 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002089,E00639,CRM,CRM Platform,e00639_crm,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2024-09-24 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002090,E00640,AD,Active Directory,e00640_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2021-10-29 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002091,E00640,MAIL,Corporate Mail,e00640_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2021-11-15 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002092,E00640,VPN,VPN Gateway,e00640_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2021-11-27 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002093,E00640,DWH,Data Warehouse,e00640_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2021-11-17 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002094,E00641,AD,Active Directory,e00641_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2020-06-26 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002095,E00641,MAIL,Corporate Mail,e00641_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2020-08-05 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002096,E00641,CRM,CRM Platform,e00641_crm,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2020-08-26 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002097,E00642,AD,Active Directory,e00642_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2024-08-27 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002098,E00642,MAIL,Corporate Mail,e00642_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2024-06-26 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002099,E00642,VPN,VPN Gateway,e00642_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2024-09-13 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002100,E00642,ERP,ERP Platform,e00642_erp,BUSINESS,Бизнес-учётная запись,Y,N,ACTIVE,2024-06-20 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002101,E00643,AD,Active Directory,e00643_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2019-09-26 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002102,E00643,MAIL,Corporate Mail,e00643_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2019-06-28 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002103,E00643,ERP,ERP Platform,e00643_erp,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2019-08-20 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002104,E00644,AD,Active Directory,e00644_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2020-10-31 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002105,E00644,MAIL,Corporate Mail,e00644_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2020-09-04 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002106,E00644,VPN,VPN Gateway,e00644_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2020-10-28 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002107,E00644,FILE,File Storage,e00644_file,STORAGE,Файловая учётная запись,N,N,ACTIVE,2020-11-10 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002108,E00645,AD,Active Directory,e00645_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2019-05-08 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002109,E00645,MAIL,Corporate Mail,e00645_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2019-04-03 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002110,E00645,VPN,VPN Gateway,e00645_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2019-03-30 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002111,E00645,DWH,Data Warehouse,e00645_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2019-07-06 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002112,E00646,AD,Active Directory,e00646_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2024-06-25 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002113,E00646,MAIL,Corporate Mail,e00646_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2024-09-22 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002114,E00646,VPN,VPN Gateway,e00646_vpn,REMOTE,Удалённый доступ,N,N,DISABLED,2024-09-08 00:00:00,2025-03-08 00:00:00,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002115,E00647,AD,Active Directory,e00647_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2024-12-13 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002116,E00647,MAIL,Corporate Mail,e00647_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2024-11-02 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002117,E00648,AD,Active Directory,e00648_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2023-03-31 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002118,E00648,MAIL,Corporate Mail,e00648_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2023-06-29 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002119,E00648,FILE,File Storage,e00648_file,STORAGE,Файловая учётная запись,N,N,ACTIVE,2023-05-15 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002120,E00649,AD,Active Directory,e00649_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2024-01-09 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002121,E00649,VPN,VPN Gateway,e00649_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2023-12-03 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002122,E00649,ERP,ERP Platform,e00649_erp,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2023-12-27 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002123,E00650,AD,Active Directory,e00650_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2019-08-13 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002124,E00650,MAIL,Corporate Mail,e00650_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2019-06-19 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002125,E00650,VPN,VPN Gateway,e00650_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2019-06-17 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002126,E00650,CRM,CRM Platform,e00650_crm,BUSINESS,Бизнес-учётная запись,N,N,DISABLED,2019-06-13 00:00:00,2020-01-01 00:00:00,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002127,E00651,AD,Active Directory,e00651_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2020-06-21 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002128,E00651,MAIL,Corporate Mail,e00651_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2020-09-26 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002129,E00651,VPN,VPN Gateway,e00651_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2020-06-23 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002130,E00651,ERP,ERP Platform,e00651_erp,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2020-07-30 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002131,E00652,AD,Active Directory,e00652_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2025-02-25 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002132,E00652,MAIL,Corporate Mail,e00652_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2025-03-02 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002133,E00652,VPN,VPN Gateway,e00652_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2025-02-24 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002134,E00652,DWH,Data Warehouse,e00652_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2025-01-20 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002135,E00653,AD,Active Directory,e00653_ad,DOMAIN,Доменная учётная запись,Y,N,ACTIVE,2023-04-25 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002136,E00653,MAIL,Corporate Mail,e00653_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2023-06-15 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002137,E00653,VPN,VPN Gateway,e00653_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2023-07-04 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002138,E00653,ERP,ERP Platform,e00653_erp,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2023-06-02 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002139,E00654,AD,Active Directory,e00654_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2021-11-08 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002140,E00654,MAIL,Corporate Mail,e00654_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2021-09-17 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002141,E00654,VPN,VPN Gateway,e00654_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2021-11-19 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002142,E00655,AD,Active Directory,e00655_ad,DOMAIN,Доменная учётная запись,Y,N,ACTIVE,2021-05-01 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002143,E00655,VPN,VPN Gateway,e00655_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2021-04-04 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002144,E00655,DWH,Data Warehouse,e00655_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2021-05-29 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002145,E00656,AD,Active Directory,e00656_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2023-03-24 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002146,E00656,MAIL,Corporate Mail,e00656_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2023-05-05 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002147,E00657,AD,Active Directory,e00657_ad,DOMAIN,Доменная учётная запись,Y,Y,ACTIVE,2021-12-31 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002148,E00657,MAIL,Corporate Mail,e00657_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2022-02-26 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0002149,E00657,CRM,CRM Platform,e00657_crm,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2022-01-10 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
