src_file_event_id,employee_src_id,src_account_id,system_code,operation_type_code,operation_type_name,file_classification,operation_dttm,object_path,download_flag,upload_flag,external_transfer_flag,source_system,load_dttm,batch_id
FILE-0000285,E00095,ACC-0000304,MAIL,DELETE,Удаление файла,STRICTLY_CONFIDENTIAL,2024-01-09 13:26:00,/data/mail/folder_17/file_1894.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000286,E00095,ACC-0000306,DWH,DOWNLOAD,Скачивание файла,PUBLIC,2024-01-05 22:09:39,/data/dwh/folder_19/file_3854.dat,Y,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000287,E00095,ACC-0000306,DWH,DELETE,Удаление файла,STRICTLY_CONFIDENTIAL,2024-07-18 06:14:08,/data/dwh/folder_29/file_4662.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000288,E00095,ACC-0000306,DWH,SHARE,Предоставление доступа,STRICTLY_CONFIDENTIAL,2024-04-24 19:40:05,/data/dwh/folder_7/file_2758.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000289,E00097,ACC-0000311,MAIL,READ,Чтение файла,STRICTLY_CONFIDENTIAL,2024-09-15 06:15:56,/data/mail/folder_40/file_1449.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000290,E00097,ACC-0000311,MAIL,READ,Чтение файла,STRICTLY_CONFIDENTIAL,2024-03-20 01:37:00,/data/mail/folder_45/file_4683.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000291,E00097,ACC-0000311,MAIL,DOWNLOAD,Скачивание файла,STRICTLY_CONFIDENTIAL,2024-05-12 03:05:03,/data/mail/folder_28/file_1645.dat,Y,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000292,E00097,ACC-0000311,MAIL,DELETE,Удаление файла,PUBLIC,2024-11-01 14:31:57,/data/mail/folder_45/file_2808.dat,N,N,Y,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000293,E00098,ACC-0000314,MAIL,READ,Чтение файла,CONFIDENTIAL,2024-02-15 18:01:11,/data/mail/folder_49/file_3133.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000294,E00098,ACC-0000316,CRM,READ,Чтение файла,PUBLIC,2024-08-22 06:34:54,/data/crm/folder_50/file_4485.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000295,E00098,ACC-0000316,CRM,UPLOAD,Загрузка файла,CONFIDENTIAL,2024-09-19 00:10:03,/data/crm/folder_26/file_2918.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000296,E00099,ACC-0000319,FILE,READ,Чтение файла,PUBLIC,2024-01-20 20:32:20,/data/file/folder_40/file_2280.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000297,E00099,ACC-0000319,FILE,DOWNLOAD,Скачивание файла,STRICTLY_CONFIDENTIAL,2024-07-14 16:25:24,/data/file/folder_2/file_453.dat,Y,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000298,E00100,ACC-0000321,MAIL,SHARE,Предоставление доступа,INTERNAL,2024-10-03 22:31:51,/data/mail/folder_28/file_1887.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000299,E00100,ACC-0000324,CRM,SHARE,Предоставление доступа,INTERNAL,2024-01-23 01:05:02,/data/crm/folder_10/file_598.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000300,E00101,ACC-0000326,MAIL,DELETE,Удаление файла,STRICTLY_CONFIDENTIAL,2024-03-29 10:53:27,/data/mail/folder_35/file_754.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000301,E00101,ACC-0000326,MAIL,READ,Чтение файла,PUBLIC,2024-05-21 11:13:40,/data/mail/folder_38/file_22.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000302,E00101,ACC-0000326,MAIL,SHARE,Предоставление доступа,PUBLIC,2024-07-18 20:07:02,/data/mail/folder_13/file_4586.dat,N,N,Y,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000303,E00101,ACC-0000328,DWH,SHARE,Предоставление доступа,STRICTLY_CONFIDENTIAL,2024-05-25 18:36:55,/data/dwh/folder_35/file_627.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000304,E00101,ACC-0000328,DWH,UPLOAD,Загрузка файла,INTERNAL,2024-09-02 15:48:31,/data/dwh/folder_14/file_2368.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000305,E00102,ACC-0000330,MAIL,SHARE,Предоставление доступа,PUBLIC,2024-09-01 03:25:27,/data/mail/folder_43/file_2299.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000306,E00102,ACC-0000330,MAIL,UPLOAD,Загрузка файла,CONFIDENTIAL,2024-08-14 19:21:24,/data/mail/folder_23/file_3131.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000307,E00102,ACC-0000330,MAIL,READ,Чтение файла,STRICTLY_CONFIDENTIAL,2024-06-12 15:13:42,/data/mail/folder_26/file_4140.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000308,E00102,ACC-0000330,MAIL,DOWNLOAD,Скачивание файла,INTERNAL,2024-01-15 01:04:34,/data/mail/folder_19/file_4810.dat,Y,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000309,E00102,ACC-0000332,FILE,DELETE,Удаление файла,PUBLIC,2024-08-29 15:14:06,/data/file/folder_21/file_1635.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000310,E00104,ACC-0000336,MAIL,DELETE,Удаление файла,PUBLIC,2024-03-14 19:09:59,/data/mail/folder_47/file_1510.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000311,E00104,ACC-0000336,MAIL,READ,Чтение файла,STRICTLY_CONFIDENTIAL,2024-04-12 21:03:25,/data/mail/folder_10/file_4469.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000312,E00104,ACC-0000336,MAIL,DOWNLOAD,Скачивание файла,INTERNAL,2024-03-02 14:26:33,/data/mail/folder_21/file_2338.dat,Y,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000313,E00104,ACC-0000338,DWH,DELETE,Удаление файла,PUBLIC,2024-10-03 02:10:23,/data/dwh/folder_20/file_4512.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000314,E00104,ACC-0000338,DWH,SHARE,Предоставление доступа,PUBLIC,2024-12-20 19:40:18,/data/dwh/folder_44/file_3126.dat,N,N,Y,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000315,E00106,ACC-0000342,MAIL,DOWNLOAD,Скачивание файла,CONFIDENTIAL,2024-08-13 13:17:14,/data/mail/folder_14/file_873.dat,Y,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000316,E00106,ACC-0000342,MAIL,READ,Чтение файла,PUBLIC,2024-05-04 00:40:45,/data/mail/folder_27/file_2842.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000317,E00107,ACC-0000344,MAIL,DOWNLOAD,Скачивание файла,CONFIDENTIAL,2024-02-08 19:55:12,/data/mail/folder_49/file_1317.dat,Y,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000318,E00107,ACC-0000344,MAIL,DOWNLOAD,Скачивание файла,STRICTLY_CONFIDENTIAL,2024-11-07 12:22:31,/data/mail/folder_42/file_2796.dat,Y,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000319,E00108,ACC-0000347,MAIL,UPLOAD,Загрузка файла,PUBLIC,2024-05-22 15:37:38,/data/mail/folder_34/file_3680.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000320,E00108,ACC-0000349,CRM,DOWNLOAD,Скачивание файла,CONFIDENTIAL,2024-09-20 09:14:05,/data/crm/folder_3/file_3704.dat,Y,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000321,E00110,ACC-0000356,FILE,UPLOAD,Загрузка файла,STRICTLY_CONFIDENTIAL,2024-10-28 01:11:42,/data/file/folder_44/file_2097.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000322,E00110,ACC-0000356,FILE,UPLOAD,Загрузка файла,INTERNAL,2024-03-30 15:55:06,/data/file/folder_24/file_1782.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000323,E00110,ACC-0000356,FILE,SHARE,Предоставление доступа,PUBLIC,2024-09-07 19:19:19,/data/file/folder_32/file_1118.dat,N,N,Y,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000324,E00110,ACC-0000356,FILE,DELETE,Удаление файла,CONFIDENTIAL,2024-11-09 19:32:07,/data/file/folder_31/file_3771.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000325,E00111,ACC-0000358,MAIL,READ,Чтение файла,PUBLIC,2024-04-01 17:06:03,/data/mail/folder_25/file_4656.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000326,E00111,ACC-0000358,MAIL,DOWNLOAD,Скачивание файла,CONFIDENTIAL,2024-06-27 05:37:00,/data/mail/folder_35/file_101.dat,Y,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000327,E00111,ACC-0000358,MAIL,READ,Чтение файла,INTERNAL,2024-01-28 18:35:21,/data/mail/folder_14/file_3818.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000328,E00111,ACC-0000360,FILE,UPLOAD,Загрузка файла,INTERNAL,2024-01-27 12:55:11,/data/file/folder_40/file_1567.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000329,E00111,ACC-0000361,CRM,SHARE,Предоставление доступа,PUBLIC,2024-12-03 03:31:19,/data/crm/folder_49/file_3161.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000330,E00111,ACC-0000361,CRM,SHARE,Предоставление доступа,PUBLIC,2024-04-10 00:40:40,/data/crm/folder_16/file_1218.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000331,E00112,ACC-0000363,MAIL,SHARE,Предоставление доступа,INTERNAL,2024-03-02 09:48:14,/data/mail/folder_12/file_4035.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000332,E00112,ACC-0000363,MAIL,SHARE,Предоставление доступа,PUBLIC,2024-05-16 12:26:07,/data/mail/folder_8/file_3478.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000333,E00112,ACC-0000363,MAIL,UPLOAD,Загрузка файла,INTERNAL,2024-04-27 22:43:37,/data/mail/folder_49/file_2666.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000334,E00112,ACC-0000363,MAIL,DOWNLOAD,Скачивание файла,INTERNAL,2024-12-20 00:13:27,/data/mail/folder_1/file_3921.dat,Y,N,Y,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000335,E00112,ACC-0000364,FILE,READ,Чтение файла,STRICTLY_CONFIDENTIAL,2024-02-11 07:31:21,/data/file/folder_33/file_3274.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000336,E00112,ACC-0000364,FILE,DOWNLOAD,Скачивание файла,STRICTLY_CONFIDENTIAL,2024-11-21 15:14:01,/data/file/folder_42/file_2762.dat,Y,N,Y,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000337,E00112,ACC-0000364,FILE,SHARE,Предоставление доступа,CONFIDENTIAL,2024-01-12 01:47:10,/data/file/folder_13/file_3148.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000338,E00112,ACC-0000364,FILE,SHARE,Предоставление доступа,CONFIDENTIAL,2024-11-04 23:22:34,/data/file/folder_12/file_4390.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000339,E00112,ACC-0000365,DWH,DOWNLOAD,Скачивание файла,CONFIDENTIAL,2024-02-11 02:33:00,/data/dwh/folder_9/file_2640.dat,Y,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000340,E00112,ACC-0000365,DWH,SHARE,Предоставление доступа,STRICTLY_CONFIDENTIAL,2024-04-07 09:03:12,/data/dwh/folder_5/file_4748.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000341,E00114,ACC-0000368,MAIL,SHARE,Предоставление доступа,STRICTLY_CONFIDENTIAL,2024-01-13 20:46:20,/data/mail/folder_41/file_4984.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000342,E00114,ACC-0000368,MAIL,READ,Чтение файла,INTERNAL,2024-06-13 22:53:07,/data/mail/folder_43/file_1530.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000343,E00114,ACC-0000368,MAIL,READ,Чтение файла,PUBLIC,2024-07-29 08:28:37,/data/mail/folder_3/file_400.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000344,E00114,ACC-0000370,CRM,DOWNLOAD,Скачивание файла,INTERNAL,2024-07-17 00:11:22,/data/crm/folder_6/file_3716.dat,Y,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000345,E00114,ACC-0000370,CRM,READ,Чтение файла,STRICTLY_CONFIDENTIAL,2024-02-19 13:12:06,/data/crm/folder_29/file_1401.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000346,E00115,ACC-0000372,MAIL,UPLOAD,Загрузка файла,STRICTLY_CONFIDENTIAL,2024-12-10 04:04:52,/data/mail/folder_36/file_319.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000347,E00115,ACC-0000372,MAIL,UPLOAD,Загрузка файла,STRICTLY_CONFIDENTIAL,2024-09-14 01:03:17,/data/mail/folder_17/file_3072.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000348,E00115,ACC-0000372,MAIL,READ,Чтение файла,CONFIDENTIAL,2024-11-02 15:55:53,/data/mail/folder_35/file_1905.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000349,E00115,ACC-0000372,MAIL,DOWNLOAD,Скачивание файла,STRICTLY_CONFIDENTIAL,2024-01-11 06:39:52,/data/mail/folder_23/file_2101.dat,Y,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000350,E00116,ACC-0000377,MAIL,READ,Чтение файла,STRICTLY_CONFIDENTIAL,2024-03-14 07:34:28,/data/mail/folder_21/file_2856.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000351,E00116,ACC-0000377,MAIL,DELETE,Удаление файла,STRICTLY_CONFIDENTIAL,2024-12-01 09:16:21,/data/mail/folder_21/file_1555.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000352,E00116,ACC-0000378,FILE,UPLOAD,Загрузка файла,CONFIDENTIAL,2024-12-08 06:27:31,/data/file/folder_19/file_1823.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000353,E00117,ACC-0000380,MAIL,DELETE,Удаление файла,PUBLIC,2024-01-30 05:25:14,/data/mail/folder_47/file_4127.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000354,E00117,ACC-0000380,MAIL,DELETE,Удаление файла,STRICTLY_CONFIDENTIAL,2024-03-03 05:50:55,/data/mail/folder_46/file_4666.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000355,E00117,ACC-0000380,MAIL,SHARE,Предоставление доступа,CONFIDENTIAL,2024-02-23 23:44:04,/data/mail/folder_39/file_3017.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000356,E00119,ACC-0000384,MAIL,UPLOAD,Загрузка файла,CONFIDENTIAL,2024-08-13 17:51:52,/data/mail/folder_21/file_4717.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000357,E00119,ACC-0000384,MAIL,DELETE,Удаление файла,STRICTLY_CONFIDENTIAL,2024-06-20 07:35:08,/data/mail/folder_40/file_2208.dat,N,N,Y,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000358,E00119,ACC-0000384,MAIL,DELETE,Удаление файла,CONFIDENTIAL,2024-08-25 09:34:44,/data/mail/folder_49/file_4944.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000359,E00119,ACC-0000384,MAIL,READ,Чтение файла,PUBLIC,2024-09-13 11:15:49,/data/mail/folder_39/file_4706.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000360,E00119,ACC-0000386,DWH,SHARE,Предоставление доступа,INTERNAL,2024-05-17 23:24:30,/data/dwh/folder_30/file_4303.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000361,E00119,ACC-0000386,DWH,READ,Чтение файла,PUBLIC,2024-03-30 07:23:26,/data/dwh/folder_44/file_4941.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000362,E00120,ACC-0000388,MAIL,DOWNLOAD,Скачивание файла,INTERNAL,2024-10-27 14:50:13,/data/mail/folder_11/file_4414.dat,Y,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000363,E00120,ACC-0000388,MAIL,READ,Чтение файла,STRICTLY_CONFIDENTIAL,2024-06-20 17:43:45,/data/mail/folder_24/file_254.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000364,E00120,ACC-0000388,MAIL,UPLOAD,Загрузка файла,CONFIDENTIAL,2024-04-29 23:49:31,/data/mail/folder_15/file_1480.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000365,E00120,ACC-0000388,MAIL,SHARE,Предоставление доступа,STRICTLY_CONFIDENTIAL,2024-01-28 01:20:47,/data/mail/folder_1/file_115.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000366,E00121,ACC-0000391,MAIL,READ,Чтение файла,STRICTLY_CONFIDENTIAL,2024-02-14 17:18:19,/data/mail/folder_19/file_3403.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000367,E00121,ACC-0000391,MAIL,DELETE,Удаление файла,INTERNAL,2024-06-16 04:04:53,/data/mail/folder_8/file_1808.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000368,E00121,ACC-0000391,MAIL,DELETE,Удаление файла,PUBLIC,2024-05-07 14:49:33,/data/mail/folder_10/file_582.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000369,E00121,ACC-0000391,MAIL,READ,Чтение файла,CONFIDENTIAL,2024-07-04 07:20:37,/data/mail/folder_22/file_1324.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000370,E00121,ACC-0000392,FILE,UPLOAD,Загрузка файла,INTERNAL,2024-01-03 01:47:40,/data/file/folder_39/file_4139.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000371,E00121,ACC-0000392,FILE,UPLOAD,Загрузка файла,PUBLIC,2024-04-25 07:30:12,/data/file/folder_1/file_1701.dat,N,Y,Y,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000372,E00121,ACC-0000392,FILE,SHARE,Предоставление доступа,PUBLIC,2024-04-28 06:10:04,/data/file/folder_31/file_3902.dat,N,N,Y,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000373,E00122,ACC-0000394,MAIL,READ,Чтение файла,INTERNAL,2024-10-20 16:38:45,/data/mail/folder_8/file_332.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000374,E00123,ACC-0000397,MAIL,SHARE,Предоставление доступа,INTERNAL,2024-06-06 23:09:52,/data/mail/folder_6/file_2553.dat,N,N,Y,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000375,E00123,ACC-0000397,MAIL,SHARE,Предоставление доступа,INTERNAL,2024-05-18 03:02:48,/data/mail/folder_14/file_807.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000376,E00123,ACC-0000397,MAIL,DELETE,Удаление файла,STRICTLY_CONFIDENTIAL,2024-09-24 11:05:38,/data/mail/folder_6/file_3025.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000377,E00124,ACC-0000400,MAIL,DOWNLOAD,Скачивание файла,INTERNAL,2024-09-06 05:22:34,/data/mail/folder_43/file_2220.dat,Y,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000378,E00124,ACC-0000400,MAIL,SHARE,Предоставление доступа,PUBLIC,2024-12-18 10:51:51,/data/mail/folder_8/file_173.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000379,E00124,ACC-0000400,MAIL,READ,Чтение файла,STRICTLY_CONFIDENTIAL,2024-09-15 05:40:25,/data/mail/folder_1/file_1552.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000380,E00124,ACC-0000400,MAIL,UPLOAD,Загрузка файла,INTERNAL,2024-02-16 00:26:58,/data/mail/folder_50/file_1719.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000381,E00126,ACC-0000407,DWH,READ,Чтение файла,CONFIDENTIAL,2024-09-11 01:49:58,/data/dwh/folder_35/file_4520.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000382,E00127,ACC-0000409,MAIL,DOWNLOAD,Скачивание файла,STRICTLY_CONFIDENTIAL,2024-02-24 08:53:44,/data/mail/folder_11/file_2667.dat,Y,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000383,E00127,ACC-0000409,MAIL,UPLOAD,Загрузка файла,PUBLIC,2024-10-15 14:04:49,/data/mail/folder_25/file_4676.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000384,E00127,ACC-0000409,MAIL,UPLOAD,Загрузка файла,INTERNAL,2024-12-26 21:27:09,/data/mail/folder_8/file_2940.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000385,E00128,ACC-0000414,CRM,READ,Чтение файла,PUBLIC,2024-10-01 22:32:18,/data/crm/folder_15/file_1540.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000386,E00128,ACC-0000414,CRM,READ,Чтение файла,STRICTLY_CONFIDENTIAL,2024-04-14 11:33:31,/data/crm/folder_11/file_1743.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000387,E00129,ACC-0000416,MAIL,DELETE,Удаление файла,CONFIDENTIAL,2024-02-18 19:01:37,/data/mail/folder_19/file_4334.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000388,E00129,ACC-0000416,MAIL,READ,Чтение файла,STRICTLY_CONFIDENTIAL,2024-06-26 14:07:27,/data/mail/folder_44/file_472.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000389,E00129,ACC-0000416,MAIL,SHARE,Предоставление доступа,STRICTLY_CONFIDENTIAL,2024-02-22 01:38:04,/data/mail/folder_20/file_2435.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000390,E00129,ACC-0000416,MAIL,READ,Чтение файла,STRICTLY_CONFIDENTIAL,2024-01-11 09:22:11,/data/mail/folder_25/file_3321.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000391,E00129,ACC-0000417,DWH,SHARE,Предоставление доступа,INTERNAL,2024-07-06 11:30:32,/data/dwh/folder_4/file_4451.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000392,E00130,ACC-0000419,MAIL,DELETE,Удаление файла,INTERNAL,2024-11-13 02:53:06,/data/mail/folder_49/file_2240.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000393,E00130,ACC-0000419,MAIL,SHARE,Предоставление доступа,PUBLIC,2024-06-10 17:44:20,/data/mail/folder_6/file_2223.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000394,E00130,ACC-0000421,CRM,READ,Чтение файла,STRICTLY_CONFIDENTIAL,2024-10-23 15:41:34,/data/crm/folder_11/file_4723.dat,N,N,Y,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000395,E00130,ACC-0000421,CRM,SHARE,Предоставление доступа,INTERNAL,2024-02-02 02:52:20,/data/crm/folder_42/file_315.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000396,E00130,ACC-0000421,CRM,SHARE,Предоставление доступа,CONFIDENTIAL,2024-05-21 05:34:03,/data/crm/folder_14/file_3938.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000397,E00130,ACC-0000422,DWH,READ,Чтение файла,STRICTLY_CONFIDENTIAL,2024-06-05 13:05:03,/data/dwh/folder_14/file_3952.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000398,E00130,ACC-0000422,DWH,DELETE,Удаление файла,CONFIDENTIAL,2024-10-09 12:07:08,/data/dwh/folder_43/file_636.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000399,E00130,ACC-0000422,DWH,DELETE,Удаление файла,CONFIDENTIAL,2024-12-23 09:06:04,/data/dwh/folder_23/file_1729.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000400,E00130,ACC-0000422,DWH,READ,Чтение файла,INTERNAL,2024-04-20 19:00:59,/data/dwh/folder_33/file_1645.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000401,E00131,ACC-0000425,FILE,DELETE,Удаление файла,STRICTLY_CONFIDENTIAL,2024-05-16 19:08:49,/data/file/folder_24/file_1424.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000402,E00132,ACC-0000427,MAIL,UPLOAD,Загрузка файла,INTERNAL,2024-03-12 10:51:17,/data/mail/folder_42/file_4855.dat,N,Y,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000403,E00132,ACC-0000427,MAIL,DELETE,Удаление файла,PUBLIC,2024-01-28 07:52:18,/data/mail/folder_45/file_965.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
FILE-0000404,E00132,ACC-0000427,MAIL,DELETE,Удаление файла,INTERNAL,2024-08-20 22:28:24,/data/mail/folder_7/file_3733.dat,N,N,N,dlp_monitor,2024-12-31 11:00:00,access_batch_001
