src_overtime_event_id,employee_src_id,overtime_date,overtime_hours,overtime_reason_code,overtime_reason_name,approved_flag,source_system,load_dttm,batch_id
OT-0002222,E00675,2024-09-19,5.54,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002223,E00675,2024-09-26,4.77,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002224,E00675,2024-03-25,3.44,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002225,E00675,2024-04-05,4.34,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002226,E00675,2024-10-13,4.34,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002227,E00675,2024-01-26,5.33,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002228,E00675,2024-07-19,5.32,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002229,E00675,2024-08-24,5.79,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002230,E00677,2024-03-13,5.6,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002231,E00677,2024-04-10,1.98,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002232,E00678,2024-01-05,4.24,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002233,E00678,2024-10-20,1.98,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002234,E00678,2024-04-13,2.36,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002235,E00678,2024-04-14,3.67,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002236,E00678,2024-04-11,1.84,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002237,E00679,2024-09-03,3.78,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002238,E00679,2024-05-03,4.96,PROJECT_LOAD,Проектная нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002239,E00679,2024-03-01,4.53,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002240,E00681,2024-01-09,2.32,PEAK_LOAD,Пиковая нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002241,E00681,2024-07-17,2.27,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002242,E00681,2024-11-16,3.44,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002243,E00681,2024-12-21,3.65,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002244,E00681,2024-03-20,1.98,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002245,E00682,2024-01-19,4.39,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002246,E00682,2024-06-23,3.49,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002247,E00682,2024-06-19,3.4,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002248,E00683,2024-04-20,3.03,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002249,E00684,2024-07-13,5.09,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002250,E00684,2024-09-03,5.22,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002251,E00685,2024-12-23,5.37,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002252,E00685,2024-07-23,4.41,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002253,E00685,2024-03-21,1.07,STAFF_SHORTAGE,Недостаток персонала,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002254,E00686,2024-01-09,5.4,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002255,E00686,2024-12-19,1.34,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002256,E00686,2024-09-06,4.67,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002257,E00687,2024-09-16,4.91,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002258,E00688,2024-07-13,5.51,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002259,E00688,2024-10-21,2.88,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002260,E00688,2024-10-07,2.12,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002261,E00689,2024-08-02,2.91,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002262,E00689,2024-12-10,3.71,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002263,E00689,2024-11-24,5.05,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002264,E00690,2024-03-11,2.86,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002265,E00690,2024-07-13,1.31,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002266,E00690,2024-11-29,5.74,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002267,E00690,2024-08-19,4.72,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002268,E00690,2024-05-06,2.77,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002269,E00694,2024-08-20,3.62,PROJECT_LOAD,Проектная нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002270,E00694,2024-01-20,2.83,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002271,E00696,2024-09-17,4.85,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002272,E00696,2024-12-10,2.49,PROJECT_LOAD,Проектная нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002273,E00696,2024-02-20,2.3,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002274,E00696,2024-04-19,3.26,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002275,E00696,2024-05-09,2.86,PEAK_LOAD,Пиковая нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002276,E00696,2024-11-08,3.8,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002277,E00696,2024-07-24,4.08,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002278,E00696,2024-02-14,1.86,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002279,E00697,2024-02-03,4.43,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002280,E00697,2024-06-21,2.21,PEAK_LOAD,Пиковая нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002281,E00698,2024-03-10,1.22,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002282,E00698,2024-04-15,5.71,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002283,E00698,2024-02-22,2.67,PEAK_LOAD,Пиковая нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002284,E00699,2024-06-10,5.97,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002285,E00699,2024-06-10,1.84,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002286,E00699,2024-08-09,4.95,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002287,E00699,2024-05-31,2.2,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002288,E00699,2024-10-24,5.08,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002289,E00701,2024-08-17,4.71,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002290,E00702,2024-11-30,4.83,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002291,E00702,2024-10-25,4.59,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002292,E00702,2024-04-10,2.05,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002293,E00702,2024-09-12,3.74,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002294,E00702,2024-06-23,4.36,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002295,E00702,2024-02-29,2.39,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002296,E00702,2024-10-01,4.84,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002297,E00702,2024-11-15,2.94,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002298,E00703,2024-10-25,1.48,PROJECT_LOAD,Проектная нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002299,E00703,2024-11-20,5.08,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002300,E00703,2024-06-15,4.76,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002301,E00703,2024-08-29,2.93,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002302,E00703,2024-09-22,5.63,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002303,E00703,2024-12-25,4.17,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002304,E00703,2024-09-18,1.97,PROJECT_LOAD,Проектная нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002305,E00703,2024-02-08,3.58,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002306,E00705,2024-11-14,1.59,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002307,E00706,2024-10-29,5.16,PROJECT_LOAD,Проектная нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002308,E00706,2024-05-31,4.87,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002309,E00706,2024-03-28,3.9,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002310,E00706,2024-10-03,3.83,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002311,E00706,2024-12-06,1.51,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002312,E00706,2024-04-12,3.24,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002313,E00706,2024-02-22,2.66,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002314,E00706,2024-12-07,4.86,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002315,E00706,2024-07-25,1.57,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002316,E00706,2024-05-03,3.72,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002317,E00706,2024-06-08,4.51,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002318,E00706,2024-09-25,2.89,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002319,E00707,2024-10-19,4.03,STAFF_SHORTAGE,Недостаток персонала,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002320,E00708,2024-09-28,3.27,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002321,E00708,2024-04-28,3.32,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002322,E00708,2024-03-10,3.33,STAFF_SHORTAGE,Недостаток персонала,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002323,E00709,2024-07-12,2.84,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002324,E00709,2024-01-19,5.82,PEAK_LOAD,Пиковая нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002325,E00713,2024-11-13,3.44,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002326,E00713,2024-12-19,3.25,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002327,E00714,2024-01-14,2.83,PROJECT_LOAD,Проектная нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002328,E00715,2024-09-08,2.41,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002329,E00715,2024-03-28,2.93,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002330,E00715,2024-02-03,1.25,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002331,E00716,2024-04-21,5.47,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002332,E00716,2024-11-01,2.76,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002333,E00716,2024-07-06,5.92,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002334,E00719,2024-02-21,5.71,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002335,E00720,2024-03-30,3.24,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002336,E00720,2024-01-04,2.16,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002337,E00720,2024-05-12,5.87,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002338,E00720,2024-02-05,2.66,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002339,E00720,2024-03-30,5.39,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002340,E00720,2024-10-05,2.63,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002341,E00720,2024-08-05,3.58,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002342,E00720,2024-08-18,2.12,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002343,E00722,2024-05-03,1.88,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002344,E00722,2024-11-24,1.69,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002345,E00722,2024-06-30,4.18,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002346,E00722,2024-11-20,5.06,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002347,E00722,2024-03-10,5.88,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002348,E00723,2024-02-23,3.75,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002349,E00723,2024-11-17,1.81,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002350,E00724,2024-06-01,2.76,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002351,E00724,2024-12-25,3.61,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002352,E00724,2024-12-11,1.11,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002353,E00724,2024-05-08,5.16,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002354,E00724,2024-04-28,3.48,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002355,E00725,2024-12-03,5.13,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002356,E00725,2024-06-17,4.99,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002357,E00726,2024-08-20,1.87,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002358,E00726,2024-11-22,2.23,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002359,E00727,2024-06-05,1.4,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002360,E00731,2024-05-14,5.74,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002361,E00731,2024-12-26,2.54,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002362,E00732,2024-12-13,5.59,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002363,E00732,2024-09-24,3.2,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002364,E00733,2024-02-22,3.79,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002365,E00733,2024-06-02,5.37,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002366,E00733,2024-09-08,3.71,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002367,E00734,2024-10-26,2.88,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002368,E00735,2024-11-16,5.56,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002369,E00736,2024-04-19,3.11,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002370,E00737,2024-04-20,3.39,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002371,E00737,2024-05-29,3.44,STAFF_SHORTAGE,Недостаток персонала,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002372,E00738,2024-12-03,4.01,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002373,E00738,2024-12-15,3.76,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002374,E00739,2024-02-26,4.14,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002375,E00739,2024-08-07,1.31,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002376,E00740,2024-11-01,5.39,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002377,E00740,2024-10-16,2.25,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002378,E00740,2024-11-08,4.69,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002379,E00740,2024-05-07,1.72,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002380,E00740,2024-01-05,3.29,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002381,E00741,2024-03-21,1.79,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002382,E00741,2024-02-12,5.98,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002383,E00741,2024-04-17,4.25,PROJECT_LOAD,Проектная нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002384,E00741,2024-08-28,3.1,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002385,E00741,2024-12-01,5.73,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002386,E00742,2024-01-03,5.0,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002387,E00742,2024-01-20,2.27,PEAK_LOAD,Пиковая нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002388,E00743,2024-12-11,5.18,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002389,E00743,2024-11-25,1.2,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002390,E00746,2024-07-11,5.73,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002391,E00746,2024-04-23,2.82,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002392,E00746,2024-10-09,1.54,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002393,E00746,2024-02-17,1.11,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002394,E00746,2024-10-25,3.59,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002395,E00747,2024-05-24,3.71,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002396,E00747,2024-09-05,2.98,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002397,E00747,2024-04-07,5.06,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002398,E00749,2024-05-06,2.45,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002399,E00750,2024-02-01,3.66,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002400,E00750,2024-11-28,5.37,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002401,E00750,2024-10-03,2.77,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002402,E00751,2024-11-01,3.93,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002403,E00751,2024-01-21,5.88,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002404,E00752,2024-03-02,4.83,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002405,E00752,2024-07-19,2.17,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002406,E00752,2024-05-15,5.02,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002407,E00753,2024-10-20,3.45,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002408,E00753,2024-05-27,1.58,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002409,E00753,2024-06-07,1.44,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002410,E00753,2024-02-26,4.48,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002411,E00753,2024-04-29,3.36,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0002412,E00753,2024-06-18,5.58,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
