src_role_assignment_id,employee_src_id,src_account_id,system_code,role_code,role_name,role_group,assigned_at,revoked_at,assignment_status,source_system,load_dttm,batch_id
ROLE-0003464,E00686,ACC-0002239,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-05-05 06:48:43,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003465,E00686,ACC-0002239,AD,AD_USER,Пользователь домена,BASE,2024-02-28 09:47:42,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003466,E00686,ACC-0002240,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-07-20 00:30:54,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003467,E00686,ACC-0002241,FILE,FILE_USER,Пользователь файлового хранилища,BASE,2024-11-01 17:48:47,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003468,E00687,ACC-0002242,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-08-28 19:52:33,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003469,E00687,ACC-0002243,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-07-03 15:50:19,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003470,E00687,ACC-0002244,CRM,CRM_MANAGER,Менеджер CRM,POWER,2024-02-17 18:07:24,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003471,E00687,ACC-0002245,DWH,DWH_READER,Чтение DWH,BASE,2024-11-10 01:27:04,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003472,E00687,ACC-0002245,DWH,DWH_ANALYST,Аналитик DWH,POWER,2024-08-31 11:50:38,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003473,E00688,ACC-0002246,AD,AD_USER,Пользователь домена,BASE,2024-11-13 02:53:52,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003474,E00688,ACC-0002246,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-10-06 22:12:18,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003475,E00688,ACC-0002247,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-10-17 00:21:59,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003476,E00688,ACC-0002247,MAIL,MAIL_ADMIN,Администратор почты,PRIVILEGED,2024-03-22 16:58:59,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003477,E00689,ACC-0002248,AD,AD_USER,Пользователь домена,BASE,2024-03-27 13:10:21,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003478,E00689,ACC-0002249,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-03-28 18:45:52,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003479,E00689,ACC-0002250,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-07-13 01:48:35,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003480,E00689,ACC-0002250,VPN,VPN_ADMIN,Администратор VPN,PRIVILEGED,2024-03-10 00:43:14,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003481,E00689,ACC-0002251,CRM,CRM_ADMIN,Администратор CRM,PRIVILEGED,2024-10-02 08:05:20,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003482,E00690,ACC-0002252,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-02-25 00:24:33,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003483,E00690,ACC-0002253,MAIL,MAIL_ADMIN,Администратор почты,PRIVILEGED,2024-02-23 19:46:38,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003484,E00690,ACC-0002253,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-05-18 09:33:11,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003485,E00690,ACC-0002254,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-02-27 08:39:12,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003486,E00690,ACC-0002254,VPN,VPN_USER,VPN пользователь,BASE,2024-07-23 01:00:23,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003487,E00690,ACC-0002255,DWH,DWH_READER,Чтение DWH,BASE,2024-07-23 04:47:01,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003488,E00691,ACC-0002256,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-01-21 09:41:21,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003489,E00691,ACC-0002257,ERP,ERP_USER,Пользователь ERP,BASE,2024-03-13 03:55:21,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003490,E00691,ACC-0002257,ERP,ERP_ADMIN,Администратор ERP,PRIVILEGED,2024-03-28 10:30:06,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003491,E00692,ACC-0002258,AD,AD_USER,Пользователь домена,BASE,2024-07-26 19:17:54,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003492,E00692,ACC-0002258,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-01-02 22:06:01,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003493,E00692,ACC-0002258,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-09-05 10:35:12,2024-12-02 10:35:12,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003494,E00692,ACC-0002259,VPN,VPN_ADMIN,Администратор VPN,PRIVILEGED,2024-05-24 09:48:24,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003495,E00692,ACC-0002260,CRM,CRM_MANAGER,Менеджер CRM,POWER,2024-03-08 00:52:25,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003496,E00692,ACC-0002260,CRM,CRM_ADMIN,Администратор CRM,PRIVILEGED,2024-01-15 17:18:23,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003497,E00692,ACC-0002261,FILE,FILE_EXT,Расширенный файловый доступ,POWER,2024-06-11 13:11:21,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003498,E00692,ACC-0002261,FILE,FILE_USER,Пользователь файлового хранилища,BASE,2024-11-29 22:03:32,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003499,E00693,ACC-0002262,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-02-06 14:19:36,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003500,E00693,ACC-0002262,AD,AD_USER,Пользователь домена,BASE,2024-04-18 07:21:57,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003501,E00693,ACC-0002263,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-05-10 10:48:21,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003502,E00693,ACC-0002264,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-06-27 03:08:34,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003503,E00693,ACC-0002265,CRM,CRM_ADMIN,Администратор CRM,PRIVILEGED,2024-10-24 18:54:31,2025-01-04 18:54:31,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003504,E00694,ACC-0002266,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-01-08 23:39:03,2024-02-29 23:39:03,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003505,E00694,ACC-0002266,AD,AD_USER,Пользователь домена,BASE,2024-11-04 19:08:29,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003506,E00694,ACC-0002267,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-05-20 23:57:39,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003507,E00694,ACC-0002267,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-06-18 14:08:27,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003508,E00694,ACC-0002268,FILE,FILE_EXT,Расширенный файловый доступ,POWER,2024-02-25 07:33:52,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003509,E00694,ACC-0002268,FILE,FILE_USER,Пользователь файлового хранилища,BASE,2024-05-09 15:35:31,2024-07-03 15:35:31,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003510,E00695,ACC-0002269,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-01-07 06:24:28,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003511,E00695,ACC-0002269,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-09-06 02:54:20,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003512,E00695,ACC-0002270,MAIL,MAIL_ADMIN,Администратор почты,PRIVILEGED,2024-07-19 23:19:51,2024-11-15 23:19:51,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003513,E00695,ACC-0002271,VPN,VPN_ADMIN,Администратор VPN,PRIVILEGED,2024-10-08 15:36:54,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003514,E00695,ACC-0002271,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-07-03 00:15:58,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003515,E00696,ACC-0002272,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-07-17 04:39:07,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003516,E00696,ACC-0002272,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-02-08 08:03:38,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003517,E00696,ACC-0002273,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-08-31 13:30:13,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003518,E00696,ACC-0002273,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-05-31 21:37:44,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003519,E00696,ACC-0002274,VPN,VPN_ADMIN,Администратор VPN,PRIVILEGED,2024-08-10 05:59:02,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003520,E00697,ACC-0002275,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-08-31 10:06:00,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003521,E00697,ACC-0002276,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-01-30 06:16:36,2024-05-11 06:16:36,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003522,E00697,ACC-0002276,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-04-19 10:26:30,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003523,E00697,ACC-0002277,ERP,ERP_USER,Пользователь ERP,BASE,2024-06-03 20:57:03,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003524,E00698,ACC-0002278,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-08-07 21:37:10,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003525,E00698,ACC-0002278,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-07-07 19:07:05,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003526,E00698,ACC-0002279,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-03-05 17:23:36,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003527,E00698,ACC-0002279,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-11-23 18:51:16,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003528,E00698,ACC-0002280,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-05-14 23:08:44,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003529,E00699,ACC-0002281,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-10-20 09:26:52,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003530,E00699,ACC-0002281,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-05-03 14:16:25,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003531,E00699,ACC-0002282,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-06-27 18:49:05,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003532,E00699,ACC-0002282,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-10-15 21:07:13,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003533,E00699,ACC-0002283,VPN,VPN_ADMIN,Администратор VPN,PRIVILEGED,2024-11-02 14:19:35,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003534,E00699,ACC-0002283,VPN,VPN_USER,VPN пользователь,BASE,2024-06-01 03:13:35,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003535,E00700,ACC-0002284,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-09-09 23:24:31,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003536,E00700,ACC-0002285,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-10-06 22:58:26,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003537,E00700,ACC-0002285,MAIL,MAIL_ADMIN,Администратор почты,PRIVILEGED,2024-04-09 15:50:39,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003538,E00700,ACC-0002286,VPN,VPN_USER,VPN пользователь,BASE,2024-10-01 00:38:16,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003539,E00700,ACC-0002286,VPN,VPN_ADMIN,Администратор VPN,PRIVILEGED,2024-07-05 01:22:18,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003540,E00700,ACC-0002287,FILE,FILE_USER,Пользователь файлового хранилища,BASE,2024-09-17 02:29:31,2025-01-06 02:29:31,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003541,E00700,ACC-0002287,FILE,FILE_EXT,Расширенный файловый доступ,POWER,2024-11-30 05:25:25,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003542,E00701,ACC-0002288,AD,AD_USER,Пользователь домена,BASE,2024-08-23 03:29:58,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003543,E00701,ACC-0002289,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-03-12 04:47:28,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003544,E00701,ACC-0002290,VPN,VPN_USER,VPN пользователь,BASE,2024-05-25 02:17:39,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003545,E00701,ACC-0002290,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-02-27 20:41:14,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003546,E00702,ACC-0002291,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-07-15 21:48:41,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003547,E00702,ACC-0002291,AD,AD_USER,Пользователь домена,BASE,2024-07-23 10:24:05,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003548,E00702,ACC-0002292,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-03-16 19:11:05,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003549,E00703,ACC-0002293,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-02-06 17:07:56,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003550,E00703,ACC-0002293,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-09-18 14:04:25,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003551,E00703,ACC-0002294,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-06-28 14:27:11,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003552,E00703,ACC-0002295,VPN,VPN_USER,VPN пользователь,BASE,2024-05-26 14:10:05,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003553,E00703,ACC-0002295,VPN,VPN_ADMIN,Администратор VPN,PRIVILEGED,2024-08-17 13:16:41,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003554,E00703,ACC-0002296,DWH,DWH_ADMIN,Администратор DWH,PRIVILEGED,2024-03-25 17:10:48,2024-05-24 17:10:48,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003555,E00703,ACC-0002296,DWH,DWH_READER,Чтение DWH,BASE,2024-10-06 06:53:10,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003556,E00704,ACC-0002297,AD,AD_USER,Пользователь домена,BASE,2024-08-26 19:30:56,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003557,E00704,ACC-0002298,VPN,VPN_ADMIN,Администратор VPN,PRIVILEGED,2024-03-03 11:02:43,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003558,E00704,ACC-0002299,FILE,FILE_USER,Пользователь файлового хранилища,BASE,2024-03-09 06:17:05,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003559,E00705,ACC-0002300,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-02-13 16:15:36,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003560,E00705,ACC-0002300,AD,AD_USER,Пользователь домена,BASE,2024-04-04 10:03:15,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003561,E00705,ACC-0002301,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-04-03 08:10:06,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003562,E00705,ACC-0002301,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-03-13 09:35:08,2024-06-02 09:35:08,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003563,E00706,ACC-0002302,AD,AD_USER,Пользователь домена,BASE,2024-06-10 05:53:46,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003564,E00706,ACC-0002302,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-09-17 16:14:59,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003565,E00706,ACC-0002302,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-09-07 17:08:28,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003566,E00706,ACC-0002303,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-07-03 15:17:04,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003567,E00706,ACC-0002303,VPN,VPN_ADMIN,Администратор VPN,PRIVILEGED,2024-01-17 01:14:45,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003568,E00706,ACC-0002304,FILE,FILE_EXT,Расширенный файловый доступ,POWER,2024-06-14 04:34:34,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003569,E00706,ACC-0002304,FILE,FILE_USER,Пользователь файлового хранилища,BASE,2024-03-19 05:34:10,2024-05-05 05:34:10,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003570,E00707,ACC-0002305,AD,AD_USER,Пользователь домена,BASE,2024-03-12 13:03:27,2024-06-29 13:03:27,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003571,E00707,ACC-0002306,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-09-16 20:38:40,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003572,E00707,ACC-0002307,DWH,DWH_READER,Чтение DWH,BASE,2024-09-22 07:01:07,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003573,E00707,ACC-0002307,DWH,DWH_ADMIN,Администратор DWH,PRIVILEGED,2024-05-05 23:13:43,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003574,E00708,ACC-0002308,AD,AD_USER,Пользователь домена,BASE,2024-03-17 12:04:15,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003575,E00708,ACC-0002308,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-11-13 19:08:52,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003576,E00708,ACC-0002309,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-07-30 08:42:58,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003577,E00708,ACC-0002310,CRM,CRM_USER,Пользователь CRM,BASE,2024-10-30 00:14:46,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003578,E00708,ACC-0002310,CRM,CRM_ADMIN,Администратор CRM,PRIVILEGED,2024-02-16 22:13:08,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003579,E00708,ACC-0002311,DWH,DWH_ADMIN,Администратор DWH,PRIVILEGED,2024-10-20 11:56:23,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003580,E00708,ACC-0002311,DWH,DWH_READER,Чтение DWH,BASE,2024-09-02 16:17:34,2024-12-02 16:17:34,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003581,E00709,ACC-0002312,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-07-18 11:21:55,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003582,E00709,ACC-0002313,MAIL,MAIL_ADMIN,Администратор почты,PRIVILEGED,2024-10-12 07:24:49,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003583,E00709,ACC-0002314,DWH,DWH_ADMIN,Администратор DWH,PRIVILEGED,2024-03-03 00:08:49,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003584,E00710,ACC-0002315,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-08-30 14:40:33,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003585,E00710,ACC-0002315,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-08-20 21:33:05,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003586,E00710,ACC-0002316,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-04-24 04:03:55,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003587,E00710,ACC-0002317,ERP,ERP_USER,Пользователь ERP,BASE,2024-04-26 12:56:49,2024-07-12 12:56:49,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003588,E00711,ACC-0002318,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-07-22 00:55:32,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003589,E00711,ACC-0002318,AD,AD_USER,Пользователь домена,BASE,2024-09-23 00:14:59,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003590,E00711,ACC-0002319,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-03-24 16:55:26,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003591,E00711,ACC-0002320,VPN,VPN_ADMIN,Администратор VPN,PRIVILEGED,2024-10-30 18:52:31,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003592,E00712,ACC-0002321,AD,AD_USER,Пользователь домена,BASE,2024-09-27 11:34:06,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003593,E00712,ACC-0002321,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-03-26 16:26:57,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003594,E00712,ACC-0002322,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-02-02 09:45:30,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003595,E00712,ACC-0002322,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-09-23 00:37:43,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003596,E00712,ACC-0002323,VPN,VPN_ADMIN,Администратор VPN,PRIVILEGED,2024-03-19 22:04:03,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003597,E00712,ACC-0002323,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-10-14 21:14:52,2024-11-26 21:14:52,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003598,E00713,ACC-0002324,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-09-17 23:01:22,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003599,E00713,ACC-0002325,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-04-30 16:45:17,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003600,E00713,ACC-0002326,VPN,VPN_USER,VPN пользователь,BASE,2024-01-06 13:11:55,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003601,E00713,ACC-0002327,CRM,CRM_USER,Пользователь CRM,BASE,2024-09-24 07:08:16,2024-11-04 07:08:16,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003602,E00714,ACC-0002328,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-03-29 19:57:57,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003603,E00714,ACC-0002328,AD,AD_USER,Пользователь домена,BASE,2024-02-20 05:50:52,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003604,E00714,ACC-0002329,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-05-16 00:05:22,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003605,E00714,ACC-0002329,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-03-05 05:40:25,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003606,E00714,ACC-0002330,FILE,FILE_ADMIN,Администратор файлового хранилища,PRIVILEGED,2024-08-24 12:02:54,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0003607,E00714,ACC-0002330,FILE,FILE_EXT,Расширенный файловый доступ,POWER,2024-10-20 09:30:28,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
