src_violation_id,employee_src_id,violation_code,violation_name,control_area,materiality_level,violation_status,detected_at,decision_at,decision_text,source_system,load_dttm,batch_id
CMP-0000949,E00666,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-07-02 19:52:49,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000950,E00065,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-04-16 12:57:49,2024-04-25 12:57:49,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000951,E00093,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-04-30 06:45:27,2024-05-02 06:45:27,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000952,E00076,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-02-15 17:35:31,2024-02-26 17:35:31,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000953,E00554,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-11-14 20:32:01,2024-11-23 20:32:01,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000954,E00090,COI,Конфликт интересов,ETHICS,HIGH,OPEN,2024-04-05 05:05:37,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000955,E00215,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-10-12 04:52:41,2024-10-20 04:52:41,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000956,E02676,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-05-01 16:36:52,2024-05-06 16:36:52,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000957,E02757,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-05-23 21:56:01,2024-05-28 21:56:01,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000958,E00116,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-12-04 07:47:00,2024-12-13 07:47:00,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000959,E02868,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-03-19 02:05:41,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000960,E00093,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-08-08 22:07:42,2024-08-23 22:07:42,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000961,E01396,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-11-19 04:56:38,2024-11-24 04:56:38,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000962,E00146,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-02-24 13:46:39,2024-02-28 13:46:39,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000963,E02783,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-01-17 05:53:40,2024-01-29 05:53:40,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000964,E00037,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-08-17 16:34:53,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000965,E00207,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-04-02 08:08:20,2024-04-15 08:08:20,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000966,E00290,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-01-31 02:13:55,2024-02-02 02:13:55,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000967,E00062,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-02-05 09:45:53,2024-02-14 09:45:53,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000968,E01664,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-06-07 05:22:13,2024-06-20 05:22:13,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000969,E02371,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-03-27 21:38:16,2024-04-08 21:38:16,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000970,E00297,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-11-19 15:08:00,2024-12-01 15:08:00,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000971,E00019,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-02-23 04:44:36,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000972,E01417,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-07-23 12:51:53,2024-08-06 12:51:53,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000973,E00227,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-02-20 03:35:34,2024-02-22 03:35:34,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000974,E02298,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-12-13 23:52:07,2024-12-27 23:52:07,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000975,E00623,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-06-08 01:37:36,2024-06-22 01:37:36,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000976,E00272,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-02-26 22:13:12,2024-03-03 22:13:12,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000977,E01758,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-04-24 14:29:19,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000978,E00774,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-10-24 22:31:14,2024-11-01 22:31:14,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000979,E00761,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-03-19 01:56:17,2024-04-01 01:56:17,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000980,E00123,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-06-19 00:53:39,2024-06-25 00:53:39,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000981,E00299,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-01-14 00:32:41,2024-01-23 00:32:41,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000982,E00872,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-03-28 06:11:48,2024-03-31 06:11:48,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000983,E02718,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-04-09 20:48:55,2024-04-21 20:48:55,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000984,E01652,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-04-15 03:50:07,2024-04-30 03:50:07,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000985,E00702,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-06-28 17:10:11,2024-07-10 17:10:11,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000986,E01041,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-05-29 01:10:39,2024-06-08 01:10:39,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000987,E01495,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-06-01 04:55:17,2024-06-05 04:55:17,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000988,E01530,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-01-10 03:24:41,2024-01-15 03:24:41,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000989,E00204,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-11-16 01:57:00,2024-11-21 01:57:00,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000990,E00219,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-02-05 02:58:57,2024-02-13 02:58:57,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000991,E00157,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-06-18 18:49:15,2024-07-03 18:49:15,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000992,E00024,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-03-15 03:29:33,2024-03-17 03:29:33,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000993,E00262,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-05-10 00:30:25,2024-05-25 00:30:25,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000994,E00085,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,OPEN,2024-08-02 20:07:52,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000995,E00090,COI,Конфликт интересов,ETHICS,HIGH,OPEN,2024-04-18 08:41:55,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000996,E00254,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-05-06 22:23:43,2024-05-11 22:23:43,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000997,E02187,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-10-12 08:35:34,2024-10-15 08:35:34,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000998,E00383,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-05-24 18:26:45,2024-06-08 18:26:45,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0000999,E00411,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-03-15 01:07:58,2024-03-30 01:07:58,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001000,E00002,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-07-06 22:40:45,2024-07-20 22:40:45,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001001,E00122,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-12-23 10:51:09,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001002,E02447,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-11-27 10:24:53,2024-11-29 10:24:53,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001003,E00712,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-08-01 04:08:02,2024-08-06 04:08:02,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001004,E02964,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-09-16 11:17:44,2024-09-28 11:17:44,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001005,E00388,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-10-23 00:48:35,2024-11-05 00:48:35,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001006,E00254,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-10-22 11:09:46,2024-11-04 11:09:46,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001007,E00172,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-01-07 01:53:20,2024-01-10 01:53:20,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001008,E00205,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-02-02 14:13:17,2024-02-05 14:13:17,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001009,E02019,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-05-14 07:43:02,2024-05-20 07:43:02,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001010,E02378,COI,Конфликт интересов,ETHICS,HIGH,OPEN,2024-03-18 17:02:12,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001011,E01335,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-05-05 14:10:13,2024-05-20 14:10:13,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001012,E02198,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-04-01 23:09:27,2024-04-04 23:09:27,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001013,E00250,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-02-20 18:44:33,2024-03-04 18:44:33,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001014,E00887,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-05-09 19:43:58,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001015,E00711,COI,Конфликт интересов,ETHICS,HIGH,OPEN,2024-01-13 20:58:13,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001016,E02138,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-06-11 08:27:12,2024-06-16 08:27:12,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001017,E01193,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-03-14 14:52:58,2024-03-22 14:52:58,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001018,E00370,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-08-24 02:53:55,2024-09-07 02:53:55,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001019,E00089,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-10-05 04:17:51,2024-10-15 04:17:51,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001020,E00266,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-09-20 13:35:17,2024-10-03 13:35:17,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001021,E02937,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-04-05 02:12:12,2024-04-11 02:12:12,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001022,E02076,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-01-08 00:44:25,2024-01-20 00:44:25,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001023,E00519,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-12-26 07:18:48,2024-12-29 07:18:48,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001024,E00714,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-05-14 14:23:10,2024-05-28 14:23:10,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001025,E02055,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-07-31 22:58:11,2024-08-14 22:58:11,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001026,E00039,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-02-23 09:49:03,2024-03-04 09:49:03,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001027,E00482,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-12-30 13:44:10,2025-01-11 13:44:10,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001028,E00070,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-06-09 12:41:48,2024-06-24 12:41:48,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001029,E00248,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-12-12 06:09:41,2024-12-17 06:09:41,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001030,E00067,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-12-30 21:54:49,2025-01-02 21:54:49,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001031,E00313,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-12-07 00:37:28,2024-12-17 00:37:28,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001032,E00015,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-11-20 05:22:41,2024-11-26 05:22:41,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001033,E02549,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-07-14 14:24:59,2024-07-29 14:24:59,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001034,E01283,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,OPEN,2024-11-10 00:00:33,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001035,E01172,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-08-19 08:56:41,2024-08-25 08:56:41,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001036,E00151,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-08-15 04:51:42,2024-08-27 04:51:42,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001037,E02228,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-03-25 23:45:06,2024-03-28 23:45:06,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001038,E02185,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-10-01 01:54:58,2024-10-03 01:54:58,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001039,E02517,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-09-21 15:55:15,2024-09-28 15:55:15,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001040,E00230,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-05-16 01:17:56,2024-05-20 01:17:56,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001041,E00225,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-10-31 16:12:08,2024-11-09 16:12:08,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001042,E00146,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-05-12 02:48:47,2024-05-27 02:48:47,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001043,E00655,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-03-12 19:19:42,2024-03-26 19:19:42,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001044,E00125,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-11-12 04:15:41,2024-11-22 04:15:41,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001045,E00038,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-07-31 08:37:39,2024-08-04 08:37:39,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001046,E01281,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-11-23 17:00:18,2024-12-04 17:00:18,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001047,E01474,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-12-07 05:04:13,2024-12-15 05:04:13,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001048,E01104,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-05-04 16:49:42,2024-05-09 16:49:42,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001049,E01136,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-08-28 11:44:27,2024-09-05 11:44:27,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001050,E00883,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-04-15 21:59:59,2024-04-17 21:59:59,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001051,E00296,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-03-25 17:36:32,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001052,E00391,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-12-04 15:41:22,2024-12-18 15:41:22,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001053,E02582,COI,Конфликт интересов,ETHICS,HIGH,OPEN,2024-08-21 02:12:32,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001054,E01421,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-12-01 08:50:23,2024-12-12 08:50:23,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001055,E01925,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-08-26 02:48:28,2024-09-05 02:48:28,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001056,E02753,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-02-14 19:08:42,2024-02-22 19:08:42,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001057,E00298,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,OPEN,2024-11-01 23:50:32,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001058,E00091,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-10-25 09:29:48,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001059,E00294,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-08-31 17:19:18,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001060,E00714,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-07-18 13:18:08,2024-07-20 13:18:08,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001061,E00006,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-05-20 10:17:36,2024-05-29 10:17:36,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001062,E00083,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-06-03 05:02:57,2024-06-15 05:02:57,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001063,E00193,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-07-14 19:23:52,2024-07-21 19:23:52,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001064,E00263,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-08-22 18:48:16,2024-08-27 18:48:16,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001065,E00117,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-04-08 09:20:14,2024-04-22 09:20:14,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001066,E00040,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-07-02 22:30:57,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001067,E00089,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-08-30 21:52:29,2024-09-13 21:52:29,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001068,E01351,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-12-12 17:56:53,2024-12-17 17:56:53,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001069,E00133,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-06-29 11:57:33,2024-07-10 11:57:33,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001070,E02364,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-06-25 13:54:20,2024-06-28 13:54:20,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0001071,E00860,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-06-05 02:11:16,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
