src_payroll_adj_id,employee_src_id,payroll_month,adjustment_type_code,adjustment_type_name,adjustment_reason_group,amount_rub,manual_flag,approved_flag,source_system,load_dttm,batch_id
PAY-0000372,E00769,2024-04-01,BONUS_CORR,Корректировка премии,BONUS,-548.86,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000373,E00776,2024-02-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,33759.06,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000374,E00777,2024-03-01,BONUS_CORR,Корректировка премии,BONUS,63267.0,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000375,E00786,2024-02-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-43884.49,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000376,E00787,2024-08-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-41226.1,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000377,E00789,2024-10-01,BONUS_CORR,Корректировка премии,BONUS,-3801.07,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000378,E00791,2024-10-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-33726.97,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000379,E00793,2024-04-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-38569.91,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000380,E00793,2024-07-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-31352.53,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000381,E00795,2024-04-01,BONUS_CORR,Корректировка премии,BONUS,26962.55,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000382,E00797,2024-07-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,23274.83,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000383,E00797,2024-02-01,COMP_CORR,Корректировка компенсации,COMPENSATION,37371.41,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000384,E00798,2024-11-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,37667.39,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000385,E00801,2024-04-01,BONUS_CORR,Корректировка премии,BONUS,31103.18,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000386,E00801,2024-08-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,15100.55,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000387,E00805,2024-08-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,5009.9,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000388,E00807,2024-04-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-24854.73,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000389,E00814,2024-09-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,40388.87,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000390,E00815,2024-07-01,BONUS_CORR,Корректировка премии,BONUS,59955.36,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000391,E00815,2024-12-01,BONUS_CORR,Корректировка премии,BONUS,3555.46,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000392,E00818,2024-07-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,9035.73,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000393,E00819,2024-06-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,60227.83,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000394,E00820,2024-11-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-17930.4,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000395,E00828,2024-08-01,COMP_CORR,Корректировка компенсации,COMPENSATION,883.46,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000396,E00829,2024-10-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,61363.08,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000397,E00831,2024-12-01,BONUS_CORR,Корректировка премии,BONUS,-16799.76,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000398,E00832,2024-01-01,BONUS_CORR,Корректировка премии,BONUS,-24503.59,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000399,E00835,2024-06-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-23069.15,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000400,E00839,2024-07-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-23676.74,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000401,E00839,2024-08-01,COMP_CORR,Корректировка компенсации,COMPENSATION,31099.25,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000402,E00845,2024-05-01,BONUS_CORR,Корректировка премии,BONUS,-19728.34,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000403,E00848,2024-06-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-40690.87,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000404,E00850,2024-08-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-9295.6,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000405,E00854,2024-06-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,38824.6,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000406,E00855,2024-08-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-17486.61,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000407,E00856,2024-01-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-12802.96,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000408,E00864,2024-07-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-19529.53,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000409,E00864,2024-06-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-2257.95,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000410,E00866,2024-12-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-24710.57,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000411,E00867,2024-07-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,37313.22,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000412,E00869,2024-10-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,22512.2,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000413,E00871,2024-12-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,20602.37,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000414,E00871,2024-09-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,6508.75,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000415,E00878,2024-10-01,COMP_CORR,Корректировка компенсации,COMPENSATION,52464.42,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000416,E00879,2024-08-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,29132.54,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000417,E00879,2024-07-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-30796.73,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000418,E00880,2024-04-01,BONUS_CORR,Корректировка премии,BONUS,543.58,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000419,E00880,2024-09-01,COMP_CORR,Корректировка компенсации,COMPENSATION,57779.97,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000420,E00884,2024-12-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-34996.22,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000421,E00894,2024-12-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,17627.99,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000422,E00901,2024-08-01,COMP_CORR,Корректировка компенсации,COMPENSATION,44846.56,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000423,E00904,2024-10-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-31245.03,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000424,E00904,2024-04-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,48896.81,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000425,E00905,2024-05-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,34374.5,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000426,E00905,2024-05-01,COMP_CORR,Корректировка компенсации,COMPENSATION,29648.72,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000427,E00907,2024-03-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-43327.24,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000428,E00910,2024-11-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-30506.42,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000429,E00911,2024-08-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-28784.22,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000430,E00913,2024-01-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,16196.23,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000431,E00914,2024-12-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,7759.83,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000432,E00914,2024-01-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,30146.05,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000433,E00915,2024-11-01,COMP_CORR,Корректировка компенсации,COMPENSATION,10747.43,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000434,E00919,2024-01-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,15476.67,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000435,E00919,2024-06-01,BONUS_CORR,Корректировка премии,BONUS,-559.23,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000436,E00920,2024-11-01,BONUS_CORR,Корректировка премии,BONUS,43546.91,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000437,E00921,2024-03-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-359.97,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000438,E00923,2024-10-01,BONUS_CORR,Корректировка премии,BONUS,50329.84,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000439,E00926,2024-05-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-9813.17,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000440,E00929,2024-12-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-12683.73,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000441,E00935,2024-06-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,81.92,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000442,E00936,2024-05-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,4562.18,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000443,E00936,2024-08-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,43014.67,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000444,E00942,2024-02-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,20230.09,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000445,E00946,2024-09-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,9428.11,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000446,E00947,2024-10-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-18010.26,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000447,E00954,2024-11-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,40547.22,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000448,E00954,2024-12-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,63309.42,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000449,E00960,2024-08-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-30973.92,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000450,E00960,2024-06-01,COMP_CORR,Корректировка компенсации,COMPENSATION,6649.25,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000451,E00963,2024-12-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,27732.69,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000452,E00965,2024-10-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,4733.31,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000453,E00965,2024-02-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-28806.87,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000454,E00972,2024-05-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,58727.64,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000455,E00976,2024-10-01,BONUS_CORR,Корректировка премии,BONUS,3993.65,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000456,E00978,2024-12-01,COMP_CORR,Корректировка компенсации,COMPENSATION,17984.4,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000457,E00982,2024-03-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,64173.23,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000458,E00985,2024-09-01,COMP_CORR,Корректировка компенсации,COMPENSATION,11562.69,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000459,E00987,2024-01-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-29948.73,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000460,E00987,2024-06-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-10306.44,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000461,E00988,2024-06-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,42198.83,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000462,E00990,2024-05-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-32592.85,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000463,E00994,2024-01-01,COMP_CORR,Корректировка компенсации,COMPENSATION,32344.09,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000464,E00995,2024-11-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-4986.59,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000465,E00996,2024-03-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-16423.21,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000466,E00996,2024-04-01,COMP_CORR,Корректировка компенсации,COMPENSATION,21665.09,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000467,E00998,2024-03-01,BONUS_CORR,Корректировка премии,BONUS,54546.51,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000468,E01003,2024-07-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-37731.97,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000469,E01003,2024-03-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,40141.56,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000470,E01004,2024-01-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-34793.02,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000471,E01004,2024-12-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,33539.16,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000472,E01005,2024-08-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-38760.0,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000473,E01006,2024-08-01,BONUS_CORR,Корректировка премии,BONUS,-40467.38,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000474,E01006,2024-12-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,46566.03,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000475,E01007,2024-03-01,BONUS_CORR,Корректировка премии,BONUS,-39648.15,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000476,E01008,2024-03-01,COMP_CORR,Корректировка компенсации,COMPENSATION,41940.9,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000477,E01008,2024-03-01,BONUS_CORR,Корректировка премии,BONUS,54040.1,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000478,E01013,2024-09-01,COMP_CORR,Корректировка компенсации,COMPENSATION,25602.44,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000479,E01020,2024-07-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,42998.29,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000480,E01021,2024-10-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-33264.69,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000481,E01028,2024-01-01,BONUS_CORR,Корректировка премии,BONUS,15995.4,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000482,E01029,2024-08-01,BONUS_CORR,Корректировка премии,BONUS,48515.52,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000483,E01034,2024-01-01,COMP_CORR,Корректировка компенсации,COMPENSATION,51622.88,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000484,E01036,2024-10-01,COMP_CORR,Корректировка компенсации,COMPENSATION,1702.24,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000485,E01036,2024-03-01,BONUS_CORR,Корректировка премии,BONUS,50356.07,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000486,E01042,2024-07-01,BONUS_CORR,Корректировка премии,BONUS,44232.46,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000487,E01050,2024-09-01,BONUS_CORR,Корректировка премии,BONUS,-41976.75,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000488,E01052,2024-12-01,COMP_CORR,Корректировка компенсации,COMPENSATION,1047.67,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000489,E01053,2024-12-01,COMP_CORR,Корректировка компенсации,COMPENSATION,45367.92,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000490,E01056,2024-10-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-6536.58,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000491,E01063,2024-09-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,31940.64,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000492,E01065,2024-06-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-31774.93,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000493,E01066,2024-09-01,BONUS_CORR,Корректировка премии,BONUS,48350.82,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000494,E01070,2024-04-01,BONUS_CORR,Корректировка премии,BONUS,-13311.84,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000495,E01074,2024-07-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-10987.9,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000496,E01074,2024-05-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-19661.42,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000497,E01078,2024-07-01,COMP_CORR,Корректировка компенсации,COMPENSATION,39597.44,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000498,E01078,2024-11-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,10684.05,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000499,E01079,2024-12-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-34198.06,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000500,E01083,2024-12-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,25975.63,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000501,E01084,2024-07-01,COMP_CORR,Корректировка компенсации,COMPENSATION,1271.02,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000502,E01093,2024-01-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,53037.24,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000503,E01097,2024-02-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-6744.28,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000504,E01098,2024-08-01,COMP_CORR,Корректировка компенсации,COMPENSATION,48055.25,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000505,E01101,2024-07-01,BONUS_CORR,Корректировка премии,BONUS,57883.41,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000506,E01106,2024-07-01,COMP_CORR,Корректировка компенсации,COMPENSATION,51165.32,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000507,E01111,2024-02-01,BONUS_CORR,Корректировка премии,BONUS,-19815.17,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000508,E01115,2024-07-01,COMP_CORR,Корректировка компенсации,COMPENSATION,51810.57,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000509,E01115,2024-05-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-27755.63,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000510,E01119,2024-01-01,COMP_CORR,Корректировка компенсации,COMPENSATION,40339.22,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000511,E01120,2024-05-01,BONUS_CORR,Корректировка премии,BONUS,16469.43,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000512,E01121,2024-09-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,59504.46,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000513,E01125,2024-07-01,BONUS_CORR,Корректировка премии,BONUS,-35889.45,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000514,E01128,2024-03-01,BONUS_CORR,Корректировка премии,BONUS,7322.23,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000515,E01129,2024-07-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-764.76,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000516,E01130,2024-12-01,BONUS_CORR,Корректировка премии,BONUS,32105.98,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000517,E01131,2024-07-01,BONUS_CORR,Корректировка премии,BONUS,34358.39,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000518,E01132,2024-07-01,BONUS_CORR,Корректировка премии,BONUS,-29804.6,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000519,E01133,2024-12-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-6649.95,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000520,E01135,2024-08-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,20998.34,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000521,E01141,2024-11-01,COMP_CORR,Корректировка компенсации,COMPENSATION,11765.03,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000522,E01144,2024-05-01,COMP_CORR,Корректировка компенсации,COMPENSATION,901.82,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000523,E01144,2024-12-01,BONUS_CORR,Корректировка премии,BONUS,24320.37,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000524,E01145,2024-06-01,COMP_CORR,Корректировка компенсации,COMPENSATION,62840.89,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000525,E01147,2024-05-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,64367.61,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000526,E01149,2024-02-01,COMP_CORR,Корректировка компенсации,COMPENSATION,48515.3,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000527,E01149,2024-05-01,BONUS_CORR,Корректировка премии,BONUS,-33175.31,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000528,E01152,2024-10-01,BONUS_CORR,Корректировка премии,BONUS,24205.54,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000529,E01153,2024-03-01,BONUS_CORR,Корректировка премии,BONUS,35893.79,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000530,E01153,2024-11-01,BONUS_CORR,Корректировка премии,BONUS,33400.18,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000531,E01155,2024-07-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-16007.44,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000532,E01162,2024-02-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,19297.5,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
