src_position_event_id,employee_src_id,position_code,position_name,department_src_id,department_name,event_type_code,event_type_name,grade_code,salary_change_flag,effective_from,effective_to,source_system,load_dttm,batch_id
POS-00755-01,E00755,ВЕДУЩИЙ_СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Ведущий специалист по безопасности,D0036,Безопасность 36,HIRE,Приём,G2,N,2020-09-25,2021-07-23,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00755-02,E00755,ГЛАВНЫЙ_ЭКСПЕРТ_БЕЗОПАСНОСТЬ,Главный эксперт по безопасности,D0036,Безопасность 36,TRANSFER,Перевод,G2,Y,2021-07-24,2022-08-14,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00755-03,E00755,ВЕДУЩИЙ_СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Ведущий специалист по безопасности,D0036,Безопасность 36,HIRE,Приём,G2,N,2022-08-15,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00756-01,E00756,ГЛАВНЫЙ_ЭКСПЕРТ_БЕЗОПАСНОСТЬ,Главный эксперт по безопасности,D0024,Безопасность 24,MOVE,Перемещение,G5,N,2021-10-20,2022-08-21,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00756-02,E00756,СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Специалист по безопасности,D0024,Безопасность 24,HIRE,Приём,G5,N,2022-08-22,2023-09-09,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00756-03,E00756,СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Специалист по безопасности,D0024,Безопасность 24,TRANSFER,Перевод,G5,Y,2023-09-10,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00757-01,E00757,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0014,ИТ 14,PROMOTION,Повышение,G1,Y,2020-01-01,2020-08-30,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00757-02,E00757,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0014,ИТ 14,TRANSFER,Перевод,G1,Y,2020-08-31,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00758-01,E00758,СТАРШИЙ_ЭКСПЕРТ_КОМПЛАЕНС,Старший эксперт по комплаенсу,D0007,Комплаенс 7,PROMOTION,Повышение,G3,Y,2022-05-15,2023-02-11,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00758-02,E00758,МЕНЕДЖЕР_КОМПЛАЕНС,Менеджер по комплаенсу,D0007,Комплаенс 7,PROMOTION,Повышение,G3,Y,2023-02-12,2023-09-09,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00758-03,E00758,СПЕЦИАЛИСТ_КОМПЛАЕНС,Специалист по комплаенсу,D0007,Комплаенс 7,MOVE,Перемещение,G3,N,2023-09-10,2024-10-14,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00758-04,E00758,СТАРШИЙ_ЭКСПЕРТ_КОМПЛАЕНС,Старший эксперт по комплаенсу,D0007,Комплаенс 7,HIRE,Приём,G3,N,2024-10-15,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00759-01,E00759,ЭКСПЕРТ_КОМПЛАЕНС,Эксперт по комплаенсу,D0022,Комплаенс 22,MOVE,Перемещение,G5,N,2022-11-26,2023-09-21,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00759-02,E00759,МЕНЕДЖЕР_КОМПЛАЕНС,Менеджер по комплаенсу,D0022,Комплаенс 22,HIRE,Приём,G5,N,2023-09-22,2024-03-15,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00759-03,E00759,ЭКСПЕРТ_КОМПЛАЕНС,Эксперт по комплаенсу,D0022,Комплаенс 22,TRANSFER,Перевод,G5,Y,2024-03-16,2025-02-07,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00759-04,E00759,ЭКСПЕРТ_КОМПЛАЕНС,Эксперт по комплаенсу,D0022,Комплаенс 22,HIRE,Приём,G5,N,2025-02-08,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00760-01,E00760,ИНЖЕНЕР_ИТ,Инженер ИТ,D0015,ИТ 15,PROMOTION,Повышение,G5,Y,2020-01-01,2020-12-31,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00760-02,E00760,СТАРШИЙ_ИНЖЕНЕР_ИТ,Старший инженер ИТ,D0015,ИТ 15,MOVE,Перемещение,G5,N,2021-01-01,2021-07-04,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00760-03,E00760,ИНЖЕНЕР_ИТ,Инженер ИТ,D0015,ИТ 15,MOVE,Перемещение,G5,N,2021-07-05,2021-12-28,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00760-04,E00760,СТАРШИЙ_ИНЖЕНЕР_ИТ,Старший инженер ИТ,D0015,ИТ 15,TRANSFER,Перевод,G5,Y,2021-12-29,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00761-01,E00761,СТАРШИЙ_ЭКСПЕРТ_КОМПЛАЕНС,Старший эксперт по комплаенсу,D0003,Комплаенс 3,MOVE,Перемещение,M2,N,2022-07-31,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00762-01,E00762,СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Специалист по безопасности,D0004,Безопасность 4,TRANSFER,Перевод,G5,Y,2023-05-29,2024-01-27,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00762-02,E00762,ВЕДУЩИЙ_СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Ведущий специалист по безопасности,D0004,Безопасность 4,PROMOTION,Повышение,G5,Y,2024-01-28,2025-01-05,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00762-03,E00762,СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Специалист по безопасности,D0004,Безопасность 4,HIRE,Приём,G5,N,2025-01-06,2025-07-06,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00762-04,E00762,СТАРШИЙ_АНАЛИТИК_БЕЗОПАСНОСТЬ,Старший аналитик по безопасности,D0004,Безопасность 4,TRANSFER,Перевод,G5,Y,2025-07-07,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00763-01,E00763,МЕНЕДЖЕР_КОМПЛАЕНС,Менеджер по комплаенсу,D0028,Комплаенс 28,PROMOTION,Повышение,G2,Y,2022-04-01,2023-05-25,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00763-02,E00763,СТАРШИЙ_ЭКСПЕРТ_КОМПЛАЕНС,Старший эксперт по комплаенсу,D0028,Комплаенс 28,TRANSFER,Перевод,G2,Y,2023-05-26,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00764-01,E00764,СПЕЦИАЛИСТ_ОПЕРАЦИИ,Специалист операций,D0037,Операции 37,HIRE,Приём,G4,N,2020-01-01,2020-07-25,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00764-02,E00764,СТАРШИЙ_СПЕЦИАЛИСТ_ОПЕРАЦИИ,Старший специалист операций,D0037,Операции 37,MOVE,Перемещение,G4,N,2020-07-26,2020-12-07,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00764-03,E00764,ОПЕРАЦИОННЫЙ_МЕНЕДЖЕР_ОПЕРАЦИИ,Операционный менеджер операций,D0037,Операции 37,PROMOTION,Повышение,G4,Y,2020-12-08,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00765-01,E00765,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0009,ИТ 9,HIRE,Приём,M1,N,2020-07-06,2020-12-24,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00765-02,E00765,ИНЖЕНЕР_ИТ,Инженер ИТ,D0009,ИТ 9,HIRE,Приём,M1,N,2020-12-25,2021-09-01,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00765-03,E00765,ИНЖЕНЕР_ИТ,Инженер ИТ,D0009,ИТ 9,MOVE,Перемещение,M1,N,2021-09-02,2022-06-12,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00765-04,E00765,СТАРШИЙ_ИНЖЕНЕР_ИТ,Старший инженер ИТ,D0009,ИТ 9,TRANSFER,Перевод,M1,Y,2022-06-13,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00766-01,E00766,ИНЖЕНЕР_ИТ,Инженер ИТ,D0013,ИТ 13,MOVE,Перемещение,G1,N,2024-11-17,2025-05-30,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00766-02,E00766,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0013,ИТ 13,HIRE,Приём,G1,N,2025-05-31,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00767-01,E00767,СПЕЦИАЛИСТ_ОПЕРАЦИИ,Специалист операций,D0037,Операции 37,TRANSFER,Перевод,M2,Y,2020-01-02,2020-10-23,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00767-02,E00767,РУКОВОДИТЕЛЬ_СМЕНЫ_ОПЕРАЦИИ,Руководитель смены операций,D0037,Операции 37,HIRE,Приём,M2,N,2020-10-24,2021-10-10,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00767-03,E00767,СТАРШИЙ_СПЕЦИАЛИСТ_ОПЕРАЦИИ,Старший специалист операций,D0037,Операции 37,MOVE,Перемещение,M2,N,2021-10-11,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00768-01,E00768,ИНЖЕНЕР_ИТ,Инженер ИТ,D0021,ИТ 21,MOVE,Перемещение,G2,N,2022-11-12,2023-06-23,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00768-02,E00768,ТЕХНИЧЕСКИЙ_ЛИДЕР_ИТ,Технический лидер ИТ,D0021,ИТ 21,MOVE,Перемещение,G2,N,2023-06-24,2024-04-26,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00768-03,E00768,СТАРШИЙ_ИНЖЕНЕР_ИТ,Старший инженер ИТ,D0021,ИТ 21,TRANSFER,Перевод,G2,Y,2024-04-27,2025-02-26,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00768-04,E00768,ИНЖЕНЕР_ИТ,Инженер ИТ,D0021,ИТ 21,HIRE,Приём,G2,N,2025-02-27,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00769-01,E00769,СПЕЦИАЛИСТ_КОМПЛАЕНС,Специалист по комплаенсу,D0040,Комплаенс 40,MOVE,Перемещение,G2,N,2023-12-17,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00770-01,E00770,СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Специалист по безопасности,D0024,Безопасность 24,HIRE,Приём,G5,N,2020-09-30,2021-10-13,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00770-02,E00770,ВЕДУЩИЙ_СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Ведущий специалист по безопасности,D0024,Безопасность 24,HIRE,Приём,G5,N,2021-10-14,2022-08-11,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00770-03,E00770,ВЕДУЩИЙ_СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Ведущий специалист по безопасности,D0024,Безопасность 24,HIRE,Приём,G5,N,2022-08-12,2023-09-14,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00770-04,E00770,ВЕДУЩИЙ_СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Ведущий специалист по безопасности,D0024,Безопасность 24,PROMOTION,Повышение,G5,Y,2023-09-15,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00771-01,E00771,СПЕЦИАЛИСТ_КОМПЛАЕНС,Специалист по комплаенсу,D0040,Комплаенс 40,TRANSFER,Перевод,G2,Y,2020-08-27,2021-10-06,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00771-02,E00771,МЕНЕДЖЕР_КОМПЛАЕНС,Менеджер по комплаенсу,D0040,Комплаенс 40,HIRE,Приём,G2,N,2021-10-07,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00772-01,E00772,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0029,ИТ 29,PROMOTION,Повышение,M2,Y,2024-04-13,2025-03-02,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00772-02,E00772,СТАРШИЙ_ИНЖЕНЕР_ИТ,Старший инженер ИТ,D0029,ИТ 29,TRANSFER,Перевод,M2,Y,2025-03-03,2026-03-18,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00772-03,E00772,ИНЖЕНЕР_ИТ,Инженер ИТ,D0029,ИТ 29,PROMOTION,Повышение,M2,Y,2026-03-19,2026-08-05,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00772-04,E00772,ИНЖЕНЕР_ИТ,Инженер ИТ,D0029,ИТ 29,MOVE,Перемещение,M2,N,2026-08-06,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00773-01,E00773,СТАРШИЙ_ИНЖЕНЕР_ИТ,Старший инженер ИТ,D0034,ИТ 34,MOVE,Перемещение,G5,N,2021-11-25,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00774-01,E00774,СПЕЦИАЛИСТ_ОПЕРАЦИИ,Специалист операций,D0025,Операции 25,TRANSFER,Перевод,G1,Y,2024-11-27,2025-05-17,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00774-02,E00774,СТАРШИЙ_СПЕЦИАЛИСТ_ОПЕРАЦИИ,Старший специалист операций,D0025,Операции 25,HIRE,Приём,G1,N,2025-05-18,2026-05-01,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00774-03,E00774,СТАРШИЙ_СПЕЦИАЛИСТ_ОПЕРАЦИИ,Старший специалист операций,D0025,Операции 25,PROMOTION,Повышение,G1,Y,2026-05-02,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00775-01,E00775,СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Специалист по безопасности,D0004,Безопасность 4,MOVE,Перемещение,G1,N,2024-03-19,2024-10-08,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00775-02,E00775,СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Специалист по безопасности,D0004,Безопасность 4,HIRE,Приём,G1,N,2024-10-09,2025-05-15,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00775-03,E00775,ВЕДУЩИЙ_СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Ведущий специалист по безопасности,D0004,Безопасность 4,TRANSFER,Перевод,G1,Y,2025-05-16,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00776-01,E00776,ГЛАВНЫЙ_ЭКСПЕРТ_БЕЗОПАСНОСТЬ,Главный эксперт по безопасности,D0024,Безопасность 24,PROMOTION,Повышение,M1,Y,2020-03-17,2021-02-06,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00776-02,E00776,ГЛАВНЫЙ_ЭКСПЕРТ_БЕЗОПАСНОСТЬ,Главный эксперт по безопасности,D0024,Безопасность 24,MOVE,Перемещение,M1,N,2021-02-07,2021-10-02,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00776-03,E00776,ВЕДУЩИЙ_СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Ведущий специалист по безопасности,D0024,Безопасность 24,HIRE,Приём,M1,N,2021-10-03,2022-10-08,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00776-04,E00776,ВЕДУЩИЙ_СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Ведущий специалист по безопасности,D0024,Безопасность 24,HIRE,Приём,M1,N,2022-10-09,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00777-01,E00777,МЕНЕДЖЕР_КОМПЛАЕНС,Менеджер по комплаенсу,D0007,Комплаенс 7,MOVE,Перемещение,M2,N,2022-07-16,2023-01-02,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00777-02,E00777,СТАРШИЙ_ЭКСПЕРТ_КОМПЛАЕНС,Старший эксперт по комплаенсу,D0007,Комплаенс 7,HIRE,Приём,M2,N,2023-01-03,2023-08-14,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00777-03,E00777,СТАРШИЙ_ЭКСПЕРТ_КОМПЛАЕНС,Старший эксперт по комплаенсу,D0007,Комплаенс 7,HIRE,Приём,M2,N,2023-08-15,2024-06-15,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00777-04,E00777,МЕНЕДЖЕР_КОМПЛАЕНС,Менеджер по комплаенсу,D0007,Комплаенс 7,TRANSFER,Перевод,M2,Y,2024-06-16,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00778-01,E00778,СПЕЦИАЛИСТ_ОПЕРАЦИИ,Специалист операций,D0033,Операции 33,TRANSFER,Перевод,G5,Y,2024-02-19,2024-09-14,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00778-02,E00778,ОПЕРАЦИОННЫЙ_МЕНЕДЖЕР_ОПЕРАЦИИ,Операционный менеджер операций,D0033,Операции 33,TRANSFER,Перевод,G5,Y,2024-09-15,2025-06-01,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00778-03,E00778,СПЕЦИАЛИСТ_ОПЕРАЦИИ,Специалист операций,D0033,Операции 33,PROMOTION,Повышение,G5,Y,2025-06-02,2026-03-06,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00778-04,E00778,СПЕЦИАЛИСТ_ОПЕРАЦИИ,Специалист операций,D0033,Операции 33,TRANSFER,Перевод,G5,Y,2026-03-07,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00779-01,E00779,СПЕЦИАЛИСТ_КОМПЛАЕНС,Специалист по комплаенсу,D0020,Комплаенс 20,PROMOTION,Повышение,M1,Y,2022-09-28,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00780-01,E00780,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0023,ИТ 23,MOVE,Перемещение,G1,N,2022-12-26,2023-12-22,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00780-02,E00780,СТАРШИЙ_ИНЖЕНЕР_ИТ,Старший инженер ИТ,D0023,ИТ 23,HIRE,Приём,G1,N,2023-12-23,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00781-01,E00781,СПЕЦИАЛИСТ_КОМПЛАЕНС,Специалист по комплаенсу,D0017,Комплаенс 17,PROMOTION,Повышение,G3,Y,2023-05-05,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00782-01,E00782,СПЕЦИАЛИСТ_КОМПЛАЕНС,Специалист по комплаенсу,D0022,Комплаенс 22,MOVE,Перемещение,G5,N,2023-05-29,2024-07-06,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00782-02,E00782,СТАРШИЙ_ЭКСПЕРТ_КОМПЛАЕНС,Старший эксперт по комплаенсу,D0022,Комплаенс 22,TRANSFER,Перевод,G5,Y,2024-07-07,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00783-01,E00783,МЕНЕДЖЕР_КОМПЛАЕНС,Менеджер по комплаенсу,D0040,Комплаенс 40,PROMOTION,Повышение,G5,Y,2021-07-20,2022-04-27,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00783-02,E00783,СПЕЦИАЛИСТ_КОМПЛАЕНС,Специалист по комплаенсу,D0040,Комплаенс 40,PROMOTION,Повышение,G5,Y,2022-04-28,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00784-01,E00784,СПЕЦИАЛИСТ_КОМПЛАЕНС,Специалист по комплаенсу,D0022,Комплаенс 22,MOVE,Перемещение,G4,N,2024-01-14,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00785-01,E00785,ИНЖЕНЕР_ИТ,Инженер ИТ,D0013,ИТ 13,HIRE,Приём,M1,N,2020-07-19,2021-08-25,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00785-02,E00785,ТЕХНИЧЕСКИЙ_ЛИДЕР_ИТ,Технический лидер ИТ,D0013,ИТ 13,TRANSFER,Перевод,M1,Y,2021-08-26,2022-06-17,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00785-03,E00785,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0013,ИТ 13,TRANSFER,Перевод,M1,Y,2022-06-18,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00786-01,E00786,ОПЕРАЦИОННЫЙ_МЕНЕДЖЕР_ОПЕРАЦИИ,Операционный менеджер операций,D0010,Операции 10,PROMOTION,Повышение,M1,Y,2020-10-09,2021-07-15,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00786-02,E00786,ОПЕРАЦИОННЫЙ_МЕНЕДЖЕР_ОПЕРАЦИИ,Операционный менеджер операций,D0010,Операции 10,PROMOTION,Повышение,M1,Y,2021-07-16,2022-04-28,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00786-03,E00786,СТАРШИЙ_СПЕЦИАЛИСТ_ОПЕРАЦИИ,Старший специалист операций,D0010,Операции 10,HIRE,Приём,M1,N,2022-04-29,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00787-01,E00787,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0021,ИТ 21,MOVE,Перемещение,G5,N,2020-08-19,2021-07-07,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00787-02,E00787,ТЕХНИЧЕСКИЙ_ЛИДЕР_ИТ,Технический лидер ИТ,D0021,ИТ 21,TRANSFER,Перевод,G5,Y,2021-07-08,2022-07-02,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00787-03,E00787,ИНЖЕНЕР_ИТ,Инженер ИТ,D0021,ИТ 21,MOVE,Перемещение,G5,N,2022-07-03,2023-06-23,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00787-04,E00787,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0021,ИТ 21,PROMOTION,Повышение,G5,Y,2023-06-24,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00788-01,E00788,ЭКСПЕРТ_КОМПЛАЕНС,Эксперт по комплаенсу,D0020,Комплаенс 20,HIRE,Приём,G1,N,2023-12-20,2025-01-26,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00788-02,E00788,СТАРШИЙ_ЭКСПЕРТ_КОМПЛАЕНС,Старший эксперт по комплаенсу,D0020,Комплаенс 20,TRANSFER,Перевод,G1,Y,2025-01-27,2025-11-06,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00788-03,E00788,ЭКСПЕРТ_КОМПЛАЕНС,Эксперт по комплаенсу,D0020,Комплаенс 20,PROMOTION,Повышение,G1,Y,2025-11-07,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00789-01,E00789,ИНЖЕНЕР_ИТ,Инженер ИТ,D0013,ИТ 13,MOVE,Перемещение,M2,N,2020-03-13,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00790-01,E00790,МЕНЕДЖЕР_ПРОДАЖИ,Менеджер по продажам,D0039,Продажи 39,MOVE,Перемещение,M2,N,2021-08-03,2022-08-21,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00790-02,E00790,МЕНЕДЖЕР_ПРОДАЖИ,Менеджер по продажам,D0039,Продажи 39,HIRE,Приём,M2,N,2022-08-22,2023-10-12,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00790-03,E00790,СТАРШИЙ_МЕНЕДЖЕР_ПРОДАЖИ,Старший менеджер по продажам,D0039,Продажи 39,HIRE,Приём,M2,N,2023-10-13,2024-09-29,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00790-04,E00790,ГЛАВНЫЙ_МЕНЕДЖЕР_ПРОДАЖИ,Главный менеджер по продажам,D0039,Продажи 39,MOVE,Перемещение,M2,N,2024-09-30,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00791-01,E00791,СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Специалист по безопасности,D0031,Безопасность 31,HIRE,Приём,G1,N,2020-07-03,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00792-01,E00792,СПЕЦИАЛИСТ_ОПЕРАЦИИ,Специалист операций,D0012,Операции 12,HIRE,Приём,M1,N,2023-05-07,2023-12-31,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00792-02,E00792,СТАРШИЙ_СПЕЦИАЛИСТ_ОПЕРАЦИИ,Старший специалист операций,D0012,Операции 12,HIRE,Приём,M1,N,2024-01-01,2024-12-23,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00792-03,E00792,ОПЕРАЦИОННЫЙ_МЕНЕДЖЕР_ОПЕРАЦИИ,Операционный менеджер операций,D0012,Операции 12,TRANSFER,Перевод,M1,Y,2024-12-24,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00793-01,E00793,РУКОВОДИТЕЛЬ_СМЕНЫ_ОПЕРАЦИИ,Руководитель смены операций,D0027,Операции 27,HIRE,Приём,G5,N,2020-01-01,2020-07-07,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00793-02,E00793,РУКОВОДИТЕЛЬ_СМЕНЫ_ОПЕРАЦИИ,Руководитель смены операций,D0027,Операции 27,PROMOTION,Повышение,G5,Y,2020-07-08,2021-08-29,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00793-03,E00793,РУКОВОДИТЕЛЬ_СМЕНЫ_ОПЕРАЦИИ,Руководитель смены операций,D0027,Операции 27,HIRE,Приём,G5,N,2021-08-30,2022-05-09,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00793-04,E00793,СТАРШИЙ_СПЕЦИАЛИСТ_ОПЕРАЦИИ,Старший специалист операций,D0027,Операции 27,TRANSFER,Перевод,G5,Y,2022-05-10,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00794-01,E00794,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0014,ИТ 14,MOVE,Перемещение,G3,N,2020-01-01,2021-01-21,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00794-02,E00794,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0014,ИТ 14,TRANSFER,Перевод,G3,Y,2021-01-22,2021-06-01,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00794-03,E00794,ИНЖЕНЕР_ИТ,Инженер ИТ,D0014,ИТ 14,TRANSFER,Перевод,G3,Y,2021-06-02,2021-12-15,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00794-04,E00794,СТАРШИЙ_ИНЖЕНЕР_ИТ,Старший инженер ИТ,D0014,ИТ 14,PROMOTION,Повышение,G3,Y,2021-12-16,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00795-01,E00795,МЕНЕДЖЕР_КОМПЛАЕНС,Менеджер по комплаенсу,D0030,Комплаенс 30,PROMOTION,Повышение,M2,Y,2021-10-07,2022-02-21,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00795-02,E00795,МЕНЕДЖЕР_КОМПЛАЕНС,Менеджер по комплаенсу,D0030,Комплаенс 30,HIRE,Приём,M2,N,2022-02-22,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
