src_case_id,employee_src_id,case_type_code,case_type_name,risk_flag,case_status,registered_at,resolved_at,resolution_code,resolution_name,source_system,load_dttm,batch_id
SEC-0002810,E00401,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-09-30 15:10:27,2024-10-02 15:10:27,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002811,E00012,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,CLOSED,2024-01-09 05:59:04,2024-01-18 05:59:04,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002812,E01895,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-04-13 22:27:20,2024-04-24 22:27:20,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002813,E00650,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-01-01 18:36:27,2024-01-06 18:36:27,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002814,E02858,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-07-11 17:21:27,2024-07-19 17:21:27,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002815,E00035,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,CLOSED,2024-03-15 21:50:16,2024-03-19 21:50:16,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002816,E00186,PHYS_ACCESS,Нарушение физического доступа,Y,OPEN,2024-11-06 04:48:48,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002817,E01223,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-01-12 04:06:27,2024-01-17 04:06:27,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002818,E00508,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,OPEN,2024-01-10 00:34:07,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002819,E00074,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,OPEN,2024-07-15 20:31:00,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002820,E00140,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-02-10 05:39:17,2024-02-19 05:39:17,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002821,E00284,DOC_LEAK,Подозрение на утечку документов,Y,OPEN,2024-01-08 14:25:31,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002822,E01112,BADGE_MISUSE,Некорректное использование пропуска,N,CLOSED,2024-12-19 13:09:45,2024-12-22 13:09:45,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002823,E00037,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,N,CLOSED,2024-12-12 16:58:58,2024-12-16 16:58:58,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002824,E00183,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-10-04 01:11:55,2024-10-15 01:11:55,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002825,E01582,DOC_LEAK,Подозрение на утечку документов,N,CLOSED,2024-12-10 18:21:44,2024-12-15 18:21:44,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002826,E02360,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,N,CLOSED,2024-07-22 08:10:16,2024-08-03 08:10:16,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002827,E00282,DOC_LEAK,Подозрение на утечку документов,Y,CLOSED,2024-11-25 17:35:23,2024-12-05 17:35:23,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002828,E00528,PHYS_ACCESS,Нарушение физического доступа,N,CLOSED,2024-04-19 11:12:10,2024-04-22 11:12:10,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002829,E00385,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-06-22 11:47:16,2024-06-25 11:47:16,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002830,E00273,DOC_LEAK,Подозрение на утечку документов,Y,CLOSED,2024-08-10 23:00:54,2024-08-16 23:00:54,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002831,E00025,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,CLOSED,2024-04-25 22:44:19,2024-04-30 22:44:19,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002832,E00294,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-08-12 01:23:09,2024-08-21 01:23:09,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002833,E00299,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-04-08 07:16:33,2024-04-09 07:16:33,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002834,E02394,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,CLOSED,2024-08-07 00:34:48,2024-08-10 00:34:48,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002835,E00287,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,OPEN,2024-11-14 16:33:57,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002836,E00709,BADGE_MISUSE,Некорректное использование пропуска,N,CLOSED,2024-08-10 08:45:31,2024-08-21 08:45:31,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002837,E02933,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-05-29 18:38:17,2024-06-02 18:38:17,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002838,E01827,DOC_LEAK,Подозрение на утечку документов,N,CLOSED,2024-02-26 02:55:18,2024-02-29 02:55:18,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002839,E00803,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,OPEN,2024-05-31 21:47:34,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002840,E00196,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-10-27 05:03:50,2024-10-28 05:03:50,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002841,E00046,PHYS_ACCESS,Нарушение физического доступа,N,OPEN,2024-11-22 11:14:21,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002842,E00005,DOC_LEAK,Подозрение на утечку документов,Y,CLOSED,2024-02-29 10:31:21,2024-03-06 10:31:21,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002843,E00207,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,N,OPEN,2024-05-06 20:34:36,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002844,E01600,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,N,CLOSED,2024-03-01 19:45:33,2024-03-12 19:45:33,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002845,E00354,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,CLOSED,2024-11-15 13:10:12,2024-11-18 13:10:12,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002846,E00618,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,OPEN,2024-02-10 19:45:46,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002847,E02626,DOC_LEAK,Подозрение на утечку документов,Y,CLOSED,2024-05-02 04:27:41,2024-05-05 04:27:41,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002848,E00976,BADGE_MISUSE,Некорректное использование пропуска,Y,OPEN,2024-04-11 09:57:22,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002849,E00434,BADGE_MISUSE,Некорректное использование пропуска,N,OPEN,2024-02-20 00:55:28,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002850,E00069,DOC_LEAK,Подозрение на утечку документов,Y,CLOSED,2024-04-30 01:04:03,2024-05-01 01:04:03,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002851,E01580,BADGE_MISUSE,Некорректное использование пропуска,Y,OPEN,2024-07-23 22:07:19,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002852,E01096,DOC_LEAK,Подозрение на утечку документов,N,OPEN,2024-11-17 16:24:40,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002853,E00258,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-02-20 23:41:52,2024-02-23 23:41:52,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002854,E01375,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-03-10 00:58:22,2024-03-17 00:58:22,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002855,E02315,DOC_LEAK,Подозрение на утечку документов,Y,OPEN,2024-07-24 19:53:17,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002856,E00172,DOC_LEAK,Подозрение на утечку документов,Y,CLOSED,2024-04-09 12:26:00,2024-04-13 12:26:00,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002857,E00208,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,OPEN,2024-01-10 12:05:53,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002858,E00015,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-12-14 11:41:14,2024-12-20 11:41:14,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002859,E00219,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-06-22 05:46:06,2024-06-23 05:46:06,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002860,E00350,BADGE_MISUSE,Некорректное использование пропуска,N,OPEN,2024-12-24 13:25:15,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002861,E00104,DOC_LEAK,Подозрение на утечку документов,N,CLOSED,2024-12-03 02:59:00,2024-12-08 02:59:00,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002862,E00112,DOC_LEAK,Подозрение на утечку документов,Y,CLOSED,2024-03-19 05:12:44,2024-03-21 05:12:44,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002863,E02311,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,OPEN,2024-03-12 14:36:41,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002864,E02312,DOC_LEAK,Подозрение на утечку документов,N,OPEN,2024-12-12 05:31:26,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002865,E00426,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,N,CLOSED,2024-12-08 08:52:33,2024-12-15 08:52:33,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002866,E00217,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,CLOSED,2024-12-15 18:15:27,2024-12-23 18:15:27,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002867,E00098,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,CLOSED,2024-12-24 18:35:23,2024-12-25 18:35:23,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002868,E00151,PHYS_ACCESS,Нарушение физического доступа,Y,OPEN,2024-04-21 13:22:14,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002869,E00093,DOC_LEAK,Подозрение на утечку документов,Y,CLOSED,2024-10-03 08:10:42,2024-10-12 08:10:42,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002870,E01365,DOC_LEAK,Подозрение на утечку документов,Y,CLOSED,2024-02-29 11:46:05,2024-03-07 11:46:05,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002871,E02427,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-01-31 18:47:38,2024-02-03 18:47:38,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002872,E00086,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-11-19 09:38:04,2024-11-21 09:38:04,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002873,E00058,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,OPEN,2024-11-24 01:55:47,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002874,E01487,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-01-22 18:04:25,2024-01-23 18:04:25,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002875,E02890,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-02-12 17:26:39,2024-02-14 17:26:39,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002876,E01834,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-05-06 14:43:25,2024-05-12 14:43:25,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002877,E00176,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-06-16 17:24:48,2024-06-21 17:24:48,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002878,E01771,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,CLOSED,2024-08-10 04:39:34,2024-08-21 04:39:34,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002879,E01297,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,OPEN,2024-08-23 03:16:34,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002880,E00268,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,N,CLOSED,2024-06-11 09:48:35,2024-06-20 09:48:35,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002881,E01002,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,N,CLOSED,2024-05-06 10:15:24,2024-05-09 10:15:24,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002882,E00802,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-02-07 20:06:54,2024-02-16 20:06:54,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002883,E00057,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,CLOSED,2024-06-11 10:15:22,2024-06-13 10:15:22,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002884,E00035,PHYS_ACCESS,Нарушение физического доступа,N,CLOSED,2024-05-25 17:44:28,2024-06-04 17:44:28,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002885,E00633,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-03-28 07:51:55,2024-04-09 07:51:55,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002886,E00203,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,OPEN,2024-11-29 03:04:04,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002887,E01856,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-09-17 13:54:59,2024-09-26 13:54:59,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002888,E00548,DOC_LEAK,Подозрение на утечку документов,Y,CLOSED,2024-06-30 21:27:25,2024-07-12 21:27:25,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002889,E02383,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-11-06 04:12:03,2024-11-16 04:12:03,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002890,E00123,DOC_LEAK,Подозрение на утечку документов,Y,CLOSED,2024-07-31 00:22:01,2024-08-11 00:22:01,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002891,E00105,DOC_LEAK,Подозрение на утечку документов,Y,CLOSED,2024-11-30 02:53:12,2024-12-09 02:53:12,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002892,E00040,DOC_LEAK,Подозрение на утечку документов,Y,CLOSED,2024-12-11 16:13:40,2024-12-23 16:13:40,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002893,E02912,PHYS_ACCESS,Нарушение физического доступа,Y,OPEN,2024-12-01 16:35:59,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002894,E02855,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,N,CLOSED,2024-09-13 00:31:37,2024-09-20 00:31:37,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002895,E00277,BADGE_MISUSE,Некорректное использование пропуска,Y,OPEN,2024-11-01 00:00:17,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002896,E00797,DOC_LEAK,Подозрение на утечку документов,N,CLOSED,2024-08-07 13:56:58,2024-08-16 13:56:58,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002897,E00090,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-12-17 02:52:26,2024-12-23 02:52:26,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002898,E00029,PHYS_ACCESS,Нарушение физического доступа,N,CLOSED,2024-12-04 06:17:37,2024-12-07 06:17:37,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002899,E00149,DOC_LEAK,Подозрение на утечку документов,N,OPEN,2024-09-07 03:25:54,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002900,E00194,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,CLOSED,2024-05-08 07:38:44,2024-05-18 07:38:44,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002901,E00025,BADGE_MISUSE,Некорректное использование пропуска,Y,OPEN,2024-11-27 15:31:49,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002902,E00191,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-09-14 13:10:54,2024-09-16 13:10:54,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002903,E02831,PHYS_ACCESS,Нарушение физического доступа,N,CLOSED,2024-09-19 17:28:08,2024-09-24 17:28:08,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002904,E01890,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-06-09 22:44:20,2024-06-20 22:44:20,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002905,E00924,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,CLOSED,2024-12-11 05:45:07,2024-12-22 05:45:07,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002906,E00166,PHYS_ACCESS,Нарушение физического доступа,N,CLOSED,2024-12-15 21:00:41,2024-12-18 21:00:41,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002907,E00216,PHYS_ACCESS,Нарушение физического доступа,N,CLOSED,2024-05-20 03:45:10,2024-05-22 03:45:10,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002908,E00159,DOC_LEAK,Подозрение на утечку документов,N,OPEN,2024-05-03 01:54:17,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002909,E00200,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-02-17 05:17:22,2024-02-21 05:17:22,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002910,E01083,PHYS_ACCESS,Нарушение физического доступа,Y,OPEN,2024-09-26 01:33:04,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002911,E02560,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-05-01 02:42:58,2024-05-04 02:42:58,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002912,E00237,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,CLOSED,2024-12-31 17:37:59,2025-01-04 17:37:59,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002913,E02416,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-02-20 06:33:29,2024-02-24 06:33:29,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002914,E01738,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-05-30 15:37:15,2024-06-02 15:37:15,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002915,E01128,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,CLOSED,2024-07-08 23:36:35,2024-07-14 23:36:35,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002916,E00862,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,CLOSED,2024-03-14 20:36:27,2024-03-19 20:36:27,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002917,E00225,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-03-02 05:15:51,2024-03-04 05:15:51,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002918,E02754,BADGE_MISUSE,Некорректное использование пропуска,Y,OPEN,2024-04-11 09:14:46,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002919,E00060,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-11-22 00:35:38,2024-12-03 00:35:38,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002920,E01686,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,N,CLOSED,2024-12-29 12:58:13,2025-01-06 12:58:13,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002921,E00011,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,CLOSED,2024-02-22 03:19:13,2024-03-02 03:19:13,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002922,E01359,DOC_LEAK,Подозрение на утечку документов,Y,CLOSED,2024-06-10 18:09:31,2024-06-18 18:09:31,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002923,E00180,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,N,CLOSED,2024-01-27 16:04:41,2024-02-07 16:04:41,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002924,E02235,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-10-31 12:17:11,2024-11-03 12:17:11,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002925,E01347,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,CLOSED,2024-02-18 23:05:19,2024-02-22 23:05:19,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002926,E00199,PHYS_ACCESS,Нарушение физического доступа,Y,CLOSED,2024-05-07 21:40:32,2024-05-09 21:40:32,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002927,E01708,BADGE_MISUSE,Некорректное использование пропуска,N,CLOSED,2024-03-15 22:37:53,2024-03-26 22:37:53,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002928,E00186,DOC_LEAK,Подозрение на утечку документов,Y,OPEN,2024-02-19 03:03:48,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002929,E01927,DOC_LEAK,Подозрение на утечку документов,N,CLOSED,2024-10-16 19:55:02,2024-10-18 19:55:02,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002930,E00296,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-02-12 05:36:48,2024-02-22 05:36:48,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002931,E00216,DOC_LEAK,Подозрение на утечку документов,Y,OPEN,2024-08-16 17:21:14,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002932,E00123,PHYS_ACCESS,Нарушение физического доступа,N,CLOSED,2024-08-01 16:27:54,2024-08-12 16:27:54,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002933,E00902,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,N,CLOSED,2024-09-01 16:22:41,2024-09-07 16:22:41,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002934,E00039,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,OPEN,2024-09-11 01:11:39,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002935,E00713,BADGE_MISUSE,Некорректное использование пропуска,N,CLOSED,2024-07-17 13:02:44,2024-07-19 13:02:44,REJECTED,Риск не подтвержден,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002936,E02709,BADGE_MISUSE,Некорректное использование пропуска,Y,CLOSED,2024-04-10 08:15:27,2024-04-21 08:15:27,CONFIRMED,Нарушение подтверждено,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002937,E00279,PHYS_ACCESS,Нарушение физического доступа,Y,OPEN,2024-03-02 00:51:17,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
SEC-0002938,E00115,THIRD_PARTY,Подозрительное взаимодействие с внешним лицом,Y,OPEN,2024-08-04 09:41:16,,,,security_cases,2024-12-31 09:00:00,risk_batch_001
