src_network_event_id,employee_src_id,src_account_id,system_code,event_dttm,destination_type,destination_name,traffic_mb,connection_count,blocked_flag,vpn_used_flag,source_system,load_dttm,batch_id
NET-0003496,E00580,ACC-0001885,AD,2024-11-20 00:20:11,EXTERNAL,dropbox.com,45.8785,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003497,E00580,ACC-0001885,AD,2024-09-16 03:30:23,EXTERNAL,drive.google.com,762.0064,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003498,E00581,ACC-0001887,AD,2024-03-17 23:29:31,INTERNAL,intranet.local,110.8954,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003499,E00581,ACC-0001887,AD,2024-05-13 05:28:41,EXTERNAL,telegram.org,556.1399,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003500,E00581,ACC-0001887,AD,2024-10-08 01:27:30,INTERNAL,intranet.local,194.9623,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003501,E00582,ACC-0001888,AD,2024-08-07 01:27:09,INTERNAL,corp.local,28.0979,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003502,E00582,ACC-0001889,MAIL,2024-02-22 07:31:11,EXTERNAL,telegram.org,289.6267,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003503,E00582,ACC-0001889,MAIL,2024-01-30 14:34:15,INTERNAL,intranet.local,646.8155,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003504,E00582,ACC-0001889,MAIL,2024-06-21 22:33:11,EXTERNAL,drive.google.com,279.6388,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003505,E00583,ACC-0001891,AD,2024-05-06 06:40:52,INTERNAL,intranet.local,628.8477,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003506,E00583,ACC-0001892,MAIL,2024-09-19 01:14:46,INTERNAL,corp.local,635.542,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003507,E00583,ACC-0001892,MAIL,2024-08-31 20:12:41,INTERNAL,corp.local,797.6618,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003508,E00583,ACC-0001892,MAIL,2024-06-27 02:38:41,EXTERNAL,dropbox.com,470.0983,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003509,E00583,ACC-0001892,MAIL,2024-05-01 00:13:22,EXTERNAL,telegram.org,832.8778,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003510,E00584,ACC-0001894,AD,2024-02-06 19:53:55,INTERNAL,intranet.local,313.2558,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003511,E00584,ACC-0001894,AD,2024-05-19 06:32:34,EXTERNAL,drive.google.com,514.4531,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003512,E00584,ACC-0001895,MAIL,2024-04-25 21:42:09,EXTERNAL,dropbox.com,202.7883,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003513,E00584,ACC-0001895,MAIL,2024-01-16 05:38:13,EXTERNAL,dropbox.com,80.5966,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003514,E00584,ACC-0001896,VPN,2024-12-25 09:21:25,EXTERNAL,github.com,180.4732,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003515,E00584,ACC-0001896,VPN,2024-08-19 14:24:55,EXTERNAL,dropbox.com,245.9738,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003516,E00584,ACC-0001896,VPN,2024-09-01 07:31:33,EXTERNAL,telegram.org,407.643,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003517,E00584,ACC-0001896,VPN,2024-12-16 03:54:23,INTERNAL,corp.local,636.7086,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003518,E00585,ACC-0001898,AD,2024-02-12 12:10:47,EXTERNAL,drive.google.com,596.3542,19,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003519,E00585,ACC-0001898,AD,2024-08-09 05:33:18,INTERNAL,corp.local,239.6792,1,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003520,E00585,ACC-0001898,AD,2024-03-23 15:27:25,INTERNAL,intranet.local,624.8081,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003521,E00585,ACC-0001898,AD,2024-08-04 11:33:24,EXTERNAL,github.com,527.8121,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003522,E00585,ACC-0001899,MAIL,2024-10-23 14:09:52,EXTERNAL,telegram.org,820.2894,19,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003523,E00585,ACC-0001899,MAIL,2024-05-27 22:42:21,INTERNAL,corp.local,348.4967,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003524,E00585,ACC-0001899,MAIL,2024-01-03 08:59:50,EXTERNAL,dropbox.com,523.0698,4,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003525,E00585,ACC-0001899,MAIL,2024-02-21 04:36:46,EXTERNAL,dropbox.com,173.8016,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003526,E00585,ACC-0001900,VPN,2024-10-17 22:49:53,EXTERNAL,github.com,822.8447,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003527,E00585,ACC-0001900,VPN,2024-02-25 08:35:21,INTERNAL,intranet.local,46.837,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003528,E00585,ACC-0001900,VPN,2024-01-21 02:26:09,EXTERNAL,drive.google.com,530.9661,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003529,E00586,ACC-0001902,AD,2024-02-15 00:27:33,EXTERNAL,drive.google.com,765.2542,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003530,E00586,ACC-0001902,AD,2024-02-05 15:09:58,EXTERNAL,dropbox.com,370.4378,9,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003531,E00586,ACC-0001903,MAIL,2024-03-17 05:47:30,EXTERNAL,drive.google.com,778.6521,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003532,E00586,ACC-0001904,VPN,2024-11-03 01:34:37,EXTERNAL,github.com,353.667,7,Y,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003533,E00587,ACC-0001905,AD,2024-10-03 10:01:32,EXTERNAL,telegram.org,843.2066,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003534,E00587,ACC-0001905,AD,2024-03-17 14:55:09,EXTERNAL,github.com,43.5465,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003535,E00587,ACC-0001905,AD,2024-09-24 15:12:59,EXTERNAL,drive.google.com,588.5339,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003536,E00587,ACC-0001905,AD,2024-10-10 19:02:27,INTERNAL,corp.local,200.3233,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003537,E00587,ACC-0001906,MAIL,2024-07-19 17:46:47,EXTERNAL,drive.google.com,183.8843,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003538,E00587,ACC-0001906,MAIL,2024-01-20 17:00:25,EXTERNAL,drive.google.com,238.9129,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003539,E00587,ACC-0001906,MAIL,2024-09-06 07:17:21,EXTERNAL,github.com,310.4182,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003540,E00588,ACC-0001908,AD,2024-03-28 19:26:13,EXTERNAL,dropbox.com,455.4438,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003541,E00588,ACC-0001908,AD,2024-06-29 22:11:06,EXTERNAL,drive.google.com,700.1568,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003542,E00588,ACC-0001908,AD,2024-06-02 11:48:23,EXTERNAL,drive.google.com,240.6457,1,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003543,E00588,ACC-0001908,AD,2024-06-21 14:31:17,EXTERNAL,github.com,303.6656,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003544,E00588,ACC-0001909,MAIL,2024-03-10 15:18:29,EXTERNAL,github.com,679.9221,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003545,E00588,ACC-0001909,MAIL,2024-01-15 16:42:19,INTERNAL,corp.local,685.8653,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003546,E00588,ACC-0001909,MAIL,2024-12-24 16:54:36,INTERNAL,intranet.local,251.1892,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003547,E00588,ACC-0001910,VPN,2024-08-30 19:10:22,EXTERNAL,telegram.org,545.5761,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003548,E00588,ACC-0001910,VPN,2024-10-22 15:56:41,EXTERNAL,telegram.org,545.6914,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003549,E00588,ACC-0001910,VPN,2024-05-24 21:33:36,EXTERNAL,telegram.org,548.8291,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003550,E00589,ACC-0001912,AD,2024-10-07 20:50:48,EXTERNAL,dropbox.com,423.9318,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003551,E00589,ACC-0001912,AD,2024-01-07 19:52:48,INTERNAL,corp.local,275.2848,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003552,E00589,ACC-0001912,AD,2024-12-31 05:56:08,EXTERNAL,github.com,676.6244,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003553,E00589,ACC-0001912,AD,2024-05-17 20:38:41,EXTERNAL,dropbox.com,85.3523,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003554,E00589,ACC-0001913,VPN,2024-09-11 06:43:10,EXTERNAL,telegram.org,418.6366,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003555,E00589,ACC-0001913,VPN,2024-01-16 01:04:43,INTERNAL,intranet.local,458.0456,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003556,E00589,ACC-0001913,VPN,2024-09-27 13:57:01,INTERNAL,corp.local,265.115,1,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003557,E00590,ACC-0001916,AD,2024-12-08 04:04:56,EXTERNAL,dropbox.com,719.4884,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003558,E00590,ACC-0001917,VPN,2024-12-20 18:26:04,EXTERNAL,drive.google.com,55.6719,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003559,E00590,ACC-0001917,VPN,2024-11-24 21:38:02,EXTERNAL,drive.google.com,763.5706,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003560,E00590,ACC-0001917,VPN,2024-03-09 01:53:37,INTERNAL,intranet.local,254.319,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003561,E00591,ACC-0001919,AD,2024-01-29 02:10:19,EXTERNAL,dropbox.com,481.7287,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003562,E00591,ACC-0001919,AD,2024-07-19 16:05:41,INTERNAL,corp.local,588.0741,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003563,E00591,ACC-0001920,MAIL,2024-08-02 16:40:08,EXTERNAL,drive.google.com,47.3682,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003564,E00591,ACC-0001920,MAIL,2024-04-06 11:14:41,EXTERNAL,drive.google.com,701.8121,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003565,E00591,ACC-0001920,MAIL,2024-01-31 01:53:48,INTERNAL,corp.local,795.9989,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003566,E00591,ACC-0001920,MAIL,2024-01-10 12:33:38,INTERNAL,corp.local,115.381,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003567,E00591,ACC-0001921,VPN,2024-10-04 09:27:16,EXTERNAL,telegram.org,538.6574,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003568,E00591,ACC-0001921,VPN,2024-06-21 06:03:09,EXTERNAL,dropbox.com,206.9009,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003569,E00591,ACC-0001921,VPN,2024-05-27 13:20:18,EXTERNAL,drive.google.com,78.2804,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003570,E00591,ACC-0001921,VPN,2024-02-25 10:39:45,EXTERNAL,github.com,204.4883,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003571,E00592,ACC-0001923,AD,2024-01-29 12:36:02,EXTERNAL,dropbox.com,577.2022,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003572,E00592,ACC-0001923,AD,2024-06-12 11:54:11,EXTERNAL,github.com,514.5105,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003573,E00592,ACC-0001923,AD,2024-02-07 18:11:48,INTERNAL,intranet.local,21.9497,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003574,E00592,ACC-0001924,VPN,2024-05-21 10:30:10,INTERNAL,corp.local,686.1533,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003575,E00593,ACC-0001925,AD,2024-11-17 06:16:50,INTERNAL,corp.local,488.6675,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003576,E00593,ACC-0001925,AD,2024-04-29 01:26:35,INTERNAL,corp.local,264.4993,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003577,E00593,ACC-0001925,AD,2024-10-06 07:19:55,EXTERNAL,dropbox.com,275.5723,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003578,E00593,ACC-0001926,MAIL,2024-02-02 08:03:15,EXTERNAL,drive.google.com,313.1208,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003579,E00593,ACC-0001926,MAIL,2024-01-22 23:00:26,INTERNAL,intranet.local,848.0133,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003580,E00593,ACC-0001927,VPN,2024-08-20 06:02:19,EXTERNAL,dropbox.com,580.3524,12,Y,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003581,E00593,ACC-0001927,VPN,2024-10-18 05:24:02,INTERNAL,corp.local,774.1029,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003582,E00593,ACC-0001927,VPN,2024-10-04 10:30:27,INTERNAL,intranet.local,100.1665,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003583,E00593,ACC-0001927,VPN,2024-11-22 08:57:19,EXTERNAL,github.com,449.1393,1,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003584,E00594,ACC-0001929,AD,2024-08-05 06:46:00,INTERNAL,corp.local,673.0023,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003585,E00594,ACC-0001929,AD,2024-06-05 19:34:10,EXTERNAL,github.com,789.8129,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003586,E00594,ACC-0001929,AD,2024-06-04 08:31:54,EXTERNAL,dropbox.com,426.6399,7,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003587,E00594,ACC-0001930,MAIL,2024-03-13 10:15:46,EXTERNAL,drive.google.com,292.4894,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003588,E00594,ACC-0001930,MAIL,2024-03-07 18:43:26,EXTERNAL,github.com,562.762,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003589,E00594,ACC-0001930,MAIL,2024-08-30 07:14:41,INTERNAL,intranet.local,368.0728,20,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003590,E00594,ACC-0001930,MAIL,2024-01-12 22:19:28,EXTERNAL,github.com,396.843,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003591,E00595,ACC-0001931,AD,2024-01-13 11:49:34,EXTERNAL,telegram.org,400.1673,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003592,E00595,ACC-0001931,AD,2024-06-25 21:05:57,EXTERNAL,github.com,587.2699,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003593,E00595,ACC-0001932,MAIL,2024-12-15 02:35:53,EXTERNAL,telegram.org,515.5176,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003594,E00595,ACC-0001932,MAIL,2024-03-30 20:33:48,EXTERNAL,telegram.org,148.9772,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003595,E00595,ACC-0001932,MAIL,2024-10-10 08:52:33,INTERNAL,intranet.local,108.3198,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003596,E00595,ACC-0001932,MAIL,2024-08-09 12:22:55,EXTERNAL,github.com,697.3273,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003597,E00596,ACC-0001934,AD,2024-06-10 11:42:46,INTERNAL,intranet.local,219.2589,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003598,E00596,ACC-0001934,AD,2024-02-24 09:09:39,INTERNAL,intranet.local,113.2472,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003599,E00596,ACC-0001934,AD,2024-10-17 07:36:54,EXTERNAL,drive.google.com,829.9821,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003600,E00596,ACC-0001934,AD,2024-01-20 20:16:02,EXTERNAL,github.com,151.8186,13,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003601,E00597,ACC-0001937,AD,2024-03-18 15:24:43,INTERNAL,intranet.local,142.2346,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003602,E00597,ACC-0001937,AD,2024-01-03 09:41:15,INTERNAL,intranet.local,52.8319,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003603,E00597,ACC-0001937,AD,2024-04-13 23:35:16,EXTERNAL,telegram.org,523.0874,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003604,E00597,ACC-0001937,AD,2024-02-05 04:04:28,EXTERNAL,telegram.org,377.9852,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003605,E00597,ACC-0001938,MAIL,2024-03-23 15:00:18,EXTERNAL,drive.google.com,569.1397,20,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003606,E00598,ACC-0001939,AD,2024-02-01 14:44:43,EXTERNAL,telegram.org,615.3479,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003607,E00598,ACC-0001939,AD,2024-12-21 13:01:10,EXTERNAL,dropbox.com,248.7649,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003608,E00598,ACC-0001939,AD,2024-04-04 13:26:25,EXTERNAL,dropbox.com,801.984,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003609,E00599,ACC-0001942,AD,2024-05-22 13:37:55,EXTERNAL,telegram.org,519.6461,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003610,E00599,ACC-0001942,AD,2024-04-09 09:49:51,INTERNAL,intranet.local,211.3446,20,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003611,E00599,ACC-0001943,MAIL,2024-11-17 18:02:53,EXTERNAL,telegram.org,733.8766,1,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003612,E00599,ACC-0001943,MAIL,2024-09-18 19:50:22,EXTERNAL,github.com,228.067,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003613,E00599,ACC-0001943,MAIL,2024-02-02 14:38:01,EXTERNAL,github.com,681.952,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003614,E00599,ACC-0001943,MAIL,2024-10-30 14:25:40,EXTERNAL,telegram.org,117.6608,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003615,E00600,ACC-0001946,AD,2024-10-19 02:11:28,INTERNAL,corp.local,542.8809,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003616,E00601,ACC-0001947,AD,2024-08-25 11:48:48,EXTERNAL,dropbox.com,706.8623,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003617,E00601,ACC-0001947,AD,2024-08-10 02:03:02,INTERNAL,corp.local,849.1089,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003618,E00601,ACC-0001947,AD,2024-06-04 05:32:24,EXTERNAL,dropbox.com,492.7075,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003619,E00602,ACC-0001950,AD,2024-12-27 05:02:10,EXTERNAL,drive.google.com,273.6853,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003620,E00602,ACC-0001950,AD,2024-12-31 18:34:19,EXTERNAL,drive.google.com,679.4107,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003621,E00602,ACC-0001950,AD,2024-05-13 16:09:47,EXTERNAL,telegram.org,129.7693,14,Y,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003622,E00602,ACC-0001951,MAIL,2024-06-27 04:29:32,INTERNAL,corp.local,225.5391,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003623,E00602,ACC-0001951,MAIL,2024-11-20 01:50:37,EXTERNAL,github.com,277.8592,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003624,E00602,ACC-0001951,MAIL,2024-05-25 08:31:43,EXTERNAL,telegram.org,386.5001,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003625,E00602,ACC-0001952,VPN,2024-12-03 21:50:24,EXTERNAL,telegram.org,288.4831,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003626,E00602,ACC-0001952,VPN,2024-02-10 23:15:00,EXTERNAL,github.com,91.6796,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003627,E00602,ACC-0001952,VPN,2024-03-05 07:21:15,EXTERNAL,dropbox.com,482.4635,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003628,E00602,ACC-0001952,VPN,2024-11-24 17:22:47,EXTERNAL,drive.google.com,784.8901,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003629,E00603,ACC-0001954,AD,2024-09-06 21:29:03,EXTERNAL,telegram.org,730.1914,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003630,E00603,ACC-0001954,AD,2024-12-17 08:05:40,EXTERNAL,drive.google.com,230.0724,4,Y,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003631,E00603,ACC-0001955,VPN,2024-11-26 04:20:35,EXTERNAL,github.com,733.5336,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003632,E00604,ACC-0001958,AD,2024-01-27 02:24:27,EXTERNAL,telegram.org,25.9418,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003633,E00604,ACC-0001958,AD,2024-04-16 06:13:42,INTERNAL,intranet.local,10.0061,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003634,E00604,ACC-0001959,MAIL,2024-04-24 09:16:31,EXTERNAL,telegram.org,215.9715,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003635,E00604,ACC-0001960,VPN,2024-06-27 13:51:12,EXTERNAL,dropbox.com,122.4911,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003636,E00605,ACC-0001963,AD,2024-04-26 16:36:05,EXTERNAL,drive.google.com,571.0995,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003637,E00605,ACC-0001964,MAIL,2024-08-30 09:00:50,INTERNAL,corp.local,844.6839,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003638,E00605,ACC-0001964,MAIL,2024-01-15 08:51:13,EXTERNAL,drive.google.com,637.4617,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003639,E00605,ACC-0001964,MAIL,2024-12-14 02:10:34,EXTERNAL,dropbox.com,679.2813,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003640,E00605,ACC-0001964,MAIL,2024-12-16 22:28:42,EXTERNAL,drive.google.com,147.0574,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003641,E00605,ACC-0001965,VPN,2024-07-16 11:52:08,INTERNAL,corp.local,606.6835,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003642,E00605,ACC-0001965,VPN,2024-07-20 22:52:54,EXTERNAL,dropbox.com,91.2971,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003643,E00605,ACC-0001965,VPN,2024-09-10 11:30:44,INTERNAL,corp.local,202.2924,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003644,E00605,ACC-0001965,VPN,2024-06-11 21:48:01,EXTERNAL,telegram.org,117.3739,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003645,E00606,ACC-0001967,AD,2024-12-10 18:36:59,EXTERNAL,drive.google.com,766.3376,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003646,E00606,ACC-0001967,AD,2024-10-08 23:26:34,INTERNAL,intranet.local,73.2494,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003647,E00606,ACC-0001967,AD,2024-01-31 14:55:24,EXTERNAL,telegram.org,749.1444,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003648,E00606,ACC-0001967,AD,2024-12-17 19:30:54,EXTERNAL,github.com,662.0889,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003649,E00606,ACC-0001968,MAIL,2024-07-07 03:11:49,EXTERNAL,dropbox.com,266.5356,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003650,E00606,ACC-0001968,MAIL,2024-03-29 15:00:34,INTERNAL,corp.local,165.3306,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003651,E00606,ACC-0001968,MAIL,2024-06-13 23:40:30,EXTERNAL,dropbox.com,676.4888,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003652,E00606,ACC-0001968,MAIL,2024-06-10 19:44:44,INTERNAL,intranet.local,5.8815,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003653,E00606,ACC-0001969,VPN,2024-04-17 21:25:48,EXTERNAL,dropbox.com,646.9642,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0003654,E00606,ACC-0001969,VPN,2024-04-10 23:39:10,INTERNAL,intranet.local,713.474,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
