src_activity_id,employee_src_id,activity_type_code,activity_type_name,activity_group,activity_status,detected_at,valid_from,valid_to,comment_text,source_system,load_dttm,batch_id
NWA-0001033,E00087,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-08-14 00:10:21,2024-08-14,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001034,E00898,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-04-02 20:21:03,2024-04-02,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001035,E00217,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-06-19 00:35:18,2024-06-19,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001036,E02045,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-04-17 17:58:58,2024-04-17,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001037,E00264,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-12-29 10:36:15,2024-12-29,2025-03-09,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001038,E00085,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-08-02 04:39:55,2024-08-02,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001039,E01221,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-04-13 16:23:07,2024-04-13,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001040,E00758,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-04-19 16:46:42,2024-04-19,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001041,E02377,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-08-10 01:41:33,2024-08-10,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001042,E00297,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-04-20 23:22:35,2024-04-20,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001043,E02004,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-02-02 18:59:04,2024-02-02,2024-04-14,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001044,E00097,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-05-09 09:50:45,2024-05-09,2024-07-28,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001045,E02934,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-08-22 21:28:24,2024-08-22,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001046,E00083,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-10-10 05:51:49,2024-10-10,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001047,E02836,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-09-23 23:45:06,2024-09-23,2024-11-22,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001048,E00254,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-03-02 05:57:05,2024-03-02,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001049,E00252,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-07-10 22:48:13,2024-07-10,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001050,E02142,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-06-22 15:41:05,2024-06-22,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001051,E02584,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-12-09 01:53:37,2024-12-09,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001052,E01484,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-07-30 09:51:36,2024-07-30,2024-08-15,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001053,E02491,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-12-17 18:14:59,2024-12-17,2025-02-09,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001054,E00162,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-06-04 11:05:28,2024-06-04,2024-08-12,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001055,E00047,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-11-29 05:09:42,2024-11-29,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001056,E02024,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-04-02 11:53:30,2024-04-02,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001057,E00012,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-09-04 00:41:50,2024-09-04,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001058,E01132,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-11-22 00:50:22,2024-11-22,2024-12-05,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001059,E00055,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-08-18 11:37:47,2024-08-18,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001060,E00250,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-03-22 11:24:58,2024-03-22,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001061,E00749,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-11-01 05:51:18,2024-11-01,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001062,E02203,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-09-14 08:19:11,2024-09-14,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001063,E01440,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-12-19 17:51:23,2024-12-19,2025-01-29,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001064,E01033,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-04-05 16:30:40,2024-04-05,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001065,E02861,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-07-07 07:36:50,2024-07-07,2024-09-08,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001066,E00066,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-10-03 04:44:09,2024-10-03,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001067,E01664,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-10-20 13:15:00,2024-10-20,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001068,E00680,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-12-12 15:14:45,2024-12-12,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001069,E00975,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-04-08 02:20:40,2024-04-08,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001070,E01937,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-05-25 16:01:52,2024-05-25,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001071,E00736,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-03-17 20:54:20,2024-03-17,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001072,E00193,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-04-22 12:04:30,2024-04-22,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001073,E00672,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-11-23 12:39:35,2024-11-23,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001074,E02415,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-08-28 12:01:02,2024-08-28,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001075,E01563,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-10-05 06:43:00,2024-10-05,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001076,E02630,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-06-28 23:58:26,2024-06-28,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001077,E02618,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-01-30 07:06:32,2024-01-30,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001078,E01864,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-08-22 12:06:35,2024-08-22,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001079,E00167,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-11-15 17:22:41,2024-11-15,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001080,E00174,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-08-26 21:59:25,2024-08-26,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001081,E00104,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-07-21 21:51:15,2024-07-21,2024-08-13,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001082,E02528,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-07-10 12:45:36,2024-07-10,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001083,E02798,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-08-23 13:33:29,2024-08-23,2024-11-09,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001084,E00513,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-04-19 04:28:56,2024-04-19,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001085,E00261,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-05-20 17:44:18,2024-05-20,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001086,E02323,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-06-14 22:26:23,2024-06-14,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001087,E00428,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-02-19 09:00:08,2024-02-19,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001088,E00041,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-02-10 13:22:46,2024-02-10,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001089,E02326,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-08-31 23:23:28,2024-08-31,2024-09-26,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001090,E00624,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-03-10 04:09:42,2024-03-10,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001091,E01295,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-06-16 06:45:18,2024-06-16,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001092,E00181,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-04-19 14:44:55,2024-04-19,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001093,E00153,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-06-28 19:34:14,2024-06-28,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001094,E00224,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-05-17 04:19:50,2024-05-17,2024-07-21,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001095,E01445,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-11-04 14:08:46,2024-11-04,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001096,E02965,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-02-10 14:26:17,2024-02-10,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001097,E00155,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-02-23 21:08:11,2024-02-23,2024-03-31,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001098,E00297,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-04-05 15:51:55,2024-04-05,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001099,E00127,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-10-22 03:00:06,2024-10-22,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001100,E00182,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-08-01 14:42:49,2024-08-01,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001101,E02758,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-09-25 09:16:58,2024-09-25,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001102,E00240,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-12-31 18:32:08,2024-12-31,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001103,E02930,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-08-01 16:44:03,2024-08-01,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001104,E01056,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-07-11 19:42:18,2024-07-11,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001105,E01145,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-07-28 04:38:11,2024-07-28,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001106,E01277,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-02-23 22:11:26,2024-02-23,2024-04-30,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001107,E02130,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-06-19 23:25:55,2024-06-19,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001108,E00221,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-06-23 18:05:09,2024-06-23,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001109,E00167,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-05-13 20:57:42,2024-05-13,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001110,E00475,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-05-05 20:33:26,2024-05-05,2024-07-04,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001111,E00602,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-06-20 06:40:26,2024-06-20,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001112,E00937,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-04-01 23:17:13,2024-04-01,2024-05-11,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001113,E00969,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-06-19 19:37:15,2024-06-19,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001114,E02190,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-11-05 12:49:35,2024-11-05,2024-11-22,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001115,E00243,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-06-17 04:26:41,2024-06-17,2024-08-21,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001116,E00104,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-03-11 22:51:18,2024-03-11,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001117,E01809,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-01-28 17:15:08,2024-01-28,2024-04-01,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001118,E00222,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-04-30 15:30:32,2024-04-30,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001119,E00014,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-06-27 20:20:05,2024-06-27,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001120,E02165,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-12-09 04:24:30,2024-12-09,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001121,E00231,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-03-28 18:51:22,2024-03-28,2024-05-02,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001122,E01996,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-04-12 07:40:06,2024-04-12,2024-05-21,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001123,E01573,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-01-04 17:30:31,2024-01-04,2024-01-24,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001124,E00613,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-03-12 08:54:08,2024-03-12,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001125,E00071,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-04-03 16:24:03,2024-04-03,2024-04-26,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001126,E00127,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-06-30 02:24:01,2024-06-30,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001127,E01952,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-12-02 13:31:47,2024-12-02,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001128,E02623,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-03-23 07:55:40,2024-03-23,2024-05-24,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001129,E00178,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-01-02 07:12:42,2024-01-02,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001130,E02845,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-12-06 03:52:47,2024-12-06,2025-02-13,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001131,E00297,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-01-27 04:00:08,2024-01-27,2024-04-05,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001132,E02392,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-07-17 10:17:52,2024-07-17,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001133,E00686,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-10-08 03:09:50,2024-10-08,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001134,E00220,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-07-22 17:04:10,2024-07-22,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001135,E00260,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-04-12 18:58:11,2024-04-12,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001136,E00242,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-12-06 23:01:34,2024-12-06,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001137,E00109,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-11-12 21:57:30,2024-11-12,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001138,E00613,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-12-12 11:47:50,2024-12-12,2025-02-15,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001139,E01187,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-02-16 07:47:53,2024-02-16,2024-03-08,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001140,E00133,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-12-14 09:02:17,2024-12-14,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001141,E00033,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-10-15 20:24:17,2024-10-15,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001142,E02340,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-03-17 20:02:02,2024-03-17,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001143,E00204,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-05-26 07:01:51,2024-05-26,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001144,E02776,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-07-24 21:00:30,2024-07-24,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001145,E01389,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-12-26 11:49:26,2024-12-26,2025-02-07,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001146,E02609,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-07-10 09:07:02,2024-07-10,2024-08-11,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001147,E01615,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-02-13 21:46:18,2024-02-13,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001148,E00044,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-08-22 16:52:39,2024-08-22,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001149,E00201,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-08-25 20:56:38,2024-08-25,2024-10-21,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0001150,E02760,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-02-11 11:49:49,2024-02-11,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
