src_incident_id,employee_src_id,incident_code,incident_name,severity_level,incident_status,detected_at,closed_at,channel_name,source_system,load_dttm,batch_id
IB-0001763,E02915,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-12-19 21:46:45,2024-12-20 08:46:45,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001764,E02307,USB_COPY,Копирование данных на внешний носитель,HIGH,OPEN,2024-08-28 03:43:31,,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001765,E00165,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-02-13 12:03:03,2024-02-16 15:03:03,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001766,E01020,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-11-06 07:20:27,2024-11-11 14:20:27,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001767,E00314,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-12-13 08:05:38,2024-12-19 14:05:38,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001768,E02032,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-05-14 15:58:01,2024-05-16 21:58:01,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001769,E00039,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-10-20 13:31:23,2024-10-21 20:31:23,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001770,E02713,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-09-06 12:26:18,2024-09-07 14:26:18,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001771,E00226,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-03-13 23:56:43,2024-03-23 09:56:43,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001772,E00843,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-06-13 20:51:53,2024-06-20 21:51:53,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001773,E00144,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-12-20 23:04:22,2024-12-27 06:04:22,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001774,E00561,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-03-25 17:46:18,2024-03-25 18:46:18,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001775,E00163,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,OPEN,2024-11-13 23:41:47,,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001776,E00270,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,OPEN,2024-09-11 18:01:51,,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001777,E00094,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-04-25 19:50:24,2024-04-26 02:50:24,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001778,E02011,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-04-20 19:19:14,2024-04-29 07:19:14,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001779,E02667,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-04-04 12:42:24,2024-04-14 00:42:24,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001780,E02019,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-02-25 04:50:48,2024-03-01 13:50:48,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001781,E02255,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-10-15 10:24:52,2024-10-20 12:24:52,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001782,E00469,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-06-12 10:25:30,2024-06-15 15:25:30,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001783,E00964,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-07-11 11:24:39,2024-07-14 20:24:39,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001784,E00289,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-02-26 10:56:52,2024-03-05 11:56:52,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001785,E00121,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-04-09 03:54:19,2024-04-17 08:54:19,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001786,E01121,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-06-16 06:40:19,2024-06-20 08:40:19,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001787,E00046,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-01-15 23:41:43,2024-01-17 07:41:43,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001788,E00087,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-06-20 18:12:29,2024-06-20 20:12:29,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001789,E01237,USB_COPY,Копирование данных на внешний носитель,HIGH,OPEN,2024-07-18 04:18:15,,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001790,E00041,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,OPEN,2024-06-19 15:37:12,,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001791,E02914,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-09-30 00:52:41,2024-10-01 02:52:41,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001792,E00485,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-04-29 04:39:43,2024-04-29 08:39:43,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001793,E00265,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-03-05 14:49:45,2024-03-05 20:49:45,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001794,E00139,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-05-16 04:08:49,2024-05-18 16:08:49,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001795,E01011,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-07-15 17:27:18,2024-07-19 01:27:18,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001796,E00137,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-03-18 01:15:53,2024-03-28 06:15:53,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001797,E00174,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-05-17 13:07:30,2024-05-23 14:07:30,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001798,E00004,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-02-06 00:10:27,2024-02-12 11:10:27,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001799,E00077,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-07-21 23:32:17,2024-07-31 07:32:17,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001800,E02829,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-09-10 01:39:36,2024-09-17 13:39:36,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001801,E02173,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-07-26 19:18:02,2024-07-27 05:18:02,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001802,E02585,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-01-09 08:10:17,2024-01-18 12:10:17,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001803,E00294,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-06-06 19:48:22,2024-06-11 20:48:22,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001804,E00211,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-11-28 11:44:00,2024-11-28 15:44:00,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001805,E02574,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-08-06 05:58:02,2024-08-13 13:58:02,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001806,E00216,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-11-10 18:08:11,2024-11-20 00:08:11,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001807,E00509,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,OPEN,2024-11-11 01:52:25,,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001808,E00199,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-08-11 17:26:00,2024-08-13 19:26:00,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001809,E02860,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-11-24 01:33:19,2024-12-01 07:33:19,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001810,E00050,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-06-10 03:12:15,2024-06-11 14:12:15,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001811,E00157,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-08-13 05:36:11,2024-08-17 17:36:11,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001812,E00960,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,OPEN,2024-09-18 19:36:25,,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001813,E02257,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,OPEN,2024-11-15 17:49:29,,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001814,E02107,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-07-07 21:42:03,2024-07-18 08:42:03,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001815,E00228,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-06-29 15:15:48,2024-06-30 18:15:48,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001816,E01384,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-06-06 07:12:22,2024-06-09 08:12:22,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001817,E02320,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-08-05 06:19:58,2024-08-09 09:19:58,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001818,E00180,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-11-01 17:00:25,2024-11-09 21:00:25,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001819,E02763,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-11-10 10:44:40,2024-11-15 17:44:40,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001820,E02273,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-09-13 03:24:09,2024-09-15 10:24:09,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001821,E02611,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-10-03 02:46:13,2024-10-04 08:46:13,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001822,E02986,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-11-20 14:08:40,2024-11-27 15:08:40,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001823,E00002,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-10-09 14:51:16,2024-10-10 21:51:16,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001824,E00206,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-04-08 20:50:40,2024-04-18 22:50:40,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001825,E02068,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-01-24 10:30:31,2024-01-31 16:30:31,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001826,E00155,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-03-23 16:14:18,2024-04-03 01:14:18,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001827,E00757,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-07-12 00:45:51,2024-07-22 08:45:51,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001828,E02982,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,OPEN,2024-06-27 01:26:51,,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001829,E00496,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-05-12 06:57:59,2024-05-17 08:57:59,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001830,E00285,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-08-01 19:58:36,2024-08-04 02:58:36,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001831,E02399,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-08-26 15:35:56,2024-09-01 22:35:56,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001832,E00221,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-12-19 15:04:35,2024-12-23 00:04:35,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001833,E02649,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,OPEN,2024-06-27 09:40:40,,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001834,E02739,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-02-21 21:12:58,2024-02-21 22:12:58,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001835,E01935,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-11-19 02:29:27,2024-11-28 03:29:27,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001836,E00126,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-07-21 00:29:43,2024-07-29 11:29:43,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001837,E02888,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-10-18 20:06:57,2024-10-28 00:06:57,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001838,E00018,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-12-11 08:53:42,2024-12-14 13:53:42,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001839,E02755,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-07-09 23:02:59,2024-07-18 07:02:59,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001840,E00721,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-06-08 04:02:24,2024-06-15 09:02:24,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001841,E01618,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,OPEN,2024-06-20 12:23:59,,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001842,E02773,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-02-04 21:06:39,2024-02-13 00:06:39,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001843,E02401,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-07-12 13:32:07,2024-07-17 14:32:07,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001844,E00171,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,OPEN,2024-10-20 03:12:32,,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001845,E00736,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-08-25 11:11:11,2024-08-28 12:11:11,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001846,E00200,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,OPEN,2024-05-14 02:33:10,,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001847,E00913,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-01-04 22:13:25,2024-01-05 06:13:25,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001848,E00161,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-03-29 04:43:41,2024-04-04 13:43:41,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001849,E00077,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-06-29 13:58:04,2024-07-06 19:58:04,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001850,E00286,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-07-06 06:18:54,2024-07-15 16:18:54,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001851,E00184,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-06-04 03:03:17,2024-06-10 13:03:17,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001852,E00253,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-03-30 12:51:52,2024-04-03 15:51:52,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001853,E01454,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-03-02 21:09:52,2024-03-11 01:09:52,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001854,E00113,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,OPEN,2024-09-18 19:42:51,,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001855,E00852,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-01-14 17:26:23,2024-01-18 05:26:23,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001856,E02863,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-01-03 16:21:54,2024-01-12 21:21:54,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001857,E01029,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-03-20 09:16:34,2024-03-20 14:16:34,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001858,E00101,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-09-02 13:03:02,2024-09-10 17:03:02,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001859,E02600,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-02-19 15:57:09,2024-02-27 00:57:09,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001860,E00113,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-02-09 05:38:45,2024-02-19 16:38:45,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001861,E02815,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-07-04 10:47:42,2024-07-13 21:47:42,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001862,E02673,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-04-24 20:59:05,2024-04-30 01:59:05,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001863,E02831,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-02-07 05:28:17,2024-02-17 17:28:17,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001864,E02740,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-06-17 23:12:15,2024-06-23 03:12:15,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001865,E01845,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-09-08 12:56:09,2024-09-17 19:56:09,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001866,E01078,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-07-23 08:17:17,2024-07-26 19:17:17,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001867,E00234,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-12-19 11:28:39,2024-12-29 22:28:39,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001868,E00329,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-01-09 21:02:42,2024-01-11 07:02:42,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001869,E02762,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-05-14 03:47:02,2024-05-15 14:47:02,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001870,E00006,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-06-18 06:59:35,2024-06-28 15:59:35,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001871,E00151,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-09-07 23:19:19,2024-09-12 07:19:19,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001872,E01220,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-08-12 02:05:10,2024-08-18 06:05:10,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001873,E01468,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-02-04 13:47:27,2024-02-04 17:47:27,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001874,E00076,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,OPEN,2024-05-28 00:25:23,,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001875,E00290,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-04-03 23:43:43,2024-04-11 04:43:43,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001876,E01699,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-08-19 16:26:35,2024-08-28 22:26:35,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001877,E00285,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-05-15 02:20:57,2024-05-19 09:20:57,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001878,E02714,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,OPEN,2024-03-18 01:05:42,,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001879,E00890,USB_COPY,Копирование данных на внешний носитель,HIGH,OPEN,2024-01-21 19:21:31,,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001880,E00075,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-12-31 01:34:17,2025-01-10 08:34:17,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001881,E00688,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-10-12 18:26:10,2024-10-19 22:26:10,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001882,E00105,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-12-22 13:32:15,2024-12-26 23:32:15,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001883,E00268,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-09-16 05:50:49,2024-09-17 15:50:49,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001884,E00006,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-08-01 02:23:57,2024-08-07 14:23:57,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001885,E00852,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-06-09 12:42:15,2024-06-16 21:42:15,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001886,E02106,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-08-26 11:14:46,2024-08-30 13:14:46,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001887,E00239,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,OPEN,2024-09-17 13:11:50,,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001888,E01700,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-12-21 11:08:08,2024-12-31 22:08:08,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001889,E02291,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-01-06 14:57:13,2024-01-13 18:57:13,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001890,E02354,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-04-09 00:13:40,2024-04-12 12:13:40,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001891,E02250,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-10-16 00:26:58,2024-10-21 03:26:58,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001892,E01594,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-05-13 21:29:38,2024-05-15 06:29:38,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001893,E01241,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,OPEN,2024-06-20 20:47:46,,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0001894,E01121,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-11-12 15:02:12,2024-11-13 01:02:12,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
