src_absence_event_id,employee_src_id,absence_type_code,absence_type_name,absence_reason_group,start_date,end_date,duration_days,approved_flag,source_system,load_dttm,batch_id
ABS-0000355,E00250,DAY_OFF,Отгул,WORKLOAD,2024-05-26,2024-06-06,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000356,E00252,SICK_LEAVE,Больничный,HEALTH,2024-07-07,2024-07-16,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000357,E00253,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-10-05,2024-10-10,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000358,E00253,VACATION,Ежегодный отпуск,PLANNED,2024-03-23,2024-03-31,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000359,E00253,SICK_LEAVE,Больничный,HEALTH,2024-01-29,2024-02-06,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000360,E00254,DAY_OFF,Отгул,WORKLOAD,2024-03-01,2024-03-02,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000361,E00255,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-12-02,2024-12-03,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000362,E00255,DAY_OFF,Отгул,WORKLOAD,2024-02-05,2024-02-11,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000363,E00255,VACATION,Ежегодный отпуск,PLANNED,2024-09-07,2024-09-25,19,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000364,E00257,VACATION,Ежегодный отпуск,PLANNED,2024-07-31,2024-08-09,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000365,E00259,DAY_OFF,Отгул,WORKLOAD,2024-04-02,2024-04-04,3,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000366,E00259,DAY_OFF,Отгул,WORKLOAD,2024-08-06,2024-08-07,2,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000367,E00259,VACATION,Ежегодный отпуск,PLANNED,2024-03-25,2024-04-02,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000368,E00259,SICK_LEAVE,Больничный,HEALTH,2024-11-21,2024-12-04,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000369,E00260,VACATION,Ежегодный отпуск,PLANNED,2024-11-12,2024-11-23,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000370,E00260,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-09-20,2024-09-30,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000371,E00261,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-10-03,2024-10-13,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000372,E00261,VACATION,Ежегодный отпуск,PLANNED,2024-04-20,2024-04-26,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000373,E00261,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-06-05,2024-06-11,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000374,E00262,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-01-23,2024-02-02,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000375,E00262,VACATION,Ежегодный отпуск,PLANNED,2024-03-27,2024-04-16,21,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000376,E00263,VACATION,Ежегодный отпуск,PLANNED,2024-07-23,2024-07-31,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000377,E00263,SICK_LEAVE,Больничный,HEALTH,2024-05-12,2024-05-15,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000378,E00263,SICK_LEAVE,Больничный,HEALTH,2024-07-31,2024-08-06,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000379,E00264,DAY_OFF,Отгул,WORKLOAD,2024-06-22,2024-07-05,14,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000380,E00264,SICK_LEAVE,Больничный,HEALTH,2024-09-04,2024-09-14,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000381,E00265,VACATION,Ежегодный отпуск,PLANNED,2024-04-19,2024-05-01,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000382,E00265,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-06-17,2024-06-20,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000383,E00265,DAY_OFF,Отгул,WORKLOAD,2024-10-04,2024-10-12,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000384,E00266,SICK_LEAVE,Больничный,HEALTH,2024-02-13,2024-02-22,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000385,E00266,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-07-25,2024-08-05,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000386,E00266,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-05-05,2024-05-10,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000387,E00266,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-06-06,2024-06-06,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000388,E00267,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-07-21,2024-07-26,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000389,E00267,DAY_OFF,Отгул,WORKLOAD,2024-04-30,2024-05-04,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000390,E00272,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-08-07,2024-08-15,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000391,E00272,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-10-14,2024-10-16,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000392,E00273,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-09-18,2024-09-23,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000393,E00275,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-03-15,2024-03-17,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000394,E00276,SICK_LEAVE,Больничный,HEALTH,2024-12-05,2024-12-14,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000395,E00277,DAY_OFF,Отгул,WORKLOAD,2024-02-02,2024-02-13,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000396,E00278,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-05-24,2024-05-25,2,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000397,E00278,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-10-11,2024-10-14,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000398,E00279,VACATION,Ежегодный отпуск,PLANNED,2024-03-22,2024-04-06,16,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000399,E00281,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-07-26,2024-07-26,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000400,E00283,DAY_OFF,Отгул,WORKLOAD,2024-04-07,2024-04-15,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000401,E00283,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-09-10,2024-09-15,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000402,E00283,VACATION,Ежегодный отпуск,PLANNED,2024-11-02,2024-11-14,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000403,E00283,VACATION,Ежегодный отпуск,PLANNED,2024-07-09,2024-07-20,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000404,E00284,DAY_OFF,Отгул,WORKLOAD,2024-03-10,2024-03-14,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000405,E00285,DAY_OFF,Отгул,WORKLOAD,2024-08-03,2024-08-12,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000406,E00286,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-08-19,2024-08-21,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000407,E00286,DAY_OFF,Отгул,WORKLOAD,2024-06-16,2024-06-29,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000408,E00287,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-06-16,2024-06-27,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000409,E00287,VACATION,Ежегодный отпуск,PLANNED,2024-05-24,2024-06-08,16,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000410,E00287,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-10-08,2024-10-12,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000411,E00290,DAY_OFF,Отгул,WORKLOAD,2024-11-17,2024-11-29,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000412,E00290,VACATION,Ежегодный отпуск,PLANNED,2024-01-31,2024-02-17,18,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000413,E00290,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-11-22,2024-12-02,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000414,E00290,VACATION,Ежегодный отпуск,PLANNED,2024-11-21,2024-11-28,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000415,E00291,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-05-17,2024-05-30,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000416,E00291,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-01-14,2024-01-22,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000417,E00292,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-08-17,2024-08-24,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000418,E00292,SICK_LEAVE,Больничный,HEALTH,2024-08-01,2024-08-04,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000419,E00294,VACATION,Ежегодный отпуск,PLANNED,2024-08-14,2024-08-27,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000420,E00294,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-05-03,2024-05-04,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000421,E00295,DAY_OFF,Отгул,WORKLOAD,2024-06-01,2024-06-11,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000422,E00297,SICK_LEAVE,Больничный,HEALTH,2024-06-05,2024-06-18,14,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000423,E00297,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-01-28,2024-02-02,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000424,E00299,VACATION,Ежегодный отпуск,PLANNED,2024-05-01,2024-05-10,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000425,E00300,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-04-06,2024-04-10,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000426,E00300,DAY_OFF,Отгул,WORKLOAD,2024-08-08,2024-08-13,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000427,E00301,SICK_LEAVE,Больничный,HEALTH,2024-01-01,2024-01-07,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000428,E00303,SICK_LEAVE,Больничный,HEALTH,2024-09-03,2024-09-09,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000429,E00303,SICK_LEAVE,Больничный,HEALTH,2024-03-29,2024-04-03,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000430,E00305,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-07-10,2024-07-17,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000431,E00305,SICK_LEAVE,Больничный,HEALTH,2024-12-03,2024-12-15,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000432,E00306,SICK_LEAVE,Больничный,HEALTH,2024-11-14,2024-11-25,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000433,E00306,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-10-31,2024-11-13,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000434,E00306,SICK_LEAVE,Больничный,HEALTH,2024-08-12,2024-08-25,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000435,E00306,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-10-20,2024-10-24,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000436,E00307,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-07-05,2024-07-10,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000437,E00307,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-11-29,2024-11-30,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000438,E00307,DAY_OFF,Отгул,WORKLOAD,2024-11-10,2024-11-16,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000439,E00307,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-03-16,2024-03-21,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000440,E00308,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-10-11,2024-10-18,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000441,E00308,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-07-05,2024-07-09,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000442,E00308,SICK_LEAVE,Больничный,HEALTH,2024-09-26,2024-10-04,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000443,E00309,SICK_LEAVE,Больничный,HEALTH,2024-05-14,2024-05-21,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000444,E00309,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-12-04,2024-12-12,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000445,E00309,DAY_OFF,Отгул,WORKLOAD,2024-07-21,2024-08-03,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000446,E00310,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-05-11,2024-05-20,10,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000447,E00310,SICK_LEAVE,Больничный,HEALTH,2024-05-28,2024-06-05,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000448,E00310,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-06-29,2024-07-08,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000449,E00312,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-07-18,2024-07-26,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000450,E00312,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-04-06,2024-04-16,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000451,E00312,VACATION,Ежегодный отпуск,PLANNED,2024-11-05,2024-11-22,18,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000452,E00314,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-07-30,2024-07-30,1,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000453,E00314,SICK_LEAVE,Больничный,HEALTH,2024-12-04,2024-12-15,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000454,E00315,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-05-21,2024-05-30,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000455,E00315,VACATION,Ежегодный отпуск,PLANNED,2024-03-21,2024-04-08,19,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000456,E00316,VACATION,Ежегодный отпуск,PLANNED,2024-08-06,2024-08-12,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000457,E00316,VACATION,Ежегодный отпуск,PLANNED,2024-11-21,2024-12-10,20,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000458,E00317,DAY_OFF,Отгул,WORKLOAD,2024-07-12,2024-07-23,12,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000459,E00318,DAY_OFF,Отгул,WORKLOAD,2024-12-04,2024-12-08,5,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000460,E00319,SICK_LEAVE,Больничный,HEALTH,2024-09-15,2024-09-26,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000461,E00321,SICK_LEAVE,Больничный,HEALTH,2024-10-01,2024-10-11,11,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000462,E00321,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-02-28,2024-03-02,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000463,E00321,DAY_OFF,Отгул,WORKLOAD,2024-12-02,2024-12-09,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000464,E00324,VACATION,Ежегодный отпуск,PLANNED,2024-05-24,2024-06-02,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000465,E00324,VACATION,Ежегодный отпуск,PLANNED,2024-11-30,2024-12-12,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000466,E00324,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-10,2024-02-13,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000467,E00324,SICK_LEAVE,Больничный,HEALTH,2024-05-24,2024-06-05,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000468,E00325,SICK_LEAVE,Больничный,HEALTH,2024-09-05,2024-09-11,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000469,E00325,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-08-25,2024-08-31,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000470,E00325,DAY_OFF,Отгул,WORKLOAD,2024-10-28,2024-11-10,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000471,E00326,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-01-23,2024-02-05,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000472,E00328,DAY_OFF,Отгул,WORKLOAD,2024-11-15,2024-11-19,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000473,E00329,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-10-21,2024-10-21,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000474,E00330,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-19,2024-02-19,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000475,E00332,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-10-30,2024-11-04,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000476,E00332,VACATION,Ежегодный отпуск,PLANNED,2024-05-30,2024-06-15,17,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000477,E00333,DAY_OFF,Отгул,WORKLOAD,2024-10-19,2024-11-01,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000478,E00333,VACATION,Ежегодный отпуск,PLANNED,2024-06-18,2024-07-06,19,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000479,E00334,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-09-15,2024-09-16,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000480,E00334,VACATION,Ежегодный отпуск,PLANNED,2024-05-31,2024-06-15,16,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000481,E00334,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-05-10,2024-05-16,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000482,E00334,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-01-01,2024-01-06,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000483,E00335,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-01-22,2024-01-29,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000484,E00335,DAY_OFF,Отгул,WORKLOAD,2024-08-19,2024-08-24,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000485,E00335,VACATION,Ежегодный отпуск,PLANNED,2024-09-08,2024-09-21,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000486,E00335,VACATION,Ежегодный отпуск,PLANNED,2024-11-17,2024-12-02,16,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000487,E00337,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-08-30,2024-09-06,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000488,E00337,VACATION,Ежегодный отпуск,PLANNED,2024-11-07,2024-11-16,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000489,E00337,SICK_LEAVE,Больничный,HEALTH,2024-08-01,2024-08-01,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000490,E00340,SICK_LEAVE,Больничный,HEALTH,2024-05-07,2024-05-12,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000491,E00341,DAY_OFF,Отгул,WORKLOAD,2024-05-08,2024-05-13,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000492,E00341,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-01-18,2024-01-23,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000493,E00341,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-06-26,2024-07-09,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000494,E00341,DAY_OFF,Отгул,WORKLOAD,2024-01-26,2024-01-26,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000495,E00342,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-10-18,2024-10-31,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000496,E00342,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-03-17,2024-03-26,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000497,E00342,VACATION,Ежегодный отпуск,PLANNED,2024-05-27,2024-06-11,16,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000498,E00344,DAY_OFF,Отгул,WORKLOAD,2024-07-20,2024-07-29,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000499,E00344,DAY_OFF,Отгул,WORKLOAD,2024-06-08,2024-06-09,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000500,E00345,VACATION,Ежегодный отпуск,PLANNED,2024-09-29,2024-10-19,21,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000501,E00347,SICK_LEAVE,Больничный,HEALTH,2024-05-05,2024-05-06,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000502,E00349,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-12-01,2024-12-04,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000503,E00349,DAY_OFF,Отгул,WORKLOAD,2024-12-06,2024-12-13,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000504,E00350,VACATION,Ежегодный отпуск,PLANNED,2024-08-06,2024-08-19,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000505,E00350,SICK_LEAVE,Больничный,HEALTH,2024-05-15,2024-05-28,14,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000506,E00351,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-03-06,2024-03-14,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000507,E00351,DAY_OFF,Отгул,WORKLOAD,2024-10-01,2024-10-10,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000508,E00351,DAY_OFF,Отгул,WORKLOAD,2024-10-30,2024-11-05,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000509,E00351,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-07-06,2024-07-17,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000510,E00355,VACATION,Ежегодный отпуск,PLANNED,2024-05-21,2024-06-01,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000511,E00355,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-11-11,2024-11-22,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000512,E00356,SICK_LEAVE,Больничный,HEALTH,2024-08-11,2024-08-16,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000513,E00358,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-10-24,2024-11-06,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000514,E00359,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-01-08,2024-01-11,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000515,E00359,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-08-30,2024-08-31,2,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000516,E00361,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-11-11,2024-11-22,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000517,E00361,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-01-15,2024-01-15,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000518,E00361,VACATION,Ежегодный отпуск,PLANNED,2024-09-18,2024-10-04,17,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000519,E00361,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-04-25,2024-04-28,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000520,E00362,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-01-08,2024-01-13,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0000521,E00362,SICK_LEAVE,Больничный,HEALTH,2024-06-17,2024-06-27,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
