src_advance_report_id,employee_src_id,report_period,total_amount_rub,approved_amount_rub,rejected_amount_rub,overdue_days,report_status,approver_employee_src_id,source_system,load_dttm,batch_id
ADV-0000420,E00494,2024-10-01,120260.0,120260.0,0.0,0,CLOSED,E00158,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000421,E00496,2024-10-01,16791.43,16791.43,0.0,0,CLOSED,E00239,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000422,E00497,2024-05-01,122333.94,122333.94,0.0,0,IN_REVIEW,E00342,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000423,E00498,2024-06-01,108054.37,108054.37,0.0,20,OVERDUE,E00302,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000424,E00500,2024-09-01,47757.63,47757.63,0.0,0,APPROVED,E00203,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000425,E00500,2024-06-01,26460.54,26460.54,0.0,0,IN_REVIEW,E00203,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000426,E00501,2024-09-01,52323.58,52323.58,0.0,0,APPROVED,E00388,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000427,E00505,2024-12-01,48422.55,48422.55,0.0,0,IN_REVIEW,E00058,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000428,E00506,2024-09-01,161132.32,135425.9,25706.42,27,OVERDUE,E00289,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000429,E00506,2024-06-01,44274.01,44274.01,0.0,0,IN_REVIEW,E00289,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000430,E00507,2024-04-01,168702.37,168702.37,0.0,0,APPROVED,E00136,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000431,E00507,2024-10-01,54186.98,54186.98,0.0,0,APPROVED,E00136,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000432,E00510,2024-11-01,171272.04,171272.04,0.0,0,CLOSED,E00011,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000433,E00510,2024-11-01,103390.58,103390.58,0.0,0,APPROVED,E00011,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000434,E00511,2024-10-01,78691.24,78691.24,0.0,0,IN_REVIEW,E00351,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000435,E00511,2024-08-01,75024.28,75024.28,0.0,0,CLOSED,E00351,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000436,E00513,2024-11-01,89684.04,89684.04,0.0,0,APPROVED,E00417,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000437,E00514,2024-05-01,168425.32,168425.32,0.0,0,APPROVED,E00163,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000438,E00514,2024-02-01,140752.87,140752.87,0.0,0,IN_REVIEW,E00163,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000439,E00515,2024-06-01,84643.49,84643.49,0.0,0,CLOSED,E00030,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000440,E00516,2024-05-01,127099.89,127099.89,0.0,8,OVERDUE,E00370,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000441,E00517,2024-08-01,113742.3,113742.3,0.0,0,IN_REVIEW,E00127,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000442,E00518,2024-12-01,48649.68,48649.68,0.0,0,CLOSED,E00486,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000443,E00519,2024-06-01,31595.27,31595.27,0.0,0,APPROVED,E00093,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000444,E00519,2024-02-01,175912.31,175912.31,0.0,27,OVERDUE,E00093,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000445,E00520,2024-04-01,46094.11,46094.11,0.0,4,OVERDUE,E00231,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000446,E00520,2024-12-01,136142.38,95289.23,40853.15,16,OVERDUE,E00231,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000447,E00523,2024-04-01,135322.53,135322.53,0.0,0,CLOSED,E00471,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000448,E00524,2024-09-01,29799.14,29799.14,0.0,0,APPROVED,E00008,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000449,E00526,2024-03-01,126797.41,126797.41,0.0,0,CLOSED,E00306,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000450,E00529,2024-04-01,169099.2,169099.2,0.0,0,APPROVED,E00228,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000451,E00531,2024-06-01,166576.02,166576.02,0.0,0,CLOSED,E00265,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000452,E00531,2024-06-01,50917.76,38556.32,12361.44,0,CLOSED,E00265,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000453,E00533,2024-10-01,127819.15,127819.15,0.0,0,CLOSED,E00302,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000454,E00537,2024-01-01,160286.63,129625.75,30660.88,0,CLOSED,E00005,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000455,E00538,2024-01-01,83234.23,83234.23,0.0,0,CLOSED,E00091,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000456,E00539,2024-03-01,47198.51,47198.51,0.0,0,CLOSED,E00489,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000457,E00539,2024-02-01,89322.2,89322.2,0.0,0,APPROVED,E00489,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000458,E00540,2024-07-01,97196.7,92032.8,5163.9,0,IN_REVIEW,E00330,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000459,E00541,2024-03-01,60980.01,60980.01,0.0,0,APPROVED,E00255,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000460,E00542,2024-11-01,92933.86,92933.86,0.0,0,CLOSED,E00314,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000461,E00543,2024-06-01,115418.34,115418.34,0.0,0,APPROVED,E00537,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000462,E00544,2024-09-01,82225.85,82225.85,0.0,0,IN_REVIEW,E00193,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000463,E00545,2024-04-01,165849.87,165849.87,0.0,0,APPROVED,E00135,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000464,E00545,2024-04-01,45089.49,45089.49,0.0,0,APPROVED,E00135,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000465,E00548,2024-09-01,101215.12,101215.12,0.0,0,APPROVED,E00427,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000466,E00548,2024-01-01,136838.76,100002.63,36836.13,0,APPROVED,E00427,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000467,E00551,2024-06-01,41944.37,41944.37,0.0,0,CLOSED,E00108,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000468,E00552,2024-01-01,67720.22,67720.22,0.0,0,CLOSED,E00510,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000469,E00554,2024-09-01,173782.78,113439.9,60342.88,11,OVERDUE,E00493,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000470,E00555,2024-02-01,57184.48,57184.48,0.0,0,IN_REVIEW,E00506,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000471,E00557,2024-02-01,31728.82,31728.82,0.0,0,CLOSED,E00298,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000472,E00558,2024-02-01,172897.42,143885.88,29011.54,0,CLOSED,E00047,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000473,E00562,2024-10-01,50437.92,50437.92,0.0,0,CLOSED,E00495,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000474,E00563,2024-03-01,108785.4,108785.4,0.0,0,APPROVED,E00030,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000475,E00564,2024-05-01,96271.65,96271.65,0.0,25,OVERDUE,E00452,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000476,E00566,2024-12-01,128519.23,128519.23,0.0,0,APPROVED,E00347,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000477,E00567,2024-11-01,70432.11,70432.11,0.0,0,CLOSED,E00395,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000478,E00570,2024-10-01,98592.99,98592.99,0.0,0,IN_REVIEW,E00388,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000479,E00571,2024-02-01,83795.91,83795.91,0.0,0,CLOSED,E00459,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000480,E00571,2024-06-01,120761.88,106948.65,13813.23,0,APPROVED,E00459,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000481,E00572,2024-06-01,178913.78,178913.78,0.0,0,CLOSED,E00019,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000482,E00575,2024-10-01,11788.95,11788.95,0.0,0,IN_REVIEW,E00373,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000483,E00576,2024-11-01,6293.93,6293.93,0.0,0,IN_REVIEW,E00299,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000484,E00576,2024-01-01,71881.98,71881.98,0.0,0,IN_REVIEW,E00299,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000485,E00580,2024-01-01,128811.3,128811.3,0.0,0,CLOSED,E00517,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000486,E00581,2024-10-01,38668.39,38668.39,0.0,0,APPROVED,E00495,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000487,E00582,2024-05-01,95493.18,95493.18,0.0,0,IN_REVIEW,E00132,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000488,E00582,2024-05-01,59346.34,59346.34,0.0,0,IN_REVIEW,E00132,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000489,E00586,2024-01-01,13702.45,13702.45,0.0,0,CLOSED,E00298,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000490,E00587,2024-10-01,162913.82,147121.66,15792.16,0,IN_REVIEW,E00331,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000491,E00587,2024-09-01,130959.13,89411.49,41547.64,9,OVERDUE,E00331,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000492,E00588,2024-02-01,164582.02,164582.02,0.0,0,APPROVED,E00547,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000493,E00590,2024-08-01,159993.13,159993.13,0.0,0,APPROVED,E00165,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000494,E00591,2024-03-01,150072.9,150072.9,0.0,0,CLOSED,E00555,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000495,E00591,2024-02-01,25296.66,25296.66,0.0,0,APPROVED,E00555,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000496,E00593,2024-12-01,46986.79,46986.79,0.0,0,IN_REVIEW,E00397,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000497,E00593,2024-03-01,114178.96,83527.39,30651.57,0,IN_REVIEW,E00397,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000498,E00596,2024-11-01,108841.81,108841.81,0.0,0,APPROVED,E00077,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000499,E00598,2024-10-01,36724.89,36724.89,0.0,0,IN_REVIEW,E00159,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000500,E00598,2024-05-01,21998.45,16877.73,5120.72,0,APPROVED,E00159,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000501,E00599,2024-12-01,65481.09,65481.09,0.0,0,IN_REVIEW,E00587,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000502,E00599,2024-05-01,108573.94,108573.94,0.0,31,OVERDUE,E00587,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000503,E00600,2024-03-01,21730.38,21730.38,0.0,40,OVERDUE,E00189,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000504,E00601,2024-10-01,19622.37,19622.37,0.0,0,APPROVED,E00358,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000505,E00602,2024-01-01,172084.47,172084.47,0.0,18,OVERDUE,E00224,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000506,E00602,2024-08-01,56395.08,56395.08,0.0,0,APPROVED,E00224,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000507,E00604,2024-02-01,50849.72,50849.72,0.0,0,IN_REVIEW,E00329,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000508,E00604,2024-05-01,129014.06,129014.06,0.0,0,IN_REVIEW,E00329,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000509,E00605,2024-12-01,91768.15,91768.15,0.0,30,OVERDUE,E00384,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000510,E00606,2024-05-01,41492.82,41492.82,0.0,0,IN_REVIEW,E00198,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000511,E00606,2024-04-01,125287.26,125287.26,0.0,0,APPROVED,E00198,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000512,E00607,2024-01-01,178085.09,178085.09,0.0,0,IN_REVIEW,E00216,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000513,E00608,2024-11-01,16306.3,16306.3,0.0,0,IN_REVIEW,E00446,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000514,E00609,2024-01-01,149421.83,149421.83,0.0,0,CLOSED,E00340,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000515,E00610,2024-01-01,20995.97,20995.97,0.0,18,OVERDUE,E00589,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000516,E00610,2024-05-01,166750.37,166750.37,0.0,0,CLOSED,E00589,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000517,E00611,2024-04-01,58356.03,41271.74,17084.29,0,APPROVED,E00444,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000518,E00611,2024-10-01,66804.05,66804.05,0.0,0,CLOSED,E00444,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000519,E00613,2024-03-01,25618.74,25618.74,0.0,0,APPROVED,E00109,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000520,E00616,2024-10-01,71850.05,71850.05,0.0,0,CLOSED,E00383,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000521,E00618,2024-09-01,82482.85,82482.85,0.0,0,IN_REVIEW,E00525,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000522,E00618,2024-04-01,173466.23,153476.94,19989.29,0,IN_REVIEW,E00525,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000523,E00619,2024-04-01,116760.89,116760.89,0.0,0,CLOSED,E00186,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000524,E00619,2024-09-01,129560.26,93440.79,36119.47,0,CLOSED,E00186,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000525,E00621,2024-04-01,45135.34,45135.34,0.0,19,OVERDUE,E00499,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000526,E00621,2024-06-01,147978.54,147978.54,0.0,0,APPROVED,E00499,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000527,E00622,2024-05-01,64842.2,64842.2,0.0,0,APPROVED,E00072,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000528,E00623,2024-05-01,90232.25,90232.25,0.0,0,CLOSED,E00157,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000529,E00623,2024-02-01,117216.56,117216.56,0.0,0,IN_REVIEW,E00157,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000530,E00625,2024-11-01,88619.43,88619.43,0.0,0,IN_REVIEW,E00138,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000531,E00625,2024-02-01,163108.02,153718.0,9390.02,0,APPROVED,E00138,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000532,E00627,2024-01-01,163359.63,163359.63,0.0,0,IN_REVIEW,E00144,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000533,E00628,2024-10-01,24950.15,24950.15,0.0,27,OVERDUE,E00520,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000534,E00630,2024-12-01,117584.47,117584.47,0.0,0,CLOSED,E00604,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000535,E00631,2024-12-01,83885.15,83885.15,0.0,0,IN_REVIEW,E00407,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000536,E00632,2024-04-01,36197.53,36197.53,0.0,19,OVERDUE,E00144,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000537,E00632,2024-06-01,40086.49,40086.49,0.0,0,IN_REVIEW,E00144,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000538,E00634,2024-09-01,110708.81,98873.26,11835.55,0,APPROVED,E00379,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000539,E00635,2024-06-01,117966.92,117966.92,0.0,0,CLOSED,E00466,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000540,E00635,2024-01-01,73448.36,73448.36,0.0,0,APPROVED,E00466,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000541,E00636,2024-10-01,26880.01,26880.01,0.0,0,APPROVED,E00281,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000542,E00637,2024-06-01,60640.02,53422.01,7218.01,15,OVERDUE,E00388,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000543,E00637,2024-11-01,126303.39,106093.49,20209.9,40,OVERDUE,E00388,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000544,E00639,2024-05-01,153055.21,153055.21,0.0,0,CLOSED,E00619,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000545,E00639,2024-03-01,176987.92,176987.92,0.0,0,APPROVED,E00619,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000546,E00641,2024-01-01,24965.67,24965.67,0.0,0,CLOSED,E00425,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000547,E00644,2024-07-01,10992.61,10992.61,0.0,0,CLOSED,E00265,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000548,E00644,2024-09-01,17701.82,17701.82,0.0,0,CLOSED,E00265,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000549,E00645,2024-09-01,60587.29,60587.29,0.0,28,OVERDUE,E00291,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000550,E00647,2024-09-01,114498.72,114498.72,0.0,0,APPROVED,E00351,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000551,E00648,2024-01-01,69071.01,69071.01,0.0,0,CLOSED,E00112,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000552,E00650,2024-07-01,159787.97,159787.97,0.0,0,IN_REVIEW,E00545,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000553,E00651,2024-04-01,102352.5,102352.5,0.0,0,IN_REVIEW,E00553,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000554,E00654,2024-07-01,163921.04,130581.91,33339.13,0,IN_REVIEW,E00086,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000555,E00654,2024-08-01,167377.97,167377.97,0.0,0,IN_REVIEW,E00086,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000556,E00655,2024-02-01,31152.14,26758.0,4394.14,0,CLOSED,E00008,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000557,E00655,2024-03-01,179491.17,171511.39,7979.78,0,IN_REVIEW,E00008,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000558,E00658,2024-06-01,53198.31,53198.31,0.0,0,CLOSED,E00424,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000559,E00662,2024-09-01,148736.34,148736.34,0.0,0,CLOSED,E00652,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000560,E00663,2024-02-01,44049.11,44049.11,0.0,33,OVERDUE,E00446,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000561,E00664,2024-10-01,150724.28,150724.28,0.0,0,CLOSED,E00394,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000562,E00665,2024-04-01,21476.76,21476.76,0.0,0,APPROVED,E00180,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000563,E00666,2024-06-01,125191.56,81476.62,43714.94,0,APPROVED,E00035,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000564,E00670,2024-09-01,11668.89,11668.89,0.0,0,CLOSED,E00284,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000565,E00671,2024-07-01,52219.21,52219.21,0.0,35,OVERDUE,E00417,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000566,E00672,2024-05-01,155145.83,145202.12,9943.71,0,APPROVED,E00120,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000567,E00675,2024-10-01,62873.5,62873.5,0.0,0,IN_REVIEW,E00226,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000568,E00679,2024-09-01,164276.55,164276.55,0.0,0,APPROVED,E00248,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000569,E00682,2024-12-01,179438.19,179438.19,0.0,0,IN_REVIEW,E00589,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000570,E00682,2024-06-01,82627.8,82627.8,0.0,9,OVERDUE,E00589,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000571,E00683,2024-05-01,65289.0,65289.0,0.0,0,IN_REVIEW,E00591,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000572,E00683,2024-01-01,32687.23,31327.19,1360.04,0,APPROVED,E00591,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000573,E00686,2024-02-01,124463.61,124463.61,0.0,0,IN_REVIEW,E00334,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000574,E00687,2024-06-01,153758.54,153758.54,0.0,0,IN_REVIEW,E00483,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000575,E00687,2024-09-01,56018.99,56018.99,0.0,0,CLOSED,E00483,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000576,E00688,2024-02-01,8101.31,8101.31,0.0,0,CLOSED,E00382,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000577,E00688,2024-02-01,178418.39,178418.39,0.0,0,CLOSED,E00382,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000578,E00692,2024-03-01,105978.61,71220.49,34758.12,6,OVERDUE,E00576,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000579,E00692,2024-10-01,53098.18,53098.18,0.0,0,IN_REVIEW,E00576,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000580,E00694,2024-11-01,76869.41,63440.8,13428.61,0,CLOSED,E00369,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000581,E00695,2024-01-01,129064.41,129064.41,0.0,0,APPROVED,E00621,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000582,E00696,2024-10-01,103206.47,103206.47,0.0,36,OVERDUE,E00292,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000583,E00697,2024-02-01,25438.3,25438.3,0.0,0,IN_REVIEW,E00391,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000584,E00697,2024-07-01,149051.05,149051.05,0.0,0,CLOSED,E00391,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000585,E00698,2024-08-01,86832.98,86832.98,0.0,0,APPROVED,E00346,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000586,E00698,2024-09-01,158854.25,158854.25,0.0,0,CLOSED,E00346,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000587,E00699,2024-10-01,152750.91,152750.91,0.0,16,OVERDUE,E00352,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000588,E00700,2024-09-01,77698.45,55171.25,22527.2,0,IN_REVIEW,E00405,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000589,E00702,2024-11-01,157607.16,157607.16,0.0,21,OVERDUE,E00082,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000590,E00703,2024-08-01,133545.01,122621.0,10924.01,0,APPROVED,E00485,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000591,E00704,2024-07-01,42767.12,35456.76,7310.36,0,APPROVED,E00086,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000592,E00704,2024-02-01,171477.86,171477.86,0.0,11,OVERDUE,E00086,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000593,E00706,2024-05-01,14687.26,14687.26,0.0,0,APPROVED,E00175,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000594,E00708,2024-04-01,132702.65,132702.65,0.0,0,APPROVED,E00468,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000595,E00714,2024-02-01,143937.93,143937.93,0.0,0,APPROVED,E00662,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000596,E00714,2024-11-01,17914.83,17914.83,0.0,0,APPROVED,E00662,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000597,E00715,2024-08-01,85874.6,85874.6,0.0,0,CLOSED,E00246,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000598,E00719,2024-02-01,111134.61,111134.61,0.0,0,APPROVED,E00129,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000599,E00720,2024-07-01,93023.93,75844.0,17179.93,0,CLOSED,E00351,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000600,E00721,2024-06-01,78530.14,78530.14,0.0,4,OVERDUE,E00150,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000601,E00724,2024-08-01,66802.5,66802.5,0.0,0,APPROVED,E00214,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000602,E00725,2024-03-01,136594.01,136594.01,0.0,41,OVERDUE,E00044,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000603,E00726,2024-03-01,54642.16,54642.16,0.0,18,OVERDUE,E00306,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000604,E00726,2024-07-01,165909.64,165909.64,0.0,0,IN_REVIEW,E00306,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000605,E00727,2024-06-01,9655.69,9655.69,0.0,0,CLOSED,E00445,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000606,E00728,2024-10-01,37642.4,31043.11,6599.29,0,APPROVED,E00249,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000607,E00728,2024-05-01,61841.35,61841.35,0.0,0,IN_REVIEW,E00249,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000608,E00730,2024-04-01,169972.42,169972.42,0.0,0,APPROVED,E00641,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0000609,E00731,2024-09-01,60738.1,60738.1,0.0,0,CLOSED,E00129,finance_advance,2024-12-31 12:00:00,finance_batch_001
