src_card_txn_id,employee_src_id,transaction_dttm,merchant_name,mcc_code,transaction_category,amount_rub,currency_code,country_name,city_name,card_present_flag,reversal_flag,suspicious_flag,source_system,load_dttm,batch_id
CARD-0002792,E00890,2024-04-01 08:10:44,AeroTickets,5734,SOFTWARE,32976.03,RUB,UAE,Dubai,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002793,E00890,2024-10-27 21:56:30,Hotel Plaza,5311,RETAIL,85103.39,RUB,Russia,Kazan,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002794,E00893,2024-12-27 23:12:46,Hotel Plaza,5734,SOFTWARE,22614.96,RUB,Kazakhstan,Almaty,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002795,E00894,2024-07-28 12:30:57,Hotel Plaza,5812,RESTAURANT,103056.4,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002796,E00894,2024-09-26 19:47:36,Market24,5311,RETAIL,62274.01,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002797,E00894,2024-08-10 23:10:16,AeroTickets,5734,SOFTWARE,71947.16,RUB,UAE,Dubai,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002798,E00894,2024-04-11 04:33:08,TechStore,5812,RESTAURANT,104954.92,RUB,UAE,Dubai,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002799,E00894,2024-09-19 07:08:57,SoftCloud,5734,SOFTWARE,35180.3,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002800,E00895,2024-01-14 11:52:43,OfficeMarket,4511,TRAVEL,22349.97,RUB,Turkey,Istanbul,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002801,E00895,2024-01-13 16:36:42,SoftCloud,5734,SOFTWARE,30157.82,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002802,E00895,2024-04-09 09:36:41,AeroTickets,7011,HOTEL,36869.54,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002803,E00895,2024-06-30 09:44:42,TaxiGo,5311,RETAIL,51000.83,RUB,Kazakhstan,Almaty,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002804,E00895,2024-11-14 00:57:06,TaxiGo,7011,HOTEL,80227.71,RUB,Kazakhstan,Almaty,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002805,E00896,2024-08-04 14:53:12,TaxiGo,5732,ELECTRONICS,27319.7,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002806,E00897,2024-09-30 23:22:48,AeroTickets,5311,RETAIL,42114.06,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002807,E00898,2024-02-25 06:24:20,Market24,5734,SOFTWARE,26725.72,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002808,E00898,2024-05-30 08:41:48,TechStore,5812,RESTAURANT,80333.87,RUB,UAE,Dubai,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002809,E00898,2024-02-17 14:53:52,TaxiGo,5734,SOFTWARE,44042.88,RUB,Kazakhstan,Almaty,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002810,E00898,2024-05-09 10:02:26,OfficeMarket,5812,RESTAURANT,77796.61,RUB,UAE,Dubai,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002811,E00898,2024-10-02 07:03:07,Hotel Plaza,5812,RESTAURANT,54158.58,RUB,UAE,Dubai,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002812,E00898,2024-09-22 00:46:39,Hotel Plaza,5311,RETAIL,27900.84,RUB,UAE,Dubai,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002813,E00898,2024-07-26 13:10:14,TechStore,5311,RETAIL,66467.59,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002814,E00898,2024-11-24 19:55:56,OfficeMarket,4511,TRAVEL,6202.03,RUB,Russia,Kazan,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002815,E00899,2024-07-27 00:32:00,TaxiGo,5311,RETAIL,85999.49,RUB,Kazakhstan,Almaty,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002816,E00899,2024-08-19 08:43:56,AeroTickets,5732,ELECTRONICS,101781.08,RUB,Russia,Saint Petersburg,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002817,E00899,2024-11-05 20:06:15,OfficeMarket,5732,ELECTRONICS,68914.34,RUB,Kazakhstan,Almaty,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002818,E00900,2024-11-23 23:45:26,OfficeMarket,5732,ELECTRONICS,47290.75,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002819,E00901,2024-02-02 17:47:13,TechStore,5812,RESTAURANT,119728.7,RUB,Russia,Saint Petersburg,N,Y,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002820,E00901,2024-10-27 05:12:41,Restaurant Hall,4511,TRAVEL,59208.34,RUB,Turkey,Istanbul,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002821,E00901,2024-04-04 17:24:36,TaxiGo,5812,RESTAURANT,73722.73,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002822,E00902,2024-09-10 09:01:43,Hotel Plaza,7011,HOTEL,17634.38,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002823,E00902,2024-02-03 15:16:39,Hotel Plaza,5734,SOFTWARE,17732.65,RUB,UAE,Dubai,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002824,E00902,2024-04-24 07:43:41,TaxiGo,4511,TRAVEL,95296.83,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002825,E00903,2024-05-11 03:02:01,Market24,4511,TRAVEL,63662.92,RUB,UAE,Dubai,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002826,E00903,2024-05-18 21:09:27,Hotel Plaza,5812,RESTAURANT,7926.51,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002827,E00903,2024-06-07 09:59:16,OfficeMarket,7011,HOTEL,88274.8,RUB,Turkey,Istanbul,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002828,E00903,2024-02-02 11:08:13,Market24,5812,RESTAURANT,99265.75,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002829,E00903,2024-12-16 17:46:34,OfficeMarket,5311,RETAIL,62904.36,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002830,E00904,2024-01-11 17:30:59,Restaurant Hall,5311,RETAIL,9902.79,RUB,UAE,Dubai,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002831,E00904,2024-05-13 13:02:36,Market24,4511,TRAVEL,36692.55,RUB,Turkey,Istanbul,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002832,E00904,2024-07-31 22:32:32,SoftCloud,5311,RETAIL,78021.91,RUB,Kazakhstan,Almaty,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002833,E00905,2024-12-28 00:34:53,AeroTickets,5311,RETAIL,84687.48,RUB,Kazakhstan,Almaty,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002834,E00906,2024-02-20 10:26:57,TechStore,4511,TRAVEL,42264.05,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002835,E00906,2024-08-19 20:51:30,SoftCloud,4511,TRAVEL,67461.16,RUB,Kazakhstan,Almaty,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002836,E00906,2024-01-07 10:44:23,SoftCloud,5732,ELECTRONICS,2459.17,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002837,E00907,2024-03-18 06:22:32,SoftCloud,5812,RESTAURANT,83584.81,RUB,UAE,Dubai,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002838,E00907,2024-11-15 05:37:27,Hotel Plaza,4511,TRAVEL,110885.41,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002839,E00907,2024-01-29 11:23:17,Hotel Plaza,7011,HOTEL,94966.19,RUB,Turkey,Istanbul,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002840,E00907,2024-08-29 03:48:47,AeroTickets,5812,RESTAURANT,112264.11,RUB,Russia,Kazan,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002841,E00907,2024-01-12 22:19:15,Market24,5311,RETAIL,90583.39,RUB,Turkey,Istanbul,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002842,E00908,2024-02-17 05:26:16,Market24,5734,SOFTWARE,55203.81,RUB,Russia,Saint Petersburg,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002843,E00908,2024-04-14 21:07:33,OfficeMarket,7011,HOTEL,106323.47,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002844,E00908,2024-03-28 03:49:22,SoftCloud,7011,HOTEL,24212.1,RUB,UAE,Dubai,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002845,E00909,2024-11-18 05:21:09,AeroTickets,5812,RESTAURANT,67978.47,RUB,UAE,Dubai,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002846,E00909,2024-10-06 12:27:28,TaxiGo,5311,RETAIL,53902.12,RUB,Russia,Saint Petersburg,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002847,E00909,2024-04-28 12:48:29,SoftCloud,7011,HOTEL,50824.47,RUB,Kazakhstan,Almaty,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002848,E00909,2024-10-04 16:34:42,Hotel Plaza,5734,SOFTWARE,29942.87,RUB,Turkey,Istanbul,N,Y,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002849,E00909,2024-09-15 12:27:32,Hotel Plaza,5812,RESTAURANT,65076.7,RUB,Turkey,Istanbul,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002850,E00910,2024-04-03 16:36:00,TaxiGo,5812,RESTAURANT,62789.97,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002851,E00910,2024-08-22 13:48:22,AeroTickets,5311,RETAIL,915.93,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002852,E00910,2024-11-19 00:38:58,TaxiGo,5311,RETAIL,32909.04,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002853,E00910,2024-03-07 13:23:52,TechStore,5812,RESTAURANT,8169.72,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002854,E00910,2024-02-08 01:51:35,Hotel Plaza,5812,RESTAURANT,90834.09,RUB,Kazakhstan,Almaty,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002855,E00911,2024-09-11 10:46:08,Hotel Plaza,5812,RESTAURANT,25699.36,RUB,Turkey,Istanbul,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002856,E00911,2024-04-25 05:13:09,OfficeMarket,4511,TRAVEL,35130.23,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002857,E00911,2024-07-12 01:18:15,AeroTickets,5311,RETAIL,116608.83,RUB,UAE,Dubai,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002858,E00912,2024-04-07 10:18:30,TechStore,5732,ELECTRONICS,38614.1,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002859,E00912,2024-08-31 19:09:50,SoftCloud,7011,HOTEL,47060.27,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002860,E00913,2024-09-09 15:18:22,TaxiGo,4511,TRAVEL,7838.76,RUB,Russia,Saint Petersburg,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002861,E00913,2024-04-09 15:00:13,OfficeMarket,4511,TRAVEL,93468.23,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002862,E00913,2024-11-30 18:00:36,Market24,5812,RESTAURANT,77891.17,RUB,UAE,Dubai,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002863,E00913,2024-10-08 21:02:46,Restaurant Hall,5812,RESTAURANT,54795.83,RUB,Kazakhstan,Almaty,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002864,E00913,2024-07-12 22:04:42,Market24,7011,HOTEL,80597.13,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002865,E00914,2024-12-05 20:33:51,AeroTickets,4511,TRAVEL,93619.87,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002866,E00914,2024-08-25 23:46:31,TaxiGo,4511,TRAVEL,47833.06,RUB,UAE,Dubai,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002867,E00914,2024-02-16 01:11:01,SoftCloud,5734,SOFTWARE,78841.06,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002868,E00914,2024-06-20 23:16:12,TechStore,7011,HOTEL,5534.95,RUB,Turkey,Istanbul,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002869,E00914,2024-01-25 01:52:41,OfficeMarket,5734,SOFTWARE,76503.46,RUB,UAE,Dubai,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002870,E00914,2024-02-29 12:02:07,Restaurant Hall,5812,RESTAURANT,68487.01,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002871,E00914,2024-07-22 07:02:41,AeroTickets,5311,RETAIL,5326.7,RUB,Russia,Kazan,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002872,E00914,2024-09-24 16:08:53,TechStore,7011,HOTEL,40220.0,RUB,UAE,Dubai,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002873,E00915,2024-11-04 04:30:46,TechStore,5732,ELECTRONICS,48987.08,RUB,Kazakhstan,Almaty,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002874,E00915,2024-06-29 00:35:15,OfficeMarket,5734,SOFTWARE,40297.26,RUB,Turkey,Istanbul,N,Y,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002875,E00915,2024-07-17 19:56:31,OfficeMarket,5732,ELECTRONICS,44055.31,RUB,Turkey,Istanbul,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002876,E00915,2024-06-30 07:10:01,TaxiGo,7011,HOTEL,57457.59,RUB,Kazakhstan,Almaty,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002877,E00915,2024-02-21 13:50:12,TechStore,5734,SOFTWARE,119581.72,RUB,UAE,Dubai,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002878,E00916,2024-08-23 17:05:03,Restaurant Hall,4511,TRAVEL,31735.86,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002879,E00916,2024-08-13 09:22:51,OfficeMarket,5734,SOFTWARE,37394.82,RUB,Kazakhstan,Almaty,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002880,E00917,2024-11-09 10:43:08,Market24,5812,RESTAURANT,91666.31,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002881,E00918,2024-06-18 21:40:47,Market24,5734,SOFTWARE,36901.78,RUB,Turkey,Istanbul,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002882,E00918,2024-09-08 03:01:38,AeroTickets,5734,SOFTWARE,72399.42,RUB,Turkey,Istanbul,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002883,E00918,2024-05-20 11:17:37,Restaurant Hall,5812,RESTAURANT,54094.43,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002884,E00918,2024-08-30 19:39:04,AeroTickets,5311,RETAIL,58398.0,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002885,E00918,2024-10-11 22:35:48,TechStore,5732,ELECTRONICS,107233.88,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002886,E00919,2024-08-12 03:01:49,TaxiGo,5734,SOFTWARE,56923.11,RUB,Turkey,Istanbul,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002887,E00919,2024-01-19 18:58:15,SoftCloud,5812,RESTAURANT,28177.0,RUB,Russia,Kazan,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002888,E00919,2024-09-04 05:26:40,AeroTickets,7011,HOTEL,17981.81,RUB,Kazakhstan,Almaty,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002889,E00921,2024-10-31 18:05:38,Hotel Plaza,5734,SOFTWARE,66758.09,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002890,E00921,2024-07-16 13:28:58,Market24,5732,ELECTRONICS,106581.05,RUB,Turkey,Istanbul,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002891,E00921,2024-05-09 18:49:04,Market24,7011,HOTEL,78963.24,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002892,E00921,2024-08-10 11:36:40,Hotel Plaza,5812,RESTAURANT,56323.53,RUB,Turkey,Istanbul,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002893,E00921,2024-06-06 01:44:30,Hotel Plaza,5311,RETAIL,34232.35,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002894,E00922,2024-03-23 01:49:05,Market24,5812,RESTAURANT,15976.46,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002895,E00922,2024-08-08 07:16:16,Market24,7011,HOTEL,99098.78,RUB,Russia,Saint Petersburg,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002896,E00923,2024-05-04 01:11:44,Hotel Plaza,4511,TRAVEL,108562.24,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002897,E00923,2024-12-22 21:36:01,Restaurant Hall,5732,ELECTRONICS,13188.32,RUB,UAE,Dubai,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002898,E00924,2024-11-24 12:20:56,TechStore,4511,TRAVEL,88333.79,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002899,E00924,2024-03-12 17:42:42,Restaurant Hall,5734,SOFTWARE,48061.12,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002900,E00924,2024-01-01 10:00:25,Hotel Plaza,7011,HOTEL,27175.1,RUB,UAE,Dubai,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002901,E00924,2024-11-18 00:14:49,Restaurant Hall,7011,HOTEL,87352.43,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002902,E00924,2024-11-11 10:13:26,SoftCloud,5732,ELECTRONICS,33637.6,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002903,E00925,2024-11-23 06:19:01,Hotel Plaza,5734,SOFTWARE,11138.47,RUB,Russia,Kazan,N,Y,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002904,E00925,2024-08-03 03:50:13,AeroTickets,5812,RESTAURANT,43230.93,RUB,UAE,Dubai,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002905,E00925,2024-11-25 21:50:21,Market24,7011,HOTEL,74743.38,RUB,Kazakhstan,Almaty,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002906,E00925,2024-11-25 13:28:30,Restaurant Hall,5732,ELECTRONICS,57812.15,RUB,UAE,Dubai,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002907,E00925,2024-01-08 18:50:34,TechStore,7011,HOTEL,38583.51,RUB,Turkey,Istanbul,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002908,E00926,2024-01-24 23:56:58,Market24,4511,TRAVEL,108169.66,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002909,E00926,2024-10-27 23:39:32,Restaurant Hall,4511,TRAVEL,3952.94,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002910,E00926,2024-08-31 14:08:05,TaxiGo,5812,RESTAURANT,63714.76,RUB,UAE,Dubai,N,Y,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002911,E00926,2024-11-15 03:43:37,OfficeMarket,5311,RETAIL,70705.41,RUB,Kazakhstan,Almaty,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002912,E00926,2024-08-30 09:05:59,Market24,5812,RESTAURANT,81400.82,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002913,E00928,2024-09-01 21:34:42,TaxiGo,5734,SOFTWARE,29255.85,RUB,Turkey,Istanbul,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002914,E00928,2024-08-01 13:10:33,Market24,5812,RESTAURANT,44808.16,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002915,E00929,2024-09-24 19:52:48,TechStore,5732,ELECTRONICS,17367.19,RUB,Turkey,Istanbul,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002916,E00929,2024-09-07 11:21:08,SoftCloud,4511,TRAVEL,26716.44,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002917,E00929,2024-12-24 21:55:36,Market24,5311,RETAIL,17501.37,RUB,Turkey,Istanbul,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002918,E00929,2024-03-12 21:43:08,OfficeMarket,7011,HOTEL,59406.43,RUB,Russia,Saint Petersburg,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002919,E00929,2024-11-07 23:09:27,Restaurant Hall,7011,HOTEL,106449.52,RUB,UAE,Dubai,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002920,E00930,2024-01-24 20:43:51,SoftCloud,5311,RETAIL,26270.58,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002921,E00930,2024-06-18 06:40:23,Restaurant Hall,5812,RESTAURANT,72253.09,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002922,E00931,2024-12-22 14:28:56,Restaurant Hall,7011,HOTEL,109836.71,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002923,E00932,2024-02-05 23:34:54,AeroTickets,5732,ELECTRONICS,47043.32,RUB,UAE,Dubai,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002924,E00932,2024-04-03 05:18:44,SoftCloud,7011,HOTEL,22485.24,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002925,E00932,2024-01-16 03:38:18,Restaurant Hall,5734,SOFTWARE,63855.06,RUB,Russia,Saint Petersburg,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002926,E00932,2024-10-24 16:48:51,SoftCloud,5734,SOFTWARE,17289.71,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002927,E00932,2024-10-18 10:21:49,Market24,5732,ELECTRONICS,70901.2,RUB,UAE,Dubai,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002928,E00932,2024-02-27 01:40:56,TechStore,4511,TRAVEL,18790.66,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002929,E00932,2024-05-23 06:06:42,Market24,5732,ELECTRONICS,40245.43,RUB,Russia,Kazan,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002930,E00932,2024-10-05 02:20:55,OfficeMarket,5311,RETAIL,78234.26,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002931,E00933,2024-11-01 19:53:15,Hotel Plaza,5734,SOFTWARE,25031.78,RUB,Turkey,Istanbul,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002932,E00933,2024-05-23 19:34:09,Restaurant Hall,5732,ELECTRONICS,22897.04,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002933,E00933,2024-12-08 19:00:18,TechStore,5311,RETAIL,94808.34,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002934,E00934,2024-06-16 10:53:20,OfficeMarket,5311,RETAIL,56803.0,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002935,E00934,2024-08-23 18:35:48,AeroTickets,5732,ELECTRONICS,113075.66,RUB,Russia,Saint Petersburg,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002936,E00934,2024-01-29 20:14:26,Market24,5311,RETAIL,98352.69,RUB,Russia,Kazan,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0002937,E00934,2024-12-12 00:03:23,TaxiGo,5734,SOFTWARE,88867.95,RUB,Russia,Saint Petersburg,N,Y,N,finance_card,2024-12-31 12:00:00,finance_batch_001
